Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_9N_4tests-REVERSE_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Position (rev),Rotary.Velocity (rpm),XYZ.X Position (mm),XYZ.Z Position (mm),XYZ.Y Position (mm),
4,166.788,4,8.990022,1.704816,0.1896342,1326.336,477.3813,0,-115.3955,-9.33,
4,166.888,4,8.990001,1.681307,0.1870197,1327.109,477.415,0,-115.3952,-9.33,
4,166.988,4,8.986233,1.710999,0.1904022,1328.066,477.5763,0,-115.3952,-9.33,
4,167.088,4,8.984387,1.718156,0.191238,1328.839,477.5025,0,-115.3951,-9.33,
4,167.188,4,8.985719,1.733598,0.1929281,1329.624,477.1437,0,-115.3951,-9.33,
4,167.288,4,8.993883,1.791551,0.1991967,1330.39,477.4163,0,-115.3951,-9.33,
4,167.388,4,8.990818,1.736231,0.1931116,1331.152,477.565,0,-115.3955,-9.33,
4,167.488,4,8.992084,1.735718,0.1930274,1331.906,477.18,0,-115.3956,-9.33,
4,167.588,4,9.000237,1.734296,0.1926945,1332.688,477.3075,0,-115.3955,-9.33,
4,167.688,4,8.991477,1.677583,0.1865747,1333.461,477.6688,0,-115.3955,-9.33,
4,167.788,4,8.991833,1.677579,0.186567,1334.425,477.6662,0,-115.3954,-9.33,
4,167.888,4,8.994855,1.675868,0.186314,1335.206,477.4875,0,-115.3951,-9.33,
4,167.988,4,8.992307,1.687581,0.1876695,1335.983,477.0587,0,-115.395,-9.33,
4,168.088,4,8.996025,1.653538,0.1838077,1336.746,477.765,0,-115.395,-9.33,
4,168.188,4,8.994907,1.610614,0.1790584,1337.52,477.2,0,-115.3952,-9.33,
4,168.288,4,8.989524,1.569667,0.1746107,1338.3,477.24,0,-115.3953,-9.33,
4,168.388,4,8.989244,1.536608,0.1709385,1339.071,477.6775,0,-115.3955,-9.33,
4,168.488,4,8.986322,1.556528,0.1732108,1339.826,477.5388,0,-115.3955,-9.33,
4,168.588,4,8.992468,1.535842,0.170792,1340.58,477.4612,0,-115.3955,-9.33,
4,168.688,4,8.990314,1.565783,0.1741633,1341.407,477.0725,0,-115.3959,-9.33,
4,168.788,4,8.991077,1.546246,0.1719757,1342.374,477.4287,0,-115.3959,-9.33,
4,168.888,4,8.995391,1.546539,0.1719257,1343.52,477.4925,0,-115.396,-9.33,
4,168.988,4,8.987535,1.570907,0.1747873,1343.907,477.09,0,-115.396,-9.33,
4,169.088,4,8.989508,1.544467,0.1718077,1344.688,477.4237,0,-115.396,-9.33,
4,169.188,4,8.99252,1.564104,0.1739339,1345.453,477.6175,0,-115.396,-9.33,
4,169.288,4,8.994614,1.547669,0.1720662,1346.21,477.6712,0,-115.3962,-9.33,
4,169.388,4,8.99362,1.55618,0.1730316,1347.169,477.15,0,-115.3963,-9.33,
4,169.488,4,8.991335,1.559389,0.1734324,1347.935,477.405,0,-115.3963,-9.33,
4,169.588,4,8.994025,1.531997,0.1703349,1348.699,477.4312,0,-115.3966,-9.33,
4,169.688,4,8.993667,1.567722,0.174314,1349.765,477.1938,0,-115.3966,-9.33,
4,169.788,4,8.992697,1.542846,0.1715666,1350.258,477.7312,0,-115.3966,-9.33,
4,169.888,4,8.992001,1.5568,0.1731317,1351.031,477.4788,0,-115.3966,-9.33,
4,169.988,4,8.993,1.556904,0.173124,1351.796,477.4962,0,-115.3968,-9.33,
4,170.088,4,8.993839,1.540375,0.17127,1352.546,477.3125,0,-115.3968,-9.33,
4,170.188,4,8.99718,1.570258,0.1745278,1353.511,477.2375,0,-115.3968,-9.33,
4,170.288,4,9.00276,1.54247,0.171333,1354.277,477.8238,0,-115.3971,-9.33,
4,170.388,4,8.992567,1.555904,0.1730212,1355.026,477.3025,0,-115.3972,-9.33,
4,170.488,4,8.999184,1.566065,0.1740231,1355.8,477.0925,0,-115.3973,-9.33,
4,170.588,4,8.999512,1.53957,0.1710726,1356.575,477.8087,0,-115.3973,-9.33,
4,170.688,4,9.000459,1.577448,0.175263,1357.349,477.4062,0,-115.3974,-9.33,
4,170.788,4,9.000465,1.534929,0.1705389,1358.123,477.6638,0,-115.3975,-9.33,
4,170.888,4,8.999291,1.564672,0.1738662,1359.102,477.1675,0,-115.3976,-9.33,
4,170.988,4,9.000336,1.564409,0.1738168,1359.87,477.3463,0,-115.3976,-9.33,
4,171.088,4,8.997044,1.559135,0.1732942,1360.645,477.635,0,-115.3976,-9.33,
4,171.188,4,9.002753,1.571495,0.1745572,1361.417,476.9862,0,-115.3976,-9.33,
4,171.288,4,9.004775,1.557547,0.1729691,1362.177,477.6237,0,-115.3975,-9.33,
4,171.388,4,8.99749,1.567813,0.17425,1363.358,477.1812,0,-115.3973,-9.33,
4,171.488,4,9.002546,1.551946,0.1723896,1363.74,477.6525,0,-115.3973,-9.33,
4,171.588,4,9.000831,1.5587,0.1731729,1364.512,477.0113,0,-115.3973,-9.33,
4,171.688,4,8.994487,1.575243,0.1751343,1365.281,477.4387,0,-115.3973,-9.33,
4,171.788,4,8.998267,1.538962,0.1710287,1366.239,477.7412,0,-115.3972,-9.33,
4,171.888,4,8.99914,1.568033,0.1742426,1367.01,476.8625,0,-115.3975,-9.33,
4,171.988,4,8.999648,1.553592,0.1726281,1367.755,477.66,0,-115.3975,-9.33,
4,172.088,4,8.997533,1.555706,0.1729036,1368.535,477.5125,0,-115.3975,-9.33,
4,172.188,4,9.003484,1.568212,0.1741784,1369.309,477.4437,0,-115.3976,-9.33,
4,172.288,4,9.004506,1.542772,0.1713333,1370.075,477.5225,0,-115.3975,-9.33,
4,172.388,4,8.99487,1.580383,0.1756983,1370.853,477.2213,0,-115.3971,-9.33,
4,172.488,4,8.998874,1.555206,0.1728223,1371.831,477.5275,0,-115.3971,-9.33,
4,172.588,4,8.997323,1.566975,0.1741601,1372.604,477.5238,0,-115.3972,-9.33,
4,172.688,4,9.000475,1.567738,0.1741839,1373.378,477.045,0,-115.3973,-9.33,
4,172.788,4,8.999564,1.555368,0.1728271,1374.145,477.7237,0,-115.3973,-9.33,
4,172.888,4,8.995831,1.581017,0.1757499,1374.911,477.3987,0,-115.3974,-9.33,
4,172.988,4,8.997574,1.545915,0.1718147,1375.66,477.375,0,-115.3975,-9.33,
4,173.088,4,8.997796,1.561256,0.1735154,1376.425,477.1338,0,-115.3975,-9.33,
4,173.188,4,9.001988,1.570365,0.1744465,1377.21,477.6162,0,-115.3974,-9.33,
4,173.288,4,9.00345,1.544756,0.1715738,1378.19,477.8775,0,-115.3978,-9.33,
4,173.388,4,8.997125,1.569634,0.1744596,1378.964,477.2237,0,-115.3978,-9.33,
4,173.488,4,8.999258,1.545269,0.1717107,1379.733,477.65,0,-115.3977,-9.33,
4,173.588,4,9.002286,1.570995,0.1745107,1380.513,477.4875,0,-115.398,-9.33,
4,173.688,4,9.001149,1.556307,0.1729009,1381.287,477.2438,0,-115.398,-9.33,
4,173.788,4,8.996069,1.55895,0.1732924,1382.051,477.2737,0,-115.3978,-9.33,
4,173.888,4,8.999397,1.576597,0.1751892,1382.821,477.5487,0,-115.3978,-9.33,
4,173.988,4,8.99918,1.554485,0.1727363,1383.793,477.6825,0,-115.3978,-9.33,
4,174.088,4,9.000431,1.579747,0.175519,1384.357,477.6588,0,-115.3976,-9.33,
4,174.188,4,9.003865,1.546714,0.1717833,1385.306,477.0663,0,-115.3976,-9.33,
4,174.288,4,9.002227,1.57521,0.1749801,1386.066,477.605,0,-115.3974,-9.33,
4,174.388,4,8.999586,1.579974,0.1755608,1386.848,477.4263,0,-115.3975,-9.33,
4,174.488,4,8.997935,1.541083,0.1712707,1387.614,477.2612,0,-115.3975,-9.33,
4,174.588,4,9.001097,1.582394,0.1758001,1388.386,477.1062,0,-115.3975,-9.33,
4,174.688,4,9.002236,1.561837,0.1734944,1389.161,477.6662,0,-115.3977,-9.33,
4,174.788,4,8.995165,1.560032,0.17343,1390.103,477.66,0,-115.3977,-9.33,
4,174.888,4,9.001893,1.5819,0.1757297,1390.867,477.3138,0,-115.3976,-9.33,
4,174.988,4,9.000562,1.546828,0.171859,1391.636,477.6825,0,-115.3976,-9.33,
4,175.088,4,9.000453,1.584569,0.1760544,1392.411,477.2737,0,-115.3976,-9.33,
4,175.188,4,9.005676,1.553923,0.1725493,1393.192,477.0725,0,-115.3976,-9.33,
4,175.288,4,8.999326,1.572375,0.1747214,1393.961,477.5775,0,-115.3976,-9.33,
4,175.388,4,8.997837,1.581033,0.1757125,1394.74,477.37,0,-115.3975,-9.33,
4,175.488,4,8.999149,1.557021,0.1730187,1395.712,477.725,0,-115.3976,-9.33,
4,175.588,4,9.001124,1.583719,0.1759467,1396.478,477.12,0,-115.3978,-9.33,
4,175.688,4,9.00141,1.549741,0.1721664,1397.259,477.2425,0,-115.3977,-9.33,
4,175.788,4,8.993839,1.581864,0.1758831,1398.041,477.8862,0,-115.3974,-9.33,
4,175.888,4,8.998586,1.573837,0.1748982,1398.809,477.1062,0,-115.3974,-9.33,
4,175.988,4,8.999206,1.556969,0.1730119,1399.565,477.29,0,-115.3976,-9.33,
4,176.088,4,9.001815,1.575532,0.1750238,1400.346,477.7775,0,-115.3978,-9.33,
4,176.188,4,9.003642,1.556551,0.1728801,1401.13,477.5812,0,-115.398,-9.33,
4,176.288,4,9.001496,1.581533,0.1756967,1401.92,477.32,0,-115.398,-9.33,
4,176.388,4,8.998688,1.568446,0.1742972,1402.685,477.1575,0,-115.398,-9.33,
4,176.488,4,9.001688,1.564913,0.1738466,1403.649,477.6825,0,-115.398,-9.33,
4,176.588,4,9.00237,1.5868,0.1762647,1404.41,477.5713,0,-115.3981,-9.33,
4,176.688,4,9.004354,1.551803,0.1723391,1405.182,477.4213,0,-115.3983,-9.33,
4,176.788,4,9.000719,1.584063,0.1759929,1405.94,477.5438,0,-115.3987,-9.33,
4,176.888,4,9.004911,1.567361,0.1740563,1406.714,477.6175,0,-115.3988,-9.33,
4,176.988,4,9.005097,1.569966,0.1743419,1407.489,477.6512,0,-115.3988,-9.33,
4,177.088,4,9.006884,1.576711,0.1750562,1408.261,476.9487,0,-115.3988,-9.33,
4,177.188,4,9.00806,1.555531,0.1726821,1409.226,477.7013,0,-115.3986,-9.33,
4,177.288,4,9.004305,1.585508,0.1760833,1410,477.5287,0,-115.3986,-9.33,
4,177.388,4,9.003496,1.558833,0.1731365,1410.777,477.0462,0,-115.3984,-9.33,
4,177.488,4,9.003307,1.570388,0.1744234,1411.549,477.7863,0,-115.3981,-9.33,
4,177.588,4,9.003193,1.570245,0.1744098,1412.324,477.6938,0,-115.3978,-9.33,
4,177.688,4,8.998186,1.567822,0.1742376,1413.107,477.6613,0,-115.3976,-9.33,
4,177.788,4,8.99953,1.581195,0.1756975,1413.881,477.345,0,-115.3975,-9.33,
4,177.888,4,8.999949,1.555177,0.1727984,1414.646,477.2575,0,-115.3976,-9.33,
4,177.988,4,8.999688,1.582725,0.1758644,1415.601,477.665,0,-115.3978,-9.33,
4,178.088,4,9.003264,1.57762,0.1752275,1416.362,477.4975,0,-115.3976,-9.33,
4,178.188,4,8.999852,1.565289,0.1739239,1417.111,477.3587,0,-115.3977,-9.33,
4,178.288,4,8.998926,1.589642,0.176648,1417.876,477.8238,0,-115.3976,-9.33,
4,178.388,4,8.997106,1.56109,0.1735103,1418.657,477.535,0,-115.3975,-9.33,
4,178.488,4,8.997688,1.589242,0.1766279,1419.426,477.3138,0,-115.3974,-9.33,
4,178.588,4,9.000066,1.56463,0.1738465,1420.184,477.6025,0,-115.3971,-9.33,
4,178.688,4,8.992496,1.576717,0.175337,1421.004,477.6725,0,-115.3969,-9.33,
4,178.788,4,8.998325,1.592519,0.1769795,1421.777,477.51,0,-115.3968,-9.33,
4,178.888,4,8.995778,1.559087,0.1733132,1422.737,477.1363,0,-115.3968,-9.33,
4,178.988,4,8.993707,1.583537,0.1760716,1423.504,477.5737,0,-115.3968,-9.33,
4,179.088,4,8.998506,1.564146,0.1738229,1424.275,477.5825,0,-115.3968,-9.33,
4,179.188,4,8.991886,1.58151,0.1758819,1425.052,477.4413,0,-115.3968,-9.33,
4,179.288,4,8.991032,1.584453,0.1762259,1425.815,477.2925,0,-115.3964,-9.33,
4,179.388,4,8.99122,1.549569,0.1723424,1426.583,477.7412,0,-115.3961,-9.33,
4,179.488,4,8.991115,1.593347,0.1772135,1427.546,477.67,0,-115.396,-9.33,
4,179.588,4,8.992768,1.564731,0.1739988,1428.321,477.4437,0,-115.3958,-9.33,
4,179.688,4,8.984489,1.572349,0.1750071,1429.095,477.1587,0,-115.3958,-9.33,
4,179.788,4,8.991427,1.580273,0.1757533,1429.861,477.45,0,-115.3957,-9.33,
4,179.888,4,8.989323,1.556521,0.1731522,1430.781,477.63,0,-115.3957,-9.33,
4,179.988,4,8.988295,1.587833,0.1766557,1431.378,477.2188,0,-115.3958,-9.33,
7,0.162,7,9.027228,1.11663,0.1236958,1432.726,200.0687,0,-115.3859,-12.33,
7,0.262,7,9.037164,1.230219,0.1361289,1433.093,232.455,0,-115.3856,-12.33,
7,0.362,7,9.022262,1.203739,0.1334188,1433.469,237.2462,0,-115.3855,-12.33,
7,0.462,7,9.018451,1.214787,0.1347002,1433.851,238.1875,0,-115.3851,-12.33,
7,0.562,7,9.013667,1.13982,0.1264546,1434.239,238.48,0,-115.385,-12.33,
7,0.662,7,9.008722,1.208302,0.1341258,1434.63,238.8475,0,-115.3848,-12.33,
7,0.762,7,9.015317,1.236227,0.1371251,1435.016,238.885,0,-115.3847,-12.33,
7,0.862,7,9.003078,1.191844,0.1323818,1435.496,238.6687,0,-115.3846,-12.33,
7,0.962,7,9.002815,1.251752,0.1390401,1435.884,238.7363,0,-115.3846,-12.33,
7,1.062,7,9.007403,1.249086,0.1386733,1436.266,238.6662,0,-115.3846,-12.33,
7,1.162,7,8.998038,1.228689,0.1365508,1436.644,238.8062,0,-115.3845,-12.33,
7,1.262,7,9.003471,1.263622,0.1403483,1437.025,238.66,0,-115.3843,-12.33,
7,1.362,7,8.993211,1.254302,0.1394721,1437.407,238.7475,0,-115.3839,-12.33,
7,1.462,7,8.998051,1.264161,0.1404928,1437.881,238.9925,0,-115.3839,-12.33,
7,1.562,7,8.995168,1.235272,0.1373262,1438.255,238.3537,0,-115.384,-12.33,
7,1.662,7,8.993744,1.251291,0.1391291,1438.644,238.87,0,-115.3843,-12.33,
7,1.762,7,9.001178,1.282736,0.1425076,1439.03,239.1087,0,-115.3843,-12.33,
7,1.862,7,8.991276,1.265567,0.140755,1439.404,238.4375,0,-115.3842,-12.33,
7,1.962,7,8.993341,1.273072,0.1415572,1439.884,238.6938,0,-115.3841,-12.33,
7,2.062,7,8.995712,1.248151,0.1387496,1440.272,238.4463,0,-115.3845,-12.33,
7,2.162,7,8.990635,1.262706,0.1404468,1440.585,238.7188,0,-115.3846,-12.33,
7,2.262,7,8.998942,1.285039,0.1427989,1441.065,238.7575,0,-115.3847,-12.33,
7,2.362,7,8.990672,1.26938,0.1411885,1441.438,238.6787,0,-115.3848,-12.33,
7,2.462,7,8.996759,1.274387,0.1416496,1441.828,238.725,0,-115.3848,-12.33,
7,2.562,7,8.995855,1.258936,0.1399462,1442.21,238.5662,0,-115.3849,-12.33,
7,2.662,7,8.992053,1.270217,0.14126,1442.596,238.6138,0,-115.3848,-12.33,
7,2.762,7,8.995967,1.285195,0.1428634,1442.993,238.8875,0,-115.3848,-12.33,
7,2.862,7,8.990799,1.284782,0.1428997,1443.379,238.75,0,-115.3851,-12.33,
7,2.962,7,8.994768,1.273296,0.1415596,1443.858,238.7637,0,-115.3853,-12.33,
7,3.062,7,8.997332,1.259611,0.1399983,1444.24,238.6375,0,-115.3855,-12.33,
7,3.162,7,8.992001,1.279236,0.1422637,1444.611,238.9063,0,-115.3855,-12.33,
7,3.262,7,9.001193,1.290089,0.1433242,1444.995,238.8475,0,-115.3855,-12.33,
7,3.362,7,8.991344,1.282613,0.1426497,1445.38,238.7275,0,-115.3854,-12.33,
7,3.462,7,8.996781,1.278349,0.1420896,1445.861,238.6675,0,-115.3854,-12.33,
7,3.562,7,8.996099,1.268198,0.1409719,1446.151,238.6362,0,-115.3854,-12.33,
7,3.662,7,8.98984,1.27631,0.1419725,1446.635,238.9675,0,-115.3852,-12.33,
7,3.762,7,8.993784,1.292274,0.1436852,1447.017,238.7062,0,-115.385,-12.33,
7,3.862,7,8.98861,1.281756,0.1425977,1447.4,238.675,0,-115.385,-12.33,
7,3.962,7,8.990483,1.275706,0.1418951,1447.786,238.93,0,-115.385,-12.33,
7,4.062,7,8.992722,1.27187,0.1414333,1448.166,238.3587,0,-115.385,-12.33,
7,4.162,7,8.986171,1.283298,0.1428081,1448.556,238.9175,0,-115.385,-12.33,
7,4.262,7,8.996781,1.289472,0.1433259,1449.028,238.775,0,-115.3851,-12.33,
7,4.362,7,8.98892,1.290306,0.1435441,1449.355,238.7275,0,-115.3853,-12.33,
7,4.462,7,8.992679,1.26976,0.1411993,1449.834,238.8725,0,-115.3853,-12.33,
7,4.562,7,8.994651,1.26948,0.1411373,1450.216,238.5662,0,-115.3854,-12.33,
7,4.662,7,8.987724,1.288458,0.1433576,1450.6,238.7125,0,-115.3853,-12.33,
7,4.762,7,8.993149,1.294274,0.1439178,1450.983,238.8975,0,-115.3852,-12.33,
7,4.862,7,8.989003,1.289319,0.1434329,1451.361,238.575,0,-115.3852,-12.33,
7,4.962,7,8.988235,1.275508,0.1419086,1451.74,238.7175,0,-115.3852,-12.33,
7,5.062,7,8.991743,1.278187,0.1421512,1452.125,238.75,0,-115.3853,-12.33,
7,5.162,7,8.985446,1.290251,0.1435934,1452.606,238.82,0,-115.3854,-12.33,
7,5.262,7,8.994997,1.296171,0.1440991,1452.989,238.8213,0,-115.3855,-12.33,
7,5.362,7,8.988273,1.288507,0.1433542,1453.371,238.7437,0,-115.3858,-12.33,
7,5.462,7,8.992691,1.27681,0.1419831,1453.764,238.8775,0,-115.3859,-12.33,
7,5.562,7,8.994778,1.281229,0.1424415,1454.15,238.4763,0,-115.3859,-12.33,
7,5.662,7,8.98787,1.29433,0.1440085,1454.532,238.59,0,-115.3858,-12.33,
7,5.762,7,8.993608,1.297873,0.1443106,1454.916,238.8575,0,-115.3856,-12.33,
7,5.862,7,8.991115,1.29647,0.1441945,1455.302,238.9075,0,-115.3858,-12.33,
7,5.962,7,8.990173,1.272738,0.1415699,1455.79,238.3625,0,-115.3858,-12.33,
7,6.062,7,8.992929,1.278583,0.1421764,1456.172,238.5912,0,-115.3857,-12.33,
7,6.162,7,8.984535,1.293596,0.1439803,1456.552,238.9675,0,-115.3856,-12.33,
7,6.262,7,8.994527,1.302783,0.1448417,1456.927,238.62,0,-115.386,-12.33,
7,6.362,7,8.991467,1.29065,0.1435417,1457.314,238.7675,0,-115.3861,-12.33,
7,6.462,7,8.993901,1.27997,0.1423153,1457.791,238.6825,0,-115.3865,-12.33,
7,6.562,7,8.99828,1.290481,0.1434142,1458.18,238.5612,0,-115.3865,-12.33,
7,6.662,7,8.991189,1.293492,0.1438622,1458.568,238.6925,0,-115.3867,-12.33,
7,6.762,7,9.001404,1.303871,0.1448519,1458.945,238.71,0,-115.3869,-12.33,
7,6.862,7,8.9971,1.295112,0.1439478,1459.336,238.725,0,-115.3869,-12.33,
7,6.962,7,8.994487,1.274082,0.1416514,1459.708,238.7325,0,-115.3867,-12.33,
7,7.062,7,8.999007,1.292956,0.1436776,1460.091,238.5825,0,-115.3867,-12.33,
7,7.162,7,8.992917,1.301084,0.1446788,1460.477,238.765,0,-115.3867,-12.33,
7,7.262,7,8.997632,1.302682,0.1447805,1460.965,239.0488,0,-115.3867,-12.33,
7,7.362,7,8.994636,1.300217,0.1445547,1461.348,238.6962,0,-115.3867,-12.33,
7,7.462,7,8.994335,1.278615,0.1421579,1461.726,238.7712,0,-115.387,-12.33,
7,7.562,7,9.000397,1.291488,0.1434924,1462.105,238.7975,0,-115.387,-12.33,
7,7.662,7,8.993128,1.301338,0.1447036,1462.489,238.69,0,-115.3869,-12.33,
7,7.762,7,9.000208,1.302598,0.1447297,1462.871,238.8963,0,-115.3868,-12.33,
7,7.862,7,8.995406,1.290361,0.1434467,1463.341,238.5488,0,-115.3867,-12.33,
7,7.962,7,8.992898,1.280937,0.1424388,1463.724,238.8938,0,-115.3866,-12.33,
7,8.062,7,8.998741,1.299584,0.1444184,1464.106,238.8763,0,-115.3865,-12.33,
7,8.162,7,8.990103,1.303215,0.144961,1464.499,238.5875,0,-115.3865,-12.33,
7,8.262,7,8.997456,1.305712,0.1451201,1464.885,238.8412,0,-115.3865,-12.33,
7,8.362,7,8.993756,1.292043,0.1436601,1465.271,238.845,0,-115.3864,-12.33,
7,8.462,7,8.98974,1.283691,0.1427951,1465.756,238.4825,0,-115.3863,-12.33,
7,8.562,7,8.998503,1.30013,0.1444829,1466.139,238.7663,0,-115.3863,-12.33,
7,8.662,7,8.989304,1.303179,0.14497,1466.525,238.6387,0,-115.3866,-12.33,
7,8.762,7,8.997242,1.307261,0.1452957,1466.914,238.8238,0,-115.3867,-12.33,
7,8.862,7,8.996007,1.291868,0.1436046,1467.304,238.7837,0,-115.3867,-12.33,
7,8.962,7,8.991487,1.286831,0.1431166,1467.801,238.6975,0,-115.3865,-12.33,
7,9.062,7,8.997177,1.299733,0.1444601,1468.089,238.7087,0,-115.3864,-12.33,
7,9.162,7,8.987858,1.306316,0.1453423,1468.48,238.895,0,-115.3865,-12.33,
7,9.262,7,8.996586,1.308924,0.1454912,1468.864,238.7538,0,-115.3866,-12.33,
7,9.362,7,8.993543,1.286006,0.1429922,1469.254,238.5675,0,-115.3868,-12.33,
7,9.462,7,8.989743,1.285032,0.1429443,1469.733,238.805,0,-115.3868,-12.33,
7,9.562,7,9.000704,1.309528,0.1454917,1470.116,238.6437,0,-115.3868,-12.33,
7,9.662,7,8.990022,1.310521,0.1457751,1470.491,238.6862,0,-115.3866,-12.33,
7,9.762,7,8.994003,1.30705,0.1453246,1470.876,238.9638,0,-115.3864,-12.33,
7,9.862,7,8.993511,1.290436,0.1434852,1471.26,238.8025,0,-115.3863,-12.33,
7,9.962,7,8.989142,1.290793,0.1435947,1471.645,238.8238,0,-115.3863,-12.33,
7,10.062,7,8.995995,1.310151,0.1456372,1472.027,238.625,0,-115.3864,-12.33,
7,10.162,7,8.987282,1.308524,0.1455973,1472.414,238.7075,0,-115.3862,-12.33,
7,10.262,7,8.993824,1.311216,0.1457908,1472.885,238.8737,0,-115.3862,-12.33,
7,10.362,7,8.99178,1.292021,0.1436891,1473.267,238.7225,0,-115.3864,-12.33,
7,10.462,7,8.987728,1.292761,0.1438363,1473.654,238.7225,0,-115.3864,-12.33,
7,10.562,7,8.998589,1.309677,0.1455425,1474.041,238.99,0,-115.3864,-12.33,
7,10.662,7,8.987477,1.311739,0.1459519,1474.425,238.3112,0,-115.3867,-12.33,
7,10.762,7,8.994127,1.307388,0.1453601,1474.807,238.9625,0,-115.3869,-12.33,
7,10.862,7,8.994381,1.283441,0.1426937,1475.29,238.6375,0,-115.3869,-12.33,
7,10.962,7,8.990412,1.299964,0.1445945,1475.672,238.5762,0,-115.3867,-12.33,
7,11.062,7,8.996081,1.313233,0.1459783,1476.045,238.6938,0,-115.3867,-12.33,
7,11.162,7,8.98948,1.31397,0.1461675,1476.427,238.6975,0,-115.3867,-12.33,
7,11.262,7,8.994725,1.3092,0.1455519,1476.81,238.9037,0,-115.3867,-12.33,
7,11.362,7,8.99318,1.289241,0.1433576,1477.289,238.725,0,-115.3869,-12.33,
7,11.462,7,8.989718,1.305923,0.1452685,1477.676,238.6025,0,-115.3869,-12.33,
7,11.562,7,8.999348,1.313334,0.1459365,1478.06,238.6637,0,-115.3871,-12.33,
7,11.662,7,8.988307,1.314415,0.1462361,1478.438,238.7588,0,-115.3871,-12.33,
7,11.762,7,8.995357,1.308511,0.1454652,1478.814,238.7837,0,-115.3871,-12.33,
7,11.862,7,8.996017,1.292664,0.1436929,1479.204,238.4925,0,-115.3871,-12.33,
7,11.962,7,8.990592,1.305553,0.1452132,1479.588,238.845,0,-115.3869,-12.33,
7,12.062,7,8.995595,1.311924,0.1458407,1480.065,238.85,0,-115.3868,-12.33,
7,12.162,7,8.990416,1.319052,0.1467176,1480.454,238.9812,0,-115.387,-12.33,
7,12.262,7,8.996094,1.305014,0.1450645,1480.836,238.8825,0,-115.3872,-12.33,
7,12.362,7,8.998255,1.286559,0.1429787,1481.219,238.6087,0,-115.3874,-12.33,
7,12.462,7,8.990555,1.309865,0.1456935,1481.593,238.7812,0,-115.3873,-12.33,
7,12.562,7,9.000734,1.3185,0.1464881,1481.974,238.6463,0,-115.3874,-12.33,
7,12.662,7,8.991944,1.315604,0.1463091,1482.364,238.7675,0,-115.3876,-12.33,
7,12.762,7,8.998034,1.309537,0.1455359,1482.841,239.0125,0,-115.3876,-12.33,
7,12.862,7,8.997617,1.29799,0.1442593,1483.219,238.395,0,-115.3876,-12.33,
7,12.962,7,8.994279,1.316877,0.1464127,1483.605,238.84,0,-115.3877,-12.33,
7,13.062,7,9.001819,1.31978,0.1466126,1483.992,238.8487,0,-115.3879,-12.33,
7,13.162,7,8.994557,1.320429,0.1468031,1484.377,238.6675,0,-115.3878,-12.33,
7,13.262,7,8.999537,1.30628,0.1451497,1484.76,238.9625,0,-115.3878,-12.33,
7,13.362,7,9.00066,1.301558,0.144607,1485.149,238.6362,0,-115.3878,-12.33,
7,13.462,7,8.994626,1.315168,0.1462171,1485.631,238.6662,0,-115.3879,-12.33,
7,13.562,7,9.001961,1.315847,0.1461734,1486.014,238.7325,0,-115.3879,-12.33,
7,13.662,7,8.994719,1.32543,0.1473565,1486.386,238.5438,0,-115.3877,-12.33,
7,13.762,7,8.99744,1.303838,0.1449121,1486.769,238.9437,0,-115.3878,-12.33,
7,13.862,7,8.9994,1.294294,0.14382,1487.15,238.855,0,-115.3878,-12.33,
7,13.962,7,8.993238,1.318718,0.1466344,1487.629,238.7238,0,-115.3877,-12.33,
7,14.062,7,9.001112,1.324394,0.1471368,1488.016,238.5113,0,-115.3877,-12.33,
7,14.162,7,8.994353,1.322966,0.1470885,1488.404,238.75,0,-115.388,-12.33,
7,14.262,7,9.000496,1.304676,0.144956,1488.786,238.8587,0,-115.3882,-12.33,
7,14.362,7,9.003819,1.301107,0.1445061,1489.161,238.6675,0,-115.3882,-12.33,
7,14.462,7,8.994468,1.325658,0.1473859,1489.546,238.5838,0,-115.388,-12.33,
7,14.562,7,9.002713,1.328882,0.1476091,1489.929,238.71,0,-115.388,-12.33,
7,14.662,7,8.997518,1.323089,0.1470505,1490.402,238.86,0,-115.3879,-12.33,
7,14.762,7,8.997564,1.304013,0.1449296,1490.78,238.5825,0,-115.3879,-12.33,
7,14.862,7,8.999614,1.310869,0.1456583,1491.23,238.7337,0,-115.3878,-12.33,
7,14.962,7,8.993595,1.323894,0.1472041,1491.608,239.06,0,-115.3877,-12.33,
7,15.062,7,9.000088,1.323742,0.147081,1491.99,238.6613,0,-115.3878,-12.33,
7,15.162,7,8.995744,1.325063,0.1472989,1492.369,238.6425,0,-115.3878,-12.33,
7,15.262,7,8.996805,1.300656,0.1445686,1492.753,239.0237,0,-115.3877,-12.33,
7,15.362,7,9.000267,1.30504,0.1450001,1493.139,238.685,0,-115.3876,-12.33,
7,15.462,7,8.990706,1.322573,0.1471044,1493.521,238.8338,0,-115.3876,-12.33,
7,15.562,7,9.000456,1.330454,0.1478207,1493.898,238.6888,0,-115.3876,-12.33,
7,15.662,7,8.994796,1.319432,0.1466884,1494.376,238.7712,0,-115.3875,-12.33,
