Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_9N_4tests-REVERSE_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Position (rev),Rotary.Velocity (rpm),XYZ.X Position (mm),XYZ.Z Position (mm),XYZ.Y Position (mm),
10,22.883,10,9.008574,1.269334,0.1409029,2194.012,119.1663,0,-115.3929,-15.33,
10,22.983,10,8.992431,1.2279,0.1365482,2194.204,119.16,0,-115.3929,-15.33,
10,23.083,10,8.993183,1.326862,0.1475409,2194.395,119.39,0,-115.3929,-15.33,
10,23.183,10,8.995235,1.225036,0.1361872,2194.586,119.2012,0,-115.3929,-15.33,
10,23.283,10,9.005964,1.273874,0.1414478,2194.883,119.3112,0,-115.3929,-15.33,
10,23.383,10,9.008484,1.268103,0.1407677,2194.978,119.1763,0,-115.3926,-15.33,
10,23.483,10,8.992301,1.22411,0.1361287,2195.217,119.4388,0,-115.3928,-15.33,
10,23.583,10,8.994725,1.330785,0.1479518,2195.411,119.1963,0,-115.3928,-15.33,
10,23.683,10,8.994381,1.223721,0.1360539,2195.605,119.6838,0,-115.393,-15.33,
10,23.783,10,9.003518,1.268392,0.1408774,2195.795,119.815,0,-115.3928,-15.33,
10,23.883,10,9.006692,1.273523,0.1413975,2195.985,119.43,0,-115.3925,-15.33,
10,23.983,10,8.992622,1.229196,0.1366894,2196.172,119.395,0,-115.3925,-15.33,
10,24.083,10,8.991666,1.334526,0.1484182,2196.411,119.0913,0,-115.3928,-15.33,
10,24.183,10,8.993586,1.227118,0.1364436,2196.604,119.5638,0,-115.393,-15.33,
10,24.283,10,9.004911,1.264814,0.1404582,2196.796,119.5525,0,-115.3931,-15.33,
10,24.383,10,9.009233,1.283636,0.14248,2196.99,119.3725,0,-115.3931,-15.33,
10,24.483,10,8.991681,1.22675,0.1364317,2197.184,119.1512,0,-115.3928,-15.33,
10,24.583,10,8.992093,1.332438,0.1481789,2197.377,119.1687,0,-115.3926,-15.33,
10,24.683,10,8.993273,1.227991,0.1365455,2197.57,119.3562,0,-115.3926,-15.33,
10,24.783,10,9.003302,1.261053,0.1400656,2197.762,119.7062,0,-115.3928,-15.33,
10,24.883,10,9.007234,1.285636,0.1427338,2198,119.3163,0,-115.3926,-15.33,
10,24.983,10,8.99174,1.225598,0.1363026,2198.19,119.1887,0,-115.3926,-15.33,
10,25.083,10,8.99096,1.333029,0.1482633,2198.381,119.3688,0,-115.3927,-15.33,
10,25.183,10,8.9917,1.230138,0.1368081,2198.57,119.5362,0,-115.3929,-15.33,
10,25.283,10,9.003404,1.259115,0.1398487,2198.761,119.5837,0,-115.3929,-15.33,
10,25.383,10,9.009392,1.288751,0.1430452,2198.996,119.3363,0,-115.3929,-15.33,
10,25.483,10,8.992496,1.226809,0.1364259,2199.189,119.1887,0,-115.3926,-15.33,
10,25.583,10,8.989991,1.334958,0.1484938,2199.379,119.095,0,-115.3926,-15.33,
10,25.683,10,8.991542,1.233742,0.1372114,2199.565,119.5012,0,-115.3928,-15.33,
10,25.783,10,9.001087,1.263421,0.1403631,2199.761,119.6513,0,-115.3928,-15.33,
10,25.883,10,9.007989,1.293443,0.1435884,2199.955,119.2225,0,-115.3928,-15.33,
10,25.983,10,8.993387,1.23131,0.1369128,2200.146,119.3363,0,-115.3928,-15.33,
10,26.083,10,8.989855,1.329168,0.147852,2200.385,119.28,0,-115.3927,-15.33,
10,26.183,10,8.989944,1.235655,0.1374486,2200.577,119.395,0,-115.3925,-15.33,
10,26.283,10,8.999539,1.261511,0.1401751,2200.765,119.8137,0,-115.3925,-15.33,
10,26.383,10,9.007261,1.29117,0.1433477,2200.958,119.3312,0,-115.3925,-15.33,
10,26.483,10,8.992622,1.238438,0.1377171,2201.15,119.3175,0,-115.3926,-15.33,
10,26.583,10,8.991077,1.327174,0.1476102,2201.344,118.95,0,-115.3928,-15.33,
10,26.683,10,8.992577,1.238071,0.137677,2201.539,119.7738,0,-115.3931,-15.33,
10,26.783,10,9.000525,1.259891,0.1399797,2201.777,119.2587,0,-115.3931,-15.33,
10,26.883,10,9.009097,1.294616,0.1437009,2201.971,118.9225,0,-115.393,-15.33,
10,26.983,10,8.995186,1.235304,0.1373295,2202.162,119.3913,0,-115.3931,-15.33,
10,27.083,10,8.991988,1.328376,0.1477288,2202.352,119.17,0,-115.3933,-15.33,
10,27.183,10,8.994721,1.243027,0.1381951,2202.54,119.8312,0,-115.3933,-15.33,
10,27.283,10,9.003828,1.261865,0.1401476,2202.734,119.4675,0,-115.3936,-15.33,
10,27.383,10,9.01428,1.301123,0.1443402,2202.972,119.3075,0,-115.3938,-15.33,
10,27.483,10,8.99853,1.241328,0.1379479,2203.16,119.4538,0,-115.3937,-15.33,
10,27.583,10,8.994431,1.323333,0.147128,2203.353,119.17,0,-115.3936,-15.33,
10,27.683,10,8.996524,1.244829,0.1383678,2203.544,119.6225,0,-115.3938,-15.33,
10,27.783,10,9.003329,1.262778,0.1402567,2203.735,119.2912,0,-115.3937,-15.33,
10,27.883,10,9.013247,1.299035,0.1441251,2203.97,119.4262,0,-115.3935,-15.33,
10,27.983,10,8.996983,1.236327,0.1374158,2204.165,119.0062,0,-115.3933,-15.33,
10,28.083,10,8.992242,1.321446,0.146954,2204.357,119.6437,0,-115.3934,-15.33,
10,28.183,10,8.994929,1.24757,0.138697,2204.55,119.6362,0,-115.3934,-15.33,
10,28.283,10,9.001595,1.261784,0.1401734,2204.741,119.485,0,-115.3933,-15.33,
10,28.383,10,9.014382,1.305627,0.1448383,2204.93,119.5337,0,-115.3933,-15.33,
10,28.483,10,8.9974,1.23797,0.137592,2205.123,119.1113,0,-115.3933,-15.33,
10,28.583,10,8.994038,1.323865,0.1471936,2205.363,119.4225,0,-115.3933,-15.33,
10,28.683,10,8.994557,1.25514,0.1395443,2205.554,119.4687,0,-115.3932,-15.33,
10,28.783,10,8.999927,1.262226,0.1402484,2205.748,119.5325,0,-115.3934,-15.33,
10,28.883,10,9.011661,1.31422,0.1458355,2205.945,119.1988,0,-115.3932,-15.33,
10,28.983,10,8.996651,1.240718,0.1379088,2206.137,119.1663,0,-115.3932,-15.33,
10,29.083,10,8.991895,1.319533,0.1467469,2206.327,119.2288,0,-115.3932,-15.33,
10,29.183,10,8.994032,1.257036,0.1397634,2206.52,119.73,0,-115.3932,-15.33,
10,29.283,10,8.998707,1.255653,0.139537,2206.755,119.2387,0,-115.3932,-15.33,
10,29.383,10,9.012974,1.316091,0.1460218,2206.949,119.535,0,-115.3932,-15.33,
10,29.483,10,8.996375,1.237756,0.1375839,2207.14,119.32,0,-115.3932,-15.33,
10,29.583,10,8.991452,1.313824,0.1461192,2207.331,119.3213,0,-115.3933,-15.33,
10,29.683,10,8.994592,1.263248,0.1404453,2207.525,119.8112,0,-115.3933,-15.33,
10,29.783,10,8.998967,1.253734,0.1393197,2207.716,119.1,0,-115.3932,-15.33,
10,29.883,10,9.009444,1.318776,0.1463771,2207.904,119.3363,0,-115.393,-15.33,
10,29.983,10,8.994493,1.242251,0.1381124,2208.146,118.935,0,-115.393,-15.33,
10,30.083,10,8.989316,1.319848,0.1468241,2208.336,119.82,0,-115.393,-15.33,
10,30.183,10,8.99248,1.273072,0.1415707,2208.528,119.7025,0,-115.3929,-15.33,
10,30.283,10,8.996499,1.253665,0.1393504,2208.719,119.065,0,-115.3927,-15.33,
10,30.383,10,9.010614,1.320806,0.1465833,2208.909,119.58,0,-115.3927,-15.33,
10,30.483,10,8.994592,1.240438,0.1379094,2209.101,119.0512,0,-115.3929,-15.33,
10,30.583,10,8.988307,1.314503,0.1462459,2209.343,119.7812,0,-115.3929,-15.33,
10,30.683,10,8.990827,1.27666,0.1419959,2209.534,119.2537,0,-115.3931,-15.33,
10,30.783,10,8.99836,1.249297,0.1388361,2209.72,119.19,0,-115.3933,-15.33,
10,30.883,10,9.010506,1.32569,0.1471272,2209.913,119.4088,0,-115.3933,-15.33,
10,30.983,10,8.998084,1.241263,0.1379475,2210.104,118.8138,0,-115.3934,-15.33,
10,31.083,10,8.990381,1.311177,0.1458422,2210.3,119.7075,0,-115.3934,-15.33,
10,31.183,10,8.993973,1.279879,0.142304,2210.538,119.3825,0,-115.3936,-15.33,
10,31.283,10,8.999298,1.246365,0.1384958,2210.729,119.2675,0,-115.3935,-15.33,
10,31.383,10,9.013033,1.323729,0.1468683,2210.919,119.4413,0,-115.3934,-15.33,
10,31.483,10,8.998205,1.23911,0.1377064,2211.11,119.1225,0,-115.3934,-15.33,
10,31.583,10,8.990908,1.306193,0.1452793,2211.302,119.5863,0,-115.3933,-15.33,
10,31.683,10,8.992967,1.281775,0.1425308,2211.495,119.5638,0,-115.3933,-15.33,
10,31.783,10,8.999196,1.251145,0.1390286,2211.703,119.2262,0,-115.3934,-15.33,
10,31.883,10,9.009949,1.320897,0.1466043,2211.896,119.2125,0,-115.3935,-15.33,
10,31.983,10,8.99857,1.242725,0.1381025,2212.085,119.0963,0,-115.3936,-15.33,
10,32.083,10,8.990332,1.301581,0.1447757,2212.323,119.7313,0,-115.3935,-15.33,
10,32.183,10,8.994412,1.286286,0.1430094,2212.516,119.0888,0,-115.3934,-15.33,
10,32.283,10,8.998605,1.247463,0.1386285,2212.708,119.0725,0,-115.3934,-15.33,
10,32.383,10,9.012679,1.322745,0.1467649,2212.896,119.4225,0,-115.3934,-15.33,
10,32.483,10,8.997672,1.239818,0.1377932,2213.087,119.2387,0,-115.3934,-15.33,
10,32.583,10,8.990136,1.297152,0.1442861,2213.279,119.9263,0,-115.3934,-15.33,
10,32.683,10,8.992468,1.287215,0.1431436,2213.474,119.2237,0,-115.3934,-15.33,
10,32.783,10,8.999189,1.245975,0.1384542,2213.715,119.44,0,-115.3934,-15.33,
10,32.883,10,9.01102,1.322323,0.1467451,2213.907,118.9962,0,-115.3934,-15.33,
10,32.983,10,8.999326,1.236097,0.1373544,2214.1,118.9837,0,-115.3937,-15.33,
10,33.083,10,8.989746,1.295778,0.1441396,2214.292,119.7838,0,-115.3937,-15.33,
10,33.183,10,8.994688,1.291761,0.1436138,2214.487,119.205,0,-115.3938,-15.33,
10,33.283,10,8.999592,1.241763,0.13798,2214.677,119.2925,0,-115.394,-15.33,
10,33.383,10,9.015664,1.325508,0.1470228,2214.865,119.2175,0,-115.3939,-15.33,
10,33.483,10,8.999969,1.244887,0.1383213,2215.107,119.56,0,-115.3937,-15.33,
10,33.583,10,8.991291,1.291576,0.1436474,2215.3,119.6663,0,-115.3937,-15.33,
10,33.683,10,8.994221,1.29884,0.1444083,2215.492,119.35,0,-115.3939,-15.33,
10,33.783,10,8.99879,1.23913,0.1376996,2215.688,119.2738,0,-115.3937,-15.33,
10,33.883,10,9.010351,1.333189,0.1479619,2215.879,119.3312,0,-115.3935,-15.33,
10,33.983,10,8.999291,1.242338,0.1380484,2216.07,119.5187,0,-115.3933,-15.33,
10,34.083,10,8.987418,1.289303,0.1434564,2216.261,119.505,0,-115.3933,-15.33,
10,34.183,10,8.99367,1.302715,0.1448479,2216.501,119.1787,0,-115.3933,-15.33,
10,34.283,10,8.997041,1.23949,0.1377664,2216.69,119.355,0,-115.3933,-15.33,
10,34.383,10,9.01124,1.335676,0.1482233,2216.882,119.215,0,-115.3933,-15.33,
10,34.483,10,8.998054,1.237681,0.1375499,2217.077,119.2887,0,-115.3933,-15.33,
10,34.583,10,8.987185,1.285412,0.1430272,2217.271,119.7038,0,-115.3932,-15.33,
10,34.683,10,8.992511,1.306296,0.1452649,2217.465,119.185,0,-115.3933,-15.33,
10,34.783,10,8.998453,1.239409,0.1377358,2217.657,119.5462,0,-115.3935,-15.33,
10,34.883,10,9.008846,1.335887,0.1482861,2217.892,119.0862,0,-115.3935,-15.33,
10,34.983,10,8.999793,1.249375,0.1388227,2218.081,119.1438,0,-115.3936,-15.33,
10,35.083,10,8.98709,1.283435,0.1428087,2218.275,119.9063,0,-115.3936,-15.33,
10,35.183,10,8.994673,1.315107,0.1462095,2218.469,119.175,0,-115.3936,-15.33,
10,35.283,10,8.997249,1.242851,0.1381368,2218.66,119.3775,0,-115.3938,-15.33,
10,35.383,10,9.01219,1.336861,0.1483392,2218.851,118.9837,0,-115.3937,-15.33,
10,35.483,10,9.001506,1.248392,0.138687,2219.085,119.7762,0,-115.3937,-15.33,
10,35.583,10,8.989344,1.277635,0.1421277,2219.276,119.6813,0,-115.3939,-15.33,
10,35.683,10,8.994951,1.321543,0.1469205,2219.464,119.145,0,-115.394,-15.33,
10,35.783,10,8.999648,1.233914,0.137107,2219.655,119.4762,0,-115.3943,-15.33,
10,35.883,10,9.013215,1.334069,0.1480125,2219.85,119.1263,0,-115.3943,-15.33,
10,35.983,10,9.003837,1.250707,0.1389082,2220.045,119.7887,0,-115.3941,-15.33,
10,36.083,10,8.991301,1.275917,0.1419057,2220.285,119.49,0,-115.3941,-15.33,
10,36.183,10,8.998267,1.324986,0.147249,2220.477,119.1225,0,-115.3943,-15.33,
10,36.283,10,8.998982,1.237022,0.1374625,2220.669,119.4075,0,-115.3943,-15.33,
10,36.383,10,9.015326,1.334263,0.1479995,2220.86,119.425,0,-115.3943,-15.33,
10,36.483,10,9.006004,1.25463,0.1393104,2221.054,119.5475,0,-115.3943,-15.33,
10,36.583,10,8.993313,1.279645,0.1422885,2221.24,119.2612,0,-115.3943,-15.33,
10,36.683,10,8.998258,1.33189,0.1480164,2221.435,119.3237,0,-115.3943,-15.33,
10,36.783,10,9.000645,1.240883,0.1378661,2221.676,119.21,0,-115.3943,-15.33,
10,36.883,10,9.011618,1.338946,0.14858,2221.87,119.4962,0,-115.3942,-15.33,
10,36.983,10,9.004184,1.255851,0.1394741,2222.063,119.695,0,-115.3941,-15.33,
10,37.083,10,8.991591,1.272481,0.141519,2222.259,119.6312,0,-115.3942,-15.33,
10,37.183,10,8.997666,1.334117,0.1482737,2222.45,119.225,0,-115.3942,-15.33,
10,37.283,10,8.999301,1.237399,0.1374994,2222.637,119.38,0,-115.3943,-15.33,
10,37.383,10,9.014856,1.339401,0.1485771,2222.83,119.3087,0,-115.3944,-15.33,
10,37.483,10,9.006577,1.259335,0.139824,2223.022,119.6612,0,-115.3944,-15.33,
10,37.583,10,8.99401,1.277687,0.1420597,2223.264,118.9737,0,-115.3942,-15.33,
10,37.683,10,8.996824,1.337024,0.1486106,2223.458,119.3562,0,-115.3945,-15.33,
10,37.783,10,9.00141,1.242072,0.1379864,2223.651,119.4025,0,-115.3946,-15.33,
10,37.883,10,9.012791,1.331406,0.147724,2223.843,118.9775,0,-115.3948,-15.33,
10,37.983,10,9.008367,1.262567,0.1401549,2224.031,119.8862,0,-115.3948,-15.33,
10,38.083,10,8.996604,1.272481,0.1414401,2224.22,119.12,0,-115.3947,-15.33,
10,38.183,10,8.999341,1.348192,0.14981,2224.464,119.4262,0,-115.3947,-15.33,
10,38.283,10,9.001598,1.243913,0.138188,2224.657,119.2513,0,-115.3949,-15.33,
10,38.383,10,9.016237,1.331445,0.1476719,2224.85,119.6387,0,-115.3949,-15.33,
10,38.483,10,9.013277,1.271257,0.1410427,2225.039,119.7838,0,-115.3949,-15.33,
10,38.583,10,9.000716,1.264645,0.1405049,2225.228,119.2012,0,-115.3951,-15.33,
10,38.683,10,8.999537,1.35202,0.1502322,2225.419,119.2337,0,-115.3949,-15.33,
10,38.783,10,9.002939,1.243917,0.1381678,2225.654,119.1787,0,-115.3948,-15.33,
10,38.883,10,9.013432,1.326457,0.1471644,2225.845,119.7237,0,-115.3949,-15.33,
10,38.983,10,9.010902,1.278904,0.1419286,2226.039,119.6563,0,-115.395,-15.33,
10,39.083,10,8.999778,1.27176,0.1413102,2226.23,119.175,0,-115.3948,-15.33,
10,39.183,10,8.998716,1.34813,0.1498136,2226.421,119.4512,0,-115.3947,-15.33,
10,39.283,10,9.001574,1.24226,0.1380048,2226.613,119.1737,0,-115.3948,-15.33,
10,39.383,10,9.016233,1.321959,0.1466199,2226.806,119.7562,0,-115.395,-15.33,
10,39.483,10,9.012094,1.275491,0.1415311,2227.044,119.3825,0,-115.395,-15.33,
10,39.583,10,8.99988,1.26697,0.1407763,2227.232,119.345,0,-115.3951,-15.33,
10,39.683,10,8.999781,1.352881,0.1503238,2227.425,119.4625,0,-115.3951,-15.33,
10,39.783,10,9.003725,1.24844,0.1386582,2227.616,119.0812,0,-115.395,-15.33,
10,39.883,10,9.012283,1.323654,0.1468722,2227.809,119.4013,0,-115.3947,-15.33,
10,39.983,10,9.009367,1.277807,0.1418309,2228.001,119.4775,0,-115.3945,-15.33,
10,40.083,10,8.997242,1.265661,0.1406721,2228.237,119.2813,0,-115.3946,-15.33,
10,40.183,10,8.99706,1.356028,0.150719,2228.426,119.2875,0,-115.3946,-15.33,
10,40.283,10,8.999911,1.250756,0.1389742,2228.616,119.2113,0,-115.3944,-15.33,
10,40.383,10,9.012122,1.31913,0.1463729,2228.806,119.58,0,-115.3941,-15.33,
10,40.483,10,9.010366,1.282642,0.1423518,2229.001,119.6687,0,-115.3941,-15.33,
10,40.583,10,8.994648,1.266028,0.1407535,2229.195,119.2875,0,-115.394,-15.33,
10,40.683,10,8.995474,1.357418,0.1509001,2229.434,119.0537,0,-115.394,-15.33,
10,40.783,10,8.997972,1.249528,0.1388677,2229.625,119.315,0,-115.3941,-15.33,
10,40.883,10,9.008187,1.314636,0.1459379,2229.819,119.5612,0,-115.3941,-15.33,
10,40.983,10,9.009757,1.284893,0.1426113,2230.004,119.3462,0,-115.3941,-15.33,
10,41.083,10,8.995174,1.261391,0.1402297,2230.196,119.1988,0,-115.3939,-15.33,
10,41.183,10,8.993434,1.359181,0.1511304,2230.389,119.155,0,-115.3938,-15.33,
10,41.283,10,8.993564,1.250018,0.1389903,2230.631,119.2612,0,-115.3936,-15.33,
10,41.383,10,9.006211,1.31373,0.1458693,2230.823,119.9825,0,-115.3936,-15.33,
10,41.483,10,9.008809,1.291397,0.1433483,2231.01,119.56,0,-115.3935,-15.33,
10,41.583,10,8.99122,1.263002,0.1404705,2231.201,119.1575,0,-115.3935,-15.33,
10,41.683,10,8.993081,1.360662,0.151301,2231.397,119.4463,0,-115.3937,-15.33,
10,41.783,10,8.994557,1.251366,0.1391248,2231.587,119.2625,0,-115.3937,-15.33,
10,41.883,10,9.003722,1.311005,0.145607,2231.78,119.6712,0,-115.3936,-15.33,
10,41.983,10,9.006119,1.297902,0.1441133,2232.021,119.0662,0,-115.3935,-15.33,
10,42.083,10,8.991837,1.260741,0.1402096,2232.208,119.1775,0,-115.3936,-15.33,
10,42.183,10,8.992967,1.359262,0.1511473,2232.397,119.2838,0,-115.3937,-15.33,
10,42.283,10,8.99362,1.25171,0.1391776,2232.59,119.0875,0,-115.3938,-15.33,
10,42.383,10,9.005754,1.304949,0.1449017,2232.781,119.8637,0,-115.3938,-15.33,
10,42.483,10,9.008583,1.29884,0.1441781,2233.014,119.16,0,-115.3936,-15.33,
10,42.583,10,8.991199,1.26106,0.1402549,2233.206,119.4463,0,-115.3934,-15.33,
10,42.683,10,8.992038,1.363844,0.1516724,2233.399,119.42,0,-115.3933,-15.33,
10,42.783,10,8.992214,1.252964,0.1393387,2233.594,119.12,0,-115.3933,-15.33,
10,42.883,10,9.001357,1.302176,0.1446644,2233.786,119.8137,0,-115.3933,-15.33,
10,42.983,10,9.006459,1.305618,0.1449646,2233.978,119.285,0,-115.3933,-15.33,
10,43.083,10,8.990858,1.258085,0.1399294,2234.172,119.1675,0,-115.3932,-15.33,
10,43.183,10,8.99044,1.368121,0.1521751,2234.361,119.1462,0,-115.3934,-15.33,
10,43.283,10,8.991546,1.256224,0.1397117,2234.603,119.7188,0,-115.3937,-15.33,
10,43.383,10,9.005038,1.300042,0.1443683,2234.797,119.5775,0,-115.3939,-15.33,
10,43.483,10,9.010386,1.312811,0.1456998,2234.986,119.22,0,-115.3941,-15.33,
10,43.583,10,8.995864,1.259949,0.1400587,2235.179,119.3025,0,-115.394,-15.33,
10,43.683,10,8.994264,1.363153,0.151558,2235.374,119.1362,0,-115.394,-15.33,
10,43.783,10,8.9941,1.25652,0.1397049,2235.567,119.6412,0,-115.394,-15.33,
10,43.883,10,9.003014,1.29495,0.1438352,2235.76,119.6937,0,-115.394,-15.33,
10,43.983,10,9.008011,1.311538,0.1455968,2235.999,119.315,0,-115.3938,-15.33,
10,44.083,10,8.993341,1.254295,0.1394693,2236.19,119.2038,0,-115.3938,-15.33,
10,44.183,10,8.993543,1.366335,0.151924,2236.381,119.3287,0,-115.3941,-15.33,
10,44.283,10,8.993248,1.261482,0.1402699,2236.57,119.4188,0,-115.3941,-15.33,
10,44.383,10,9.003819,1.296203,0.1439615,2236.76,119.5725,0,-115.3938,-15.33,
10,44.483,10,9.010008,1.319955,0.1464988,2236.956,119.0788,0,-115.3939,-15.33,
10,44.583,10,8.994808,1.257211,0.1397708,2237.199,119.3812,0,-115.3941,-15.33,
10,44.683,10,8.994735,1.366757,0.1519508,2237.389,119.1537,0,-115.3942,-15.33,
10,44.783,10,8.994911,1.262359,0.1403414,2237.58,119.8125,0,-115.3942,-15.33,
10,44.883,10,9.005351,1.297256,0.1440539,2237.765,119.7738,0,-115.3942,-15.33,
10,44.983,10,9.010537,1.320442,0.1465442,2237.958,119.3187,0,-115.3941,-15.33,
10,45.083,10,8.994586,1.264304,0.1405628,2238.191,119.2337,0,-115.394,-15.33,
10,45.183,10,8.992167,1.362435,0.1515135,2238.383,119.21,0,-115.3939,-15.33,
10,45.283,10,8.993233,1.264229,0.1405756,2238.575,119.815,0,-115.394,-15.33,
10,45.383,10,9.003558,1.297921,0.1441565,2238.768,119.705,0,-115.3941,-15.33,
10,45.483,10,9.013076,1.32017,0.1464727,2238.958,119.065,0,-115.3941,-15.33,
10,45.583,10,8.996316,1.261365,0.140209,2239.147,119.2387,0,-115.394,-15.33,
10,45.683,10,8.991991,1.35821,0.1510466,2239.389,119.08,0,-115.3939,-15.33,
10,45.783,10,8.992081,1.264885,0.1406666,2239.581,119.8125,0,-115.394,-15.33,
10,45.883,10,9.001493,1.295775,0.1439511,2239.775,119.2075,0,-115.394,-15.33,
10,45.983,10,9.011484,1.331679,0.1477757,2239.966,119.1037,0,-115.3943,-15.33,
10,46.083,10,8.99775,1.259027,0.1399268,2240.152,119.5225,0,-115.3944,-15.33,
10,46.183,10,8.994251,1.359327,0.1511329,2240.344,119.1988,0,-115.3945,-15.33,
10,46.283,10,8.995446,1.269977,0.14118,2240.535,119.8162,0,-115.3946,-15.33,
10,46.383,10,9.003722,1.297246,0.1440788,2240.775,119.025,0,-115.3947,-15.33,
10,46.483,10,9.015698,1.330789,0.1476079,2240.971,119.3512,0,-115.3947,-15.33,
10,46.583,10,9.000093,1.267418,0.1408228,2241.164,119.055,0,-115.3945,-15.33,
10,46.683,10,8.99436,1.355235,0.1506761,2241.354,118.9462,0,-115.3942,-15.33,
10,46.783,10,8.994969,1.273566,0.1415864,2241.54,119.75,0,-115.3942,-15.33,
10,46.883,10,9.001493,1.295976,0.1439735,2241.732,119.3213,0,-115.3942,-15.33,
10,46.983,10,9.012899,1.331246,0.1477046,2241.968,119.4938,0,-115.3942,-15.33,
10,47.083,10,8.995988,1.259738,0.1400333,2242.159,119.1862,0,-115.3942,-15.33,
10,47.183,10,8.993802,1.349796,0.1500807,2242.354,119.1825,0,-115.3945,-15.33,
10,47.283,10,8.996991,1.274829,0.141695,2242.545,119.875,0,-115.3945,-15.33,
10,47.383,10,9.002892,1.294216,0.1437556,2242.735,119.5912,0,-115.3947,-15.33,
10,47.483,10,9.017565,1.338927,0.1484799,2242.925,119.2012,0,-115.3949,-15.33,
10,47.583,10,9.000279,1.260482,0.1400492,2243.12,118.8875,0,-115.3948,-15.33,
10,47.683,10,8.994812,1.35038,0.1501288,2243.362,119.5187,0,-115.3948,-15.33,
10,47.783,10,8.997684,1.282084,0.1424904,2243.552,119.5438,0,-115.395,-15.33,
10,47.883,10,9.003459,1.286591,0.1428996,2243.749,119.1813,0,-115.3949,-15.33,
10,47.983,10,9.0159,1.338427,0.1484518,2243.945,119.2912,0,-115.3947,-15.33,
10,48.083,10,8.997549,1.266194,0.1407265,2244.136,119.0625,0,-115.3945,-15.33,
10,48.183,10,8.994598,1.346156,0.1496627,2244.326,119.365,0,-115.3946,-15.33,
10,48.283,10,8.996626,1.285685,0.1429075,2244.52,119.9088,0,-115.3945,-15.33,
10,48.383,10,9.00162,1.283376,0.1425717,2244.715,119.265,0,-115.3945,-15.33,
10,48.483,10,9.017259,1.342902,0.1489257,2244.954,119.3812,0,-115.3947,-15.33,
10,48.583,10,8.999611,1.262466,0.1402801,2245.143,118.925,0,-115.3946,-15.33,
10,48.683,10,8.994787,1.340362,0.1490154,2245.337,119.2412,0,-115.3946,-15.33,
10,48.783,10,8.995165,1.288595,0.1432541,2245.529,119.6437,0,-115.3943,-15.33,
10,48.883,10,9.000165,1.281587,0.1423959,2245.718,118.9563,0,-115.3943,-15.33,
10,48.983,10,9.01358,1.33981,0.1486435,2245.915,119.45,0,-115.3943,-15.33,
10,49.083,10,8.997499,1.260228,0.1400643,2246.109,119.0687,0,-115.3942,-15.33,
10,49.183,10,8.993809,1.344142,0.1494519,2246.302,119.6737,0,-115.3944,-15.33,
10,49.283,10,8.995137,1.295668,0.1440409,2246.539,119.63,0,-115.3942,-15.33,
10,49.383,10,9.000734,1.277609,0.1419449,2246.729,119.2663,0,-115.3942,-15.33,
10,49.483,10,9.014648,1.348234,0.1495603,2246.922,119.42,0,-115.3941,-15.33,
10,49.583,10,8.995195,1.261569,0.1402493,2247.116,119.255,0,-115.3939,-15.33,
10,49.683,10,8.990951,1.347425,0.1498646,2247.309,119.565,0,-115.394,-15.33,
10,49.783,10,8.993499,1.301899,0.1447601,2247.502,119.3312,0,-115.3939,-15.33,
10,49.883,10,8.99736,1.272575,0.1414387,2247.742,119.285,0,-115.3938,-15.33,
10,49.983,10,9.009363,1.354524,0.1503463,2247.93,119.1875,0,-115.3937,-15.33,
10,50.083,10,8.995861,1.258218,0.1398663,2248.121,118.9563,0,-115.3937,-15.33,
10,50.183,10,8.988047,1.336504,0.1486979,2248.315,119.6025,0,-115.3936,-15.33,
10,50.283,10,8.990808,1.305108,0.1451602,2248.505,119.5963,0,-115.3934,-15.33,
10,50.383,10,8.995985,1.277446,0.1420018,2248.694,119.4175,0,-115.3933,-15.33,
10,50.483,10,9.010159,1.349189,0.1497408,2248.887,119.3812,0,-115.3934,-15.33,
10,50.583,10,8.994644,1.256617,0.1397073,2249.126,119.2787,0,-115.3933,-15.33,
10,50.683,10,8.985399,1.334718,0.148543,2249.316,119.6025,0,-115.3932,-15.33,
10,50.783,10,8.986824,1.311203,0.1459029,2249.505,119.55,0,-115.393,-15.33,
10,50.883,10,8.992208,1.278411,0.1421687,2249.699,119.1263,0,-115.393,-15.33,
10,50.983,10,9.003732,1.351611,0.1501168,2249.89,119.225,0,-115.3928,-15.33,
10,51.083,10,8.991276,1.267769,0.1409999,2250.083,119.0575,0,-115.3926,-15.33,
10,51.183,10,8.982115,1.327665,0.147812,2250.324,119.8512,0,-115.3926,-15.33,
10,51.283,10,8.984969,1.313766,0.1462182,2250.516,119.2712,0,-115.3928,-15.33,
10,51.383,10,8.99179,1.273013,0.1415751,2250.711,119.1362,0,-115.3929,-15.33,
10,51.483,10,9.005905,1.355602,0.1505237,2250.9,119.4525,0,-115.3931,-15.33,
10,51.583,10,8.992666,1.261914,0.140327,2251.091,119.1137,0,-115.3932,-15.33,
10,51.683,10,8.984576,1.325512,0.1475319,2251.282,119.7875,0,-115.3932,-15.33,
