Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius,,Lubricant
Rotary_3N_4tests-REVERSE_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,,Vaseline
Step, Timestamp, RecipeStep, DAQ.COF (),DAQ.Fx (N),DAQ.Fz (N),Rotary.Velocity (rpm),Rotary.Position (rev),XYZ.Y Position (mm),XYZ.Z Position (mm),XYZ.X Position (mm),RTC.Temperature (°C),
4,130.966,4,0.2010078,0.6006451,2.988168,477.7263,2987.03,-9.33,-116.3817,0,25.5,
4,131.066,4,0.203063,0.6070361,2.989398,477.695,2987.79,-9.33,-116.3816,0,25.5,
4,131.166,4,0.204141,0.6103225,2.98971,477.2,2988.746,-9.33,-116.3817,0,25.5,
4,131.266,4,0.205431,0.6137453,2.987599,477.2037,2989.526,-9.33,-116.3819,0,25.5,
4,131.366,4,0.2048362,0.6124041,2.989726,477.79,2990.296,-9.33,-116.382,0,25.5,
4,131.466,4,0.2062053,0.6168044,2.991215,477.7112,2991.076,-9.33,-116.3821,0,25.5,
4,131.566,4,0.2118362,0.633821,2.992033,477.1862,2991.852,-9.33,-116.3822,0,25.5,
4,131.666,4,0.2072052,0.6202272,2.993299,476.8587,2992.616,-9.33,-116.3823,0,25.5,
4,131.766,4,0.2109373,0.6309339,2.991097,477.5837,2993.375,-9.33,-116.3823,0,25.5,
4,131.866,4,0.2114757,0.6329149,2.99285,477.5063,2994.334,-9.33,-116.3823,0,25.5,
4,131.966,4,0.2117349,0.6338696,2.993695,477.2438,2995.09,-9.33,-116.3823,0,25.5,
4,132.066,4,0.2129572,0.6377438,2.994704,477.3912,2995.874,-9.33,-116.3822,0,25.5,
4,132.166,4,0.2092645,0.626787,2.995191,477.485,2996.656,-9.33,-116.382,0,25.5,
4,132.266,4,0.2123234,0.6351654,2.9915,477.6212,2997.436,-9.33,-116.3821,0,25.5,
4,132.366,4,0.2139026,0.6404619,2.994175,476.8687,2998.206,-9.33,-116.3821,0,25.5,
4,132.466,4,0.2136053,0.6402476,2.997339,477.6,2998.985,-9.33,-116.3824,0,25.5,
4,132.566,4,0.2133616,0.640004,2.999621,477.7087,2999.759,-9.33,-116.3826,0,25.5,
4,132.666,4,0.2106221,0.6315153,2.998333,477.0587,3000.535,-9.33,-116.3827,0,25.5,
4,132.766,4,0.2080334,0.6230849,2.995119,477.8313,3001.326,-9.33,-116.3823,0,25.5,
4,132.866,4,0.2036802,0.6099393,2.994593,477.72,3002.289,-9.33,-116.3823,0,25.5,
4,132.966,4,0.207225,0.6206591,2.995098,477.7237,3003.063,-9.33,-116.3825,0,25.5,
4,133.066,4,0.20634,0.6180059,2.995085,477.0713,3003.82,-9.33,-116.3827,0,25.5,
4,133.166,4,0.2065252,0.6186002,2.995277,477.09,3004.604,-9.33,-116.3825,0,25.5,
4,133.266,4,0.2083108,0.6231824,2.991599,477.555,3005.385,-9.33,-116.3823,0,25.5,
4,133.366,4,0.2103867,0.629661,2.992875,477.5388,3006.157,-9.33,-116.3822,0,25.5,
4,133.466,4,0.212961,0.6380296,2.995992,477.4375,3006.931,-9.33,-116.3824,0,25.5,
4,133.566,4,0.2128799,0.637929,2.996661,477.6112,3007.699,-9.33,-116.3822,0,25.5,
4,133.666,4,0.2116958,0.6339021,2.994401,477.715,3008.479,-9.33,-116.3821,0,25.5,
4,133.766,4,0.2106469,0.6302552,2.991998,477.18,3009.27,-9.33,-116.3819,0,25.5,
4,133.866,4,0.2121691,0.6349056,2.99245,477.5563,3010.219,-9.33,-116.3819,0,25.5,
4,133.966,4,0.2146022,0.6424104,2.993494,477.8087,3010.986,-9.33,-116.3818,0,25.5,
4,134.066,4,0.2145293,0.6420759,2.992952,477.5625,3011.76,-9.33,-116.3818,0,25.5,
4,134.166,4,0.218421,0.6536303,2.992525,477.345,3012.549,-9.33,-116.3819,0,25.5,
4,134.266,4,0.2190632,0.655293,2.991342,477.4788,3013.312,-9.33,-116.382,0,25.5,
4,134.366,4,0.213461,0.6392084,2.994497,477.6725,3014.11,-9.33,-116.3822,0,25.5,
4,134.466,4,0.2195743,0.6583325,2.998222,477.1363,3014.886,-9.33,-116.3822,0,25.5,
4,134.566,4,0.2180883,0.653981,2.998698,477.2963,3015.661,-9.33,-116.3824,0,25.6,
4,134.666,4,0.2167581,0.6498178,2.997894,477.72,3016.464,-9.33,-116.3826,0,25.6,
4,134.766,4,0.2216383,0.6644377,2.997847,477.635,3017.24,-9.33,-116.3825,0,25.6,
4,134.866,4,0.2200688,0.6598653,2.998451,476.9188,3018.014,-9.33,-116.3823,0,25.6,
4,134.966,4,0.2209972,0.6629244,2.999695,477.6512,3018.962,-9.33,-116.3822,0,25.6,
4,135.066,4,0.2178815,0.6536011,2.999801,477.6662,3019.746,-9.33,-116.3822,0,25.6,
4,135.166,4,0.2090078,0.6266181,2.998061,477.7613,3020.519,-9.33,-116.3822,0,25.6,
4,135.266,4,0.2130474,0.6382991,2.996042,477.48,3021.289,-9.33,-116.3822,0,25.6,
4,135.366,4,0.2133256,0.6394422,2.997494,477.4362,3022.074,-9.33,-116.3821,0,25.6,
4,135.466,4,0.2172629,0.6515032,2.998686,477.8812,3022.861,-9.33,-116.382,0,25.6,
4,135.566,4,0.2166422,0.6495742,2.998373,477.4762,3023.641,-9.33,-116.3818,0,25.6,
4,135.666,4,0.2185713,0.6545233,2.994553,477.3838,3024.423,-9.33,-116.3818,0,25.5,
4,135.766,4,0.218049,0.6532341,2.995813,477.5087,3025.187,-9.33,-116.3816,0,25.5,
4,135.866,4,0.2158474,0.6466905,2.996054,477.515,3026.154,-9.33,-116.3816,0,25.5,
4,135.966,4,0.2168643,0.6500776,2.997624,477.2475,3026.913,-9.33,-116.3816,0,25.5,
4,136.066,4,0.2166354,0.6494638,2.997958,477.5475,3027.676,-9.33,-116.3814,0,25.5,
4,136.166,4,0.2126738,0.6370164,2.995274,477.5875,3028.44,-9.33,-116.3812,0,25.5,
4,136.266,4,0.2063432,0.6181943,2.995952,477.6575,3029.232,-9.33,-116.3811,0,25.5,
4,136.366,4,0.2058024,0.6167946,2.997024,477.3637,3029.999,-9.33,-116.3811,0,25.5,
4,136.466,4,0.2029416,0.6081434,2.996643,477.4375,3030.769,-9.33,-116.3813,0,25.5,
4,136.566,4,0.2019683,0.6048766,2.994909,477.535,3031.537,-9.33,-116.3813,0,25.5,
4,136.666,4,0.2034699,0.6083123,2.989692,477.3513,3032.496,-9.33,-116.3811,0,25.5,
4,136.766,4,0.2078684,0.6215911,2.990311,477.0713,3033.254,-9.33,-116.3811,0,25.5,
4,136.866,4,0.2106671,0.6299922,2.990463,477.7625,3034.019,-9.33,-116.3811,0,25.5,
4,136.966,4,0.2116703,0.6329051,2.990051,477.3712,3034.776,-9.33,-116.381,0,25.5,
4,137.066,4,0.2116001,0.6325739,2.989478,476.9875,3035.551,-9.33,-116.3811,0,25.5,
4,137.166,4,0.2144861,0.6405594,2.986484,477.9113,3036.501,-9.33,-116.3813,0,25.5,
4,137.266,4,0.2141393,0.6404424,2.990776,477.415,3037.266,-9.33,-116.3814,0,25.5,
4,137.366,4,0.2145506,0.6419882,2.992246,477.5988,3038.042,-9.33,-116.3816,0,25.5,
4,137.466,4,0.2156663,0.6459176,2.994986,477.3288,3038.806,-9.33,-116.3816,0,25.5,
4,137.566,4,0.2098606,0.6284594,2.994652,477.445,3039.581,-9.33,-116.3813,0,25.5,
4,137.666,4,0.2137501,0.6395169,2.99189,477.8313,3040.339,-9.33,-116.3812,0,25.5,
4,137.766,4,0.2095869,0.6278813,2.995804,477.3,3041.122,-9.33,-116.3814,0,25.5,
4,137.866,4,0.2064602,0.6189444,2.997887,477.2712,3041.895,-9.33,-116.3814,0,25.5,
4,137.966,4,0.206761,0.6199121,2.998206,477.785,3042.851,-9.33,-116.3814,0,25.5,
4,138.066,4,0.2012186,0.603425,2.998853,477.3875,3043.62,-9.33,-116.3813,0,25.5,
4,138.166,4,0.2000152,0.5991481,2.995512,477.0975,3044.392,-9.33,-116.3811,0,25.5,
4,138.266,4,0.1958322,0.5871521,2.99824,477.445,3045.167,-9.33,-116.3811,0,25.5,
4,138.366,4,0.1925592,0.5774877,2.999014,477.5888,3045.951,-9.33,-116.3812,0,25.5,
4,138.466,4,0.1932088,0.5794167,2.998915,477.515,3046.731,-9.33,-116.3813,0,25.5,
4,138.566,4,0.1923694,0.5762796,2.995692,477.545,3047.512,-9.33,-116.3817,0,25.5,
4,138.666,4,0.1957676,0.5858401,2.992528,477.6688,3048.287,-9.33,-116.3817,0,25.5,
4,138.766,4,0.1959366,0.5866649,2.994156,477.6125,3049.051,-9.33,-116.3816,0,25.5,
4,138.866,4,0.1993686,0.5971574,2.995243,477.3925,3050.042,-9.33,-116.3815,0,25.5,
4,138.966,4,0.1953191,0.5848984,2.994578,477.2937,3050.818,-9.33,-116.3815,0,25.5,
4,139.066,4,0.1844956,0.5523006,2.993571,477.715,3051.589,-9.33,-116.3814,0,25.5,
4,139.166,4,0.1771004,0.5300069,2.992692,477.5638,3052.362,-9.33,-116.3815,0,25.5,
4,139.266,4,0.1789366,0.5358784,2.994794,477.055,3053.154,-9.33,-116.3817,0,25.5,
4,139.366,4,0.1904418,0.5703109,2.994673,477.3662,3053.936,-9.33,-116.382,0,25.5,
4,139.466,4,0.1939091,0.5803487,2.99289,477.515,3054.721,-9.33,-116.382,0,25.5,
4,139.566,4,0.1989737,0.5949946,2.990317,477.445,3055.503,-9.33,-116.382,0,25.5,
4,139.666,4,0.204158,0.6099263,2.987521,477.5763,3056.267,-9.33,-116.382,0,25.5,
4,139.766,4,0.2055719,0.6146578,2.989989,477.65,3057.045,-9.33,-116.3819,0,25.5,
4,139.866,4,0.209251,0.6257316,2.990339,477.6938,3057.825,-9.33,-116.382,0,25.5,
4,139.966,4,0.2082611,0.6229582,2.991237,477.2887,3058.605,-9.33,-116.3822,0,25.5,
4,140.066,4,0.2108254,0.6304793,2.990528,477.3888,3059.579,-9.33,-116.3823,0,25.5,
4,140.166,4,0.2091555,0.6254458,2.990339,477.6425,3060.356,-9.33,-116.3823,0,25.5,
4,140.266,4,0.2039535,0.6100594,2.991169,477.5412,3061.135,-9.33,-116.3821,0,25.5,
4,140.366,4,0.2068489,0.6190094,2.992568,477.3225,3061.919,-9.33,-116.382,0,25.5,
4,140.466,4,0.2071601,0.6195679,2.990769,477.5787,3062.706,-9.33,-116.3819,0,25.5,
4,140.566,4,0.2072761,0.6192984,2.987794,477.585,3063.478,-9.33,-116.3818,0,25.5,
4,140.666,4,0.2069562,0.6181521,2.986874,477.6413,3064.247,-9.33,-116.3814,0,25.5,
4,140.766,4,0.2057552,0.6145344,2.986726,477.2487,3065.029,-9.33,-116.3813,0,25.5,
4,140.866,4,0.2086385,0.6229258,2.98567,477.5625,3065.806,-9.33,-116.3812,0,25.5,
4,140.966,4,0.2054795,0.6134595,2.985503,477.5825,3066.585,-9.33,-116.3812,0,25.5,
4,141.066,4,0.2106186,0.6282938,2.983088,477.2412,3067.366,-9.33,-116.3812,0,25.5,
4,141.166,4,0.2074366,0.6190354,2.984215,477.4025,3068.333,-9.33,-116.3812,0,25.5,
4,141.266,4,0.2071745,0.618808,2.986893,477.6725,3069.098,-9.33,-116.3812,0,25.5,
4,141.366,4,0.2082629,0.6221009,2.987094,477.5412,3069.881,-9.33,-116.3812,0,25.5,
4,141.466,4,0.2071101,0.6187171,2.987382,477.1088,3070.656,-9.33,-116.3813,0,25.5,
4,141.566,4,0.2071795,0.6181456,2.983624,477.5037,3071.444,-9.33,-116.3813,0,25.5,
4,141.666,4,0.207617,0.620133,2.986908,477.5812,3072.216,-9.33,-116.3814,0,25.5,
4,141.766,4,0.2095076,0.6260401,2.98815,477.6325,3073,-9.33,-116.3815,0,25.5,
4,141.866,4,0.2098949,0.6273033,2.988655,477.5438,3073.775,-9.33,-116.3812,0,25.5,
4,141.966,4,0.2097175,0.6265012,2.987357,477.6337,3074.547,-9.33,-116.3812,0,25.5,
4,142.066,4,0.2100101,0.6268909,2.985051,477.585,3075.33,-9.33,-116.3813,0,25.5,
4,142.166,4,0.2088777,0.6239,2.986915,477.2925,3076.112,-9.33,-116.3813,0,25.5,
4,142.266,4,0.2111399,0.6312457,2.989704,477.53,3077.076,-9.33,-116.3814,0,25.5,
4,142.366,4,0.2119663,0.6338242,2.990212,477.6762,3077.857,-9.33,-116.3816,0,25.6,
4,142.466,4,0.209965,0.6278262,2.990147,477.3525,3078.625,-9.33,-116.3816,0,25.6,
4,142.566,4,0.2127186,0.6354868,2.987453,477.0388,3079.406,-9.33,-116.3816,0,25.6,
4,142.666,4,0.2099263,0.6276086,2.989661,477.4463,3080.181,-9.33,-116.3815,0,25.6,
4,142.766,4,0.2082135,0.6228024,2.991172,477.4962,3080.961,-9.33,-116.3814,0,25.6,
4,142.866,4,0.208714,0.6241403,2.99041,477.5713,3081.754,-9.33,-116.3816,0,25.6,
4,142.966,4,0.2076454,0.6208767,2.990082,477.5975,3082.527,-9.33,-116.3817,0,25.6,
4,143.066,4,0.207236,0.6193601,2.98867,477.5025,3083.294,-9.33,-116.3819,0,25.6,
4,143.166,4,0.2081075,0.6225361,2.991416,477.48,3084.247,-9.33,-116.382,0,25.6,
4,143.266,4,0.2083019,0.6236435,2.99394,477.3425,3085.016,-9.33,-116.382,0,25.6,
4,143.366,4,0.2054218,0.6150995,2.994324,477.3037,3085.79,-9.33,-116.3822,0,25.6,
4,143.466,4,0.2014878,0.6034282,2.994862,477.7675,3086.563,-9.33,-116.3823,0,25.5,
4,143.566,4,0.1970076,0.5892207,2.990853,477.6162,3087.336,-9.33,-116.3822,0,25.5,
4,143.666,4,0.1924653,0.5753964,2.989611,477.1475,3088.096,-9.33,-116.3822,0,25.5,
4,143.766,4,0.198354,0.5934651,2.991949,477.835,3088.885,-9.33,-116.3823,0,25.5,
4,143.866,4,0.201795,0.6033762,2.990045,477.5975,3089.655,-9.33,-116.3824,0,25.5,
4,143.966,4,0.2018832,0.6035873,2.989785,477.28,3090.435,-9.33,-116.3825,0,25.5,
4,144.066,4,0.2048017,0.6120631,2.988565,477.3912,3091.416,-9.33,-116.3826,0,25.5,
4,144.166,4,0.2044557,0.6115533,2.991128,477.5137,3092.19,-9.33,-116.3827,0,25.5,
4,144.266,4,0.2117715,0.6338372,2.993023,477.7,3092.958,-9.33,-116.3827,0,25.5,
4,144.366,4,0.2118139,0.6342204,2.994234,477.21,3093.739,-9.33,-116.3829,0,25.5,
4,144.466,4,0.2132142,0.6387993,2.996045,477.1487,3094.511,-9.33,-116.3829,0,25.6,
4,144.566,4,0.2123382,0.636224,2.996277,477.7237,3095.284,-9.33,-116.383,0,25.6,
4,144.666,4,0.2090911,0.6267188,2.997349,477.4637,3096.041,-9.33,-116.3829,0,25.6,
4,144.766,4,0.2077439,0.6228868,2.998339,477.2975,3096.874,-9.33,-116.3829,0,25.6,
4,144.866,4,0.2015215,0.6034542,2.994491,477.6462,3097.631,-9.33,-116.3829,0,25.6,
4,144.966,4,0.1977283,0.5921109,2.994568,477.6938,3098.396,-9.33,-116.3827,0,25.6,
4,145.066,4,0.1969223,0.5892369,2.992231,477.1013,3099.352,-9.33,-116.3825,0,25.6,
4,145.166,4,0.1964213,0.5879964,2.993546,477.1975,3100.135,-9.33,-116.3825,0,25.6,
4,145.266,4,0.2003861,0.6001872,2.995153,477.7325,3100.926,-9.33,-116.3828,0,25.6,
4,145.366,4,0.1866299,0.5596723,2.998835,477.5512,3101.7,-9.33,-116.3827,0,25.6,
4,145.466,4,0.199269,0.5956701,2.989277,477.3737,3102.491,-9.33,-116.3827,0,25.6,
4,145.566,4,0.1976496,0.591666,2.993509,477.1225,3103.272,-9.33,-116.3828,0,25.5,
4,145.666,4,0.1985842,0.5948063,2.995234,477.82,3104.054,-9.33,-116.3829,0,25.5,
4,145.766,4,0.2017518,0.6046005,2.996754,477.6288,3104.826,-9.33,-116.383,0,25.5,
4,145.866,4,0.2002014,0.5993786,2.993878,477.1062,3105.606,-9.33,-116.3829,0,25.5,
4,145.966,4,0.2037228,0.6094425,2.991528,477.7625,3106.385,-9.33,-116.383,0,25.5,
4,146.066,4,0.203047,0.6082084,2.995407,477.53,3107.156,-9.33,-116.3834,0,25.5,
4,146.166,4,0.2038498,0.611313,2.998841,477.335,3108.105,-9.33,-116.3835,0,25.5,
4,146.266,4,0.2023974,0.6067438,2.997785,477.395,3108.905,-9.33,-116.3835,0,25.5,
4,146.366,4,0.2013604,0.6033697,2.996466,477.5888,3109.679,-9.33,-116.3838,0,25.5,
4,146.466,4,0.205481,0.6153657,2.994757,477.6512,3110.442,-9.33,-116.3839,0,25.5,
4,146.566,4,0.2027462,0.6076986,2.997336,477.3725,3111.21,-9.33,-116.3839,0,25.5,
4,146.666,4,0.2043685,0.6129692,2.999333,477.0187,3111.992,-9.33,-116.3841,0,25.5,
4,146.766,4,0.2045634,0.6136316,2.999714,477.6525,3112.76,-9.33,-116.3841,0,25.6,
4,146.866,4,0.204264,0.6125957,2.999039,477.2438,3113.534,-9.33,-116.3842,0,25.6,
4,146.966,4,0.2025356,0.6071075,2.997534,477.1938,3114.313,-9.33,-116.3841,0,25.6,
4,147.066,4,0.2014362,0.6042011,2.999466,477.625,3115.28,-9.33,-116.3839,0,25.6,
4,147.166,4,0.2040933,0.6123359,3.000274,477.715,3116.07,-9.33,-116.3839,0,25.6,
4,147.266,4,0.2046979,0.6140733,2.9999,477.3062,3116.835,-9.33,-116.3841,0,25.6,
4,147.366,4,0.2031942,0.6097087,3.000621,476.9775,3117.6,-9.33,-116.3844,0,25.6,
4,147.466,4,0.2070014,0.6209643,2.999807,477.3175,3118.354,-9.33,-116.3848,0,25.6,
4,147.566,4,0.2068572,0.6211657,3.002872,477.645,3119.134,-9.33,-116.3848,0,25.6,
4,147.666,4,0.2104071,0.6320705,3.004036,477.1762,3119.906,-9.33,-116.3848,0,25.6,
4,147.766,4,0.2093577,0.6287387,3.003179,477.2838,3120.674,-9.33,-116.3848,0,25.6,
4,147.866,4,0.2091817,0.627982,3.002089,477.6062,3121.648,-9.33,-116.3847,0,25.5,
4,147.966,4,0.2126147,0.6380329,3.000887,477.6462,3122.42,-9.33,-116.3846,0,25.5,
4,148.066,4,0.2082465,0.6253614,3.002987,477.0013,3123.185,-9.33,-116.3846,0,25.5,
4,148.166,4,0.2096211,0.6300929,3.005866,477.655,3123.945,-9.33,-116.3846,0,25.5,
4,148.266,4,0.2057147,0.6181586,3.004931,477.475,3124.717,-9.33,-116.3844,0,25.5,
4,148.366,4,0.2073496,0.6220652,3.000079,477.3438,3125.484,-9.33,-116.3844,0,25.5,
4,148.466,4,0.2110768,0.6332688,3.000181,477.4263,3126.241,-9.33,-116.3845,0,25.5,
4,148.566,4,0.2056304,0.6170902,3.000968,477.2875,3127.225,-9.33,-116.3844,0,25.5,
4,148.666,4,0.2105511,0.6323239,3.003185,477.6437,3127.985,-9.33,-116.3842,0,25.5,
4,148.766,4,0.20813,0.6248223,3.002076,477.0837,3128.764,-9.33,-116.3839,0,25.5,
4,148.866,4,0.2111471,0.6334215,2.999906,477.2638,3129.563,-9.33,-116.384,0,25.5,
4,148.966,4,0.208845,0.626761,3.001082,477.85,3130.354,-9.33,-116.384,0,25.6,
4,149.066,4,0.2100684,0.6307814,3.002742,477.3412,3131.119,-9.33,-116.384,0,25.6,
4,149.166,4,0.2123358,0.6379387,3.004386,477.2313,3131.89,-9.33,-116.3841,0,25.6,
4,149.266,4,0.2092524,0.6286965,3.004488,477.385,3132.682,-9.33,-116.384,0,25.6,
4,149.366,4,0.209468,0.6289952,3.002822,477.615,3133.459,-9.33,-116.384,0,25.6,
4,149.466,4,0.2145899,0.6438133,3.000203,477.155,3134.245,-9.33,-116.384,0,25.6,
4,149.566,4,0.2129058,0.6387311,3.000064,477.415,3135.002,-9.33,-116.3837,0,25.6,
4,149.666,4,0.2173724,0.6523573,3.001104,477.6625,3135.802,-9.33,-116.3837,0,25.6,
4,149.766,4,0.2156921,0.6471776,3.000469,477.5325,3136.772,-9.33,-116.3838,0,25.6,
4,149.866,4,0.2177758,0.6530425,2.998692,477.45,3137.54,-9.33,-116.3839,0,25.6,
4,149.966,4,0.2157512,0.6474244,3.000792,477.325,3138.316,-9.33,-116.3844,0,25.6,
4,150.066,4,0.2159462,0.6483337,3.002293,477.5475,3139.096,-9.33,-116.3842,0,25.6,
4,150.166,4,0.2156555,0.6477102,3.003448,477.5938,3139.871,-9.33,-116.3841,0,25.6,
4,150.266,4,0.2122322,0.6375263,3.003909,477.0025,3140.636,-9.33,-116.3842,0,25.6,
4,150.366,4,0.2153434,0.6462326,3.00094,477.8275,3141.391,-9.33,-116.3844,0,25.6,
4,150.466,4,0.2151034,0.645778,3.002175,477.4187,3142.167,-9.33,-116.3842,0,25.6,
4,150.566,4,0.2163522,0.6494735,3.001928,477.0537,3143.141,-9.33,-116.3839,0,25.6,
4,150.666,4,0.2152728,0.6465606,3.003448,477.4913,3143.914,-9.33,-116.3839,0,25.6,
4,150.766,4,0.2136337,0.6415271,3.002931,477.45,3144.699,-9.33,-116.384,0,25.6,
4,150.866,4,0.2141046,0.6421896,2.99942,477.7663,3145.47,-9.33,-116.384,0,25.6,
4,150.966,4,0.2107259,0.6327915,3.002912,477.3563,3146.245,-9.33,-116.3841,0,25.6,
4,151.066,4,0.2099763,0.6305865,3.003132,476.9562,3147.018,-9.33,-116.3841,0,25.6,
4,151.166,4,0.2107389,0.6332721,3.005008,477.795,3147.779,-9.33,-116.3841,0,25.6,
4,151.266,4,0.2113197,0.6348049,3.004002,477.4175,3148.555,-9.33,-116.3842,0,25.6,
4,151.366,4,0.2103918,0.6313204,3.000689,477.525,3149.349,-9.33,-116.3844,0,25.6,
4,151.466,4,0.2093039,0.6286315,3.003439,477.7863,3150.129,-9.33,-116.3844,0,25.6,
4,151.566,4,0.2105407,0.632457,3.003965,477.6237,3151.096,-9.33,-116.3844,0,25.6,
4,151.666,4,0.2107355,0.6335189,3.006228,477.3125,3151.864,-9.33,-116.3846,0,25.6,
4,151.766,4,0.2102214,0.6318173,3.005485,477.1363,3152.636,-9.33,-116.3846,0,25.6,
4,151.866,4,0.2119431,0.6363962,3.002674,477.5113,3153.404,-9.33,-116.3844,0,25.6,
4,151.966,4,0.2095953,0.629885,3.005244,477.5925,3154.179,-9.33,-116.3844,0,25.6,
4,152.066,4,0.2081089,0.625777,3.006968,477.3675,3154.951,-9.33,-116.3842,0,25.6,
4,152.166,4,0.2086651,0.6270857,3.005225,476.9975,3155.732,-9.33,-116.3841,0,25.6,
4,152.266,4,0.205025,0.6158334,3.003699,477.6512,3156.5,-9.33,-116.3839,0,25.5,
4,152.366,4,0.2084461,0.6253451,3.000033,477.48,3157.466,-9.33,-116.3839,0,25.5,
4,152.466,4,0.2092239,0.6276476,2.999884,477.0862,3158.238,-9.33,-116.3838,0,25.5,
4,152.566,4,0.2097422,0.6295083,3.001343,477.4275,3158.985,-9.33,-116.3838,0,25.5,
4,152.666,4,0.2119208,0.6359675,3.000968,477.5037,3159.765,-9.33,-116.3839,0,25.5,
4,152.766,4,0.2090294,0.6271279,3.000191,477.645,3160.537,-9.33,-116.3838,0,25.5,
4,152.866,4,0.212523,0.6373898,2.999157,477.3525,3161.31,-9.33,-116.3838,0,25.5,
4,152.966,4,0.2081413,0.6245885,3.000792,477.59,3162.081,-9.33,-116.3839,0,25.5,
4,153.066,4,0.2108596,0.6330383,3.002178,477.7687,3162.857,-9.33,-116.3837,0,25.5,
4,153.166,4,0.2076658,0.6231694,3.000829,477.1912,3163.649,-9.33,-116.3837,0,25.5,
4,153.266,4,0.2112873,0.6337268,2.999361,477.3087,3164.596,-9.33,-116.3838,0,25.5,
4,153.366,4,0.214183,0.64192,2.997064,477.7437,3165.38,-9.33,-116.3838,0,25.5,
4,153.466,4,0.2105203,0.6312652,2.998596,477.6475,3166.162,-9.33,-116.3838,0,25.6,
4,153.566,4,0.2110606,0.6331065,2.999643,477.1187,3166.944,-9.33,-116.3839,0,25.6,
4,153.666,4,0.2084697,0.6256406,3.00111,477.5713,3167.709,-9.33,-116.3839,0,25.6,
4,153.766,4,0.2124833,0.6370781,2.99825,477.5438,3168.479,-9.33,-116.3841,0,25.6,
4,153.866,4,0.2137831,0.6410725,2.998705,477.0625,3169.251,-9.33,-116.3841,0,25.6,
4,153.966,4,0.215654,0.6475413,3.002686,477.5737,3170.048,-9.33,-116.3839,0,25.6,
4,154.066,4,0.2173229,0.6528444,3.00403,477.61,3170.812,-9.33,-116.3839,0,25.6,
4,154.166,4,0.2173537,0.6529288,3.003993,477.6837,3171.771,-9.33,-116.3838,0,25.6,
4,154.266,4,0.2196888,0.6599368,3.003962,477.2925,3172.53,-9.33,-116.3836,0,25.6,
4,154.366,4,0.2167834,0.6509447,3.002742,477.4413,3173.318,-9.33,-116.3835,0,25.6,
4,154.466,4,0.2115792,0.635266,3.002497,477.7737,3174.074,-9.33,-116.3833,0,25.6,
4,154.566,4,0.2133702,0.6404002,3.001358,477.3062,3174.835,-9.33,-116.3833,0,25.6,
4,154.666,4,0.2097771,0.6294564,3.000596,477.2937,3175.601,-9.33,-116.3835,0,25.6,
4,154.766,4,0.2163654,0.6486942,2.998141,477.925,3176.55,-9.33,-116.3834,0,25.6,
4,154.866,4,0.2135611,0.640043,2.997002,477.6162,3177.328,-9.33,-116.3833,0,25.6,
4,154.966,4,0.2151502,0.6454337,2.999921,477.3075,3178.1,-9.33,-116.3834,0,25.6,
4,155.066,4,0.2180579,0.6543545,3.000829,477.35,3178.895,-9.33,-116.3833,0,25.6,
4,155.166,4,0.2184797,0.6553774,2.999717,477.6413,3179.661,-9.33,-116.3832,0,25.6,
4,155.266,4,0.218907,0.6558418,2.995983,477.7213,3180.427,-9.33,-116.383,0,25.6,
4,155.366,4,0.2173768,0.651461,2.996921,477.0912,3181.188,-9.33,-116.3831,0,25.6,
4,155.466,4,0.2175167,0.6521202,2.998024,477.4775,3181.958,-9.33,-116.3832,0,25.6,
4,155.566,4,0.2150095,0.644531,2.997686,477.8712,3182.907,-9.33,-116.3832,0,25.6,
4,155.666,4,0.2148486,0.644177,2.998284,477.5737,3183.691,-9.33,-116.3833,0,25.6,
4,155.766,4,0.2198988,0.6583066,2.99368,476.9112,3184.451,-9.33,-116.3834,0,25.6,
4,155.866,4,0.2188656,0.6562315,2.99833,477.6062,3185.224,-9.33,-116.3836,0,25.6,
4,155.966,4,0.220712,0.6620736,2.999717,477.6375,3185.982,-9.33,-116.3835,0,25.6,
4,156.066,4,0.2222565,0.6669675,3.00089,477.11,3186.764,-9.33,-116.3836,0,25.6,
4,156.166,4,0.2182751,0.6551306,3.001398,477.3775,3187.546,-9.33,-116.3837,0,25.6,
4,156.266,4,0.2194774,0.6578746,2.99746,477.3938,3188.326,-9.33,-116.3837,0,25.6,
4,156.366,4,0.2186496,0.6554781,2.997847,477.6162,3189.107,-9.33,-116.3834,0,25.6,
4,156.466,4,0.2195733,0.6586443,2.999655,477.1675,3190.075,-9.33,-116.3834,0,25.6,
4,156.566,4,0.2109561,0.633363,3.002346,477.3888,3190.847,-9.33,-116.3836,0,25.6,
4,156.666,4,0.214634,0.6444368,3.002491,477.7237,3191.613,-9.33,-116.3837,0,25.6,
4,156.766,4,0.2224822,0.6671006,2.998445,477.3587,3192.369,-9.33,-116.3837,0,25.6,
4,156.866,4,0.2199602,0.6601738,3.001333,477.43,3193.139,-9.33,-116.3835,0,25.5,
4,156.966,4,0.2208173,0.6635674,3.005052,477.81,3193.92,-9.33,-116.3834,0,25.5,
4,157.066,4,0.219622,0.6598394,3.004432,477.5763,3194.676,-9.33,-116.3834,0,25.5,
