Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius
Rotary_9N_4tests-REVERSE_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Position (rev),Rotary.Velocity (rpm),XYZ.X Position (mm),XYZ.Z Position (mm),XYZ.Y Position (mm),,DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step)
7,155.362,7,8.998441,1.431868,0.16125440248573086,2050.232,238.5538,0,-115.3938,-12.33,,0.16125440248573072,0.16125440248573072,0.16125440248573072
7,155.462,7,8.993069,1.473559,0.16126082048508486,2050.614,238.805,0,-115.3939,-12.33,,0.16126082048508475,0.16126082048508475,0.16126082048508475
7,155.562,7,9.002803,1.48939,0.16126714733148828,2050.986,238.8238,0,-115.3941,-12.33,,0.16126714733148817,0.16126714733148817,0.16126714733148817
7,155.662,7,8.995347,1.464739,0.16127346986190563,2051.381,238.49,0,-115.3941,-12.33,,0.16127346986190552,0.16127346986190552,0.16127346986190552
7,155.762,7,8.991028,1.434492,0.16127997588940282,2051.764,238.745,0,-115.394,-12.33,,0.1612799758894027,0.1612799758894027,0.1612799758894027
7,155.862,7,8.997923,1.437613,0.16128695321943806,2052.146,238.79,0,-115.394,-12.33,,0.16128695321943795,0.16128695321943795,0.16128695321943795
7,155.962,7,8.993087,1.455217,0.1612947628687728,2052.629,238.8112,0,-115.3944,-12.33,,0.1612947628687727,0.1612947628687727,0.1612947628687727
7,156.062,7,9.003159,1.492462,0.161303798745741,2053.016,238.62,0,-115.3946,-12.33,,0.16130379874574088,0.16130379874574088,0.16130379874574088
7,156.162,7,8.998948,1.458546,0.16131444977172923,2053.403,238.7087,0,-115.3948,-12.33,,0.16131444977172912,0.16131444977172912,0.16131444977172912
7,156.262,7,8.996407,1.438646,0.16132705774319767,2053.789,238.5925,0,-115.395,-12.33,,0.16132705774319755,0.16132705774319755,0.16132705774319755
7,156.362,7,9.004487,1.46182,0.16134184676032012,2054.177,238.6138,0,-115.3949,-12.33,,0.16134184676032,0.16134184676032,0.16134184676032
7,156.462,7,9.002013,1.516945,0.16135885865403382,2054.565,238.8675,0,-115.3947,-12.33,,0.1613588586540337,0.1613588586540337,0.1613588586540337
7,156.562,7,9.019745,1.527015,0.1613779596728576,2054.946,238.8325,0,-115.3947,-12.33,,0.16137795967285748,0.16137795967285748,0.16137795967285748
7,156.662,7,9.020268,1.485221,0.1613989042237965,2055.32,238.85,0,-115.3949,-12.33,,0.16139890422379635,0.16139890422379635,0.16139890422379635
7,156.762,7,9.001134,1.523099,0.16142138869983413,2055.801,238.3925,0,-115.3946,-12.33,,0.16142138869983402,0.16142138869983402,0.16142138869983402
7,156.862,7,9.001137,1.48677,0.16144509508036428,2056.185,238.635,0,-115.3945,-12.33,,0.16144509508036414,0.16144509508036414,0.16144509508036414
7,156.962,7,8.995486,1.516756,0.16146975777608258,2056.563,239.06,0,-115.3947,-12.33,,0.16146975777608247,0.16146975777608247,0.16146975777608247
7,157.062,7,9.004909,1.515123,0.16149522902118432,2056.939,238.5225,0,-115.3949,-12.33,,0.1614952290211842,0.1614952290211842,0.1614952290211842
7,157.162,7,8.997028,1.491248,0.16152150273243404,2057.325,238.6263,0,-115.3947,-12.33,,0.16152150273243393,0.16152150273243393,0.16152150273243393
7,157.262,7,8.996378,1.451717,0.16154868189548813,2057.704,238.545,0,-115.3945,-12.33,,0.16154868189548802,0.16154868189548802,0.16154868189548802
7,157.362,7,9.0017,1.503185,0.16157690548093204,2058.177,238.6288,0,-115.3945,-12.33,,0.16157690548093193,0.16157690548093193,0.16157690548093193
7,157.462,7,8.995363,1.52631,0.16160628999597618,2058.557,238.9887,0,-115.3945,-12.33,,0.16160628999597607,0.16160628999597607,0.16160628999597607
7,157.562,7,9.002369,1.530474,0.1616369161681317,2058.949,238.715,0,-115.3943,-12.33,,0.16163691616813158,0.16163691616813158,0.16163691616813158
7,157.662,7,8.993258,1.498116,0.16166882786800402,2059.331,238.6412,0,-115.3946,-12.33,,0.1616688278680039,0.1616688278680039,0.1616688278680039
7,157.762,7,8.995078,1.485574,0.16170199875800922,2059.714,238.6225,0,-115.3947,-12.33,,0.16170199875800909,0.16170199875800909,0.16170199875800909
7,157.862,7,9.001951,1.530074,0.16173627223981146,2060.1,238.5662,0,-115.3944,-12.33,,0.16173627223981135,0.16173627223981135,0.16173627223981135
7,157.962,7,8.997709,1.560051,0.16177133527107898,2060.58,238.91,0,-115.3944,-12.33,,0.16177133527107887,0.16177133527107887,0.16177133527107887
7,158.062,7,9.009032,1.55355,0.16180676225582816,2060.962,238.895,0,-115.3944,-12.33,,0.16180676225582805,0.16180676225582805,0.16180676225582805
7,158.162,7,8.999206,1.54585,0.1618420929146415,2061.335,238.4825,0,-115.3941,-12.33,,0.16184209291464138,0.16184209291464138,0.16184209291464138
7,158.262,7,8.995063,1.509846,0.16187690170470767,2061.718,238.8325,0,-115.3941,-12.33,,0.16187690170470756,0.16187690170470756,0.16187690170470756
7,158.362,7,9.000515,1.525875,0.16191085841581335,2062.12,238.8013,0,-115.3938,-12.33,,0.16191085841581324,0.16191085841581324,0.16191085841581324
7,158.462,7,8.994957,1.527388,0.16194378473892773,2062.502,238.78,0,-115.3938,-12.33,,0.1619437847389276,0.1619437847389276,0.1619437847389276
7,158.562,7,9.002134,1.513019,0.16197568290743852,2062.885,238.7712,0,-115.3939,-12.33,,0.16197568290743838,0.16197568290743838,0.16197568290743838
7,158.662,7,8.991551,1.49721,0.16200670799602176,2063.365,238.5362,0,-115.3939,-12.33,,0.16200670799602165,0.16200670799602165,0.16200670799602165
7,158.762,7,8.992152,1.492514,0.16203709786239207,2063.751,238.75,0,-115.3937,-12.33,,0.16203709786239195,0.16203709786239195,0.16203709786239195
7,158.862,7,8.996499,1.496382,0.16206711311248637,2064.134,238.9862,0,-115.3937,-12.33,,0.16206711311248626,0.16206711311248626,0.16206711311248626
7,158.962,7,8.986653,1.515561,0.16209700912659994,2064.51,238.695,0,-115.3934,-12.33,,0.16209700912659983,0.16209700912659983,0.16209700912659983
7,159.062,7,8.994698,1.540226,0.16212701432116508,2064.894,238.7575,0,-115.3933,-12.33,,0.16212701432116497,0.16212701432116497,0.16212701432116497
7,159.162,7,8.988792,1.503565,0.16215730858302635,2065.279,238.7937,0,-115.3932,-12.33,,0.16215730858302624,0.16215730858302624,0.16215730858302624
7,159.262,7,8.985622,1.495895,0.1621880133805945,2065.664,238.38,0,-115.3929,-12.33,,0.16218801338059438,0.16218801338059438,0.16218801338059438
7,159.362,7,8.995645,1.521127,0.16221918467550586,2066.15,238.8725,0,-115.3929,-12.33,,0.16221918467550575,0.16221918467550575,0.16221918467550575
7,159.462,7,8.985771,1.538933,0.162250814358477,2066.536,238.8288,0,-115.3929,-12.33,,0.16225081435847688,0.16225081435847688,0.16225081435847688
7,159.562,7,8.992384,1.537715,0.16228285289282532,2066.922,238.4413,0,-115.3928,-12.33,,0.1622828528928252,0.1622828528928252,0.1622828528928252
7,159.662,7,8.983919,1.508375,0.1623152356440647,2067.309,238.825,0,-115.3927,-12.33,,0.16231523564406458,0.16231523564406458,0.16231523564406458
7,159.762,7,8.982861,1.493031,0.1623478941650944,2067.698,238.5587,0,-115.3925,-12.33,,0.1623478941650943,0.1623478941650943,0.1623478941650943
7,159.862,7,8.991644,1.529145,0.1623807599836182,2068.076,238.615,0,-115.3925,-12.33,,0.1623807599836181,0.1623807599836181,0.1623807599836181
7,159.962,7,8.98426,1.556388,0.16241378612503155,2068.466,238.8638,0,-115.3928,-12.33,,0.16241378612503143,0.16241378612503143,0.16241378612503143
7,160.062,7,8.992585,1.529506,0.16244699706835858,2068.841,238.6212,0,-115.3928,-12.33,,0.16244699706835847,0.16244699706835847,0.16244699706835847
7,160.162,7,8.985824,1.485682,0.16248052884441802,2069.317,238.5375,0,-115.3928,-12.33,,0.1624805288444179,0.1624805288444179,0.1624805288444179
7,160.262,7,8.984028,1.483837,0.16251461173010592,2069.7,238.8638,0,-115.393,-12.33,,0.16251461173010578,0.16251461173010578,0.16251461173010578
7,160.362,7,8.996744,1.521319,0.16254951013738694,2070.073,238.5625,0,-115.393,-12.33,,0.1625495101373868,0.1625495101373868,0.1625495101373868
7,160.462,7,8.986471,1.555563,0.16258547068265444,2070.458,238.7675,0,-115.393,-12.33,,0.16258547068265433,0.16258547068265433,0.16258547068265433
7,160.562,7,8.995518,1.551536,0.1626227015483147,2070.906,238.8462,0,-115.393,-12.33,,0.16262270154831457,0.16262270154831457,0.16262270154831457
7,160.662,7,8.98761,1.478959,0.16266136390934896,2071.296,238.615,0,-115.3928,-12.33,,0.16266136390934885,0.16266136390934885,0.16266136390934885
7,160.762,7,8.983638,1.530152,0.1627015396698066,2071.679,238.5987,0,-115.3925,-12.33,,0.1627015396698065,0.1627015396698065,0.1627015396698065
7,160.862,7,8.990406,1.56298,0.1627431910210726,2072.07,238.5975,0,-115.3923,-12.33,,0.1627431910210725,0.1627431910210725,0.1627431910210725
7,160.962,7,8.982721,1.57271,0.1627861657134392,2072.457,238.6838,0,-115.3921,-12.33,,0.1627861657134391,0.1627861657134391,0.1627861657134391
7,161.062,7,8.988251,1.558171,0.16283023867498111,2072.835,238.9012,0,-115.3921,-12.33,,0.16283023867498098,0.16283023867498098,0.16283023867498098
7,161.162,7,8.984192,1.525018,0.16287513632726613,2073.31,238.4662,0,-115.3918,-12.33,,0.16287513632726602,0.16287513632726602,0.16287513632726602
7,161.262,7,8.979774,1.545688,0.1629205365456362,2073.689,238.78,0,-115.3918,-12.33,,0.16292053654563607,0.16292053654563607,0.16292053654563607
7,161.362,7,8.996378,1.574756,0.162966081183086,2074.076,238.91,0,-115.3919,-12.33,,0.1629660811830859,0.1629660811830859,0.1629660811830859
7,161.462,7,8.983452,1.555615,0.16301141687264903,2074.459,238.4425,0,-115.3922,-12.33,,0.16301141687264892,0.16301141687264892,0.16301141687264892
7,161.562,7,8.992351,1.535329,0.16305622609543258,2074.846,238.8175,0,-115.3924,-12.33,,0.16305622609543247,0.16305622609543247,0.16305622609543247
7,161.662,7,8.992508,1.509385,0.1631002044377786,2075.24,238.8412,0,-115.3925,-12.33,,0.16310020443777848,0.16310020443777848,0.16310020443777848
7,161.762,7,8.986693,1.551569,0.16314300420102368,2075.624,238.6825,0,-115.3925,-12.33,,0.16314300420102357,0.16314300420102357,0.16314300420102357
7,161.862,7,9.000799,1.558824,0.1631842160492103,2076.008,238.6775,0,-115.3927,-12.33,,0.16318421604921018,0.16318421604921018,0.16318421604921018
7,161.962,7,8.987477,1.581238,0.16322341867206971,2076.49,238.6838,0,-115.3927,-12.33,,0.1632234186720696,0.1632234186720696,0.1632234186720696
7,162.062,7,8.991316,1.551413,0.16326026003129157,2076.876,238.8238,0,-115.3926,-12.33,,0.16326026003129146,0.16326026003129146,0.16326026003129146
7,162.162,7,8.982731,1.43029,0.16329451581660553,2077.26,238.825,0,-115.3927,-12.33,,0.16329451581660542,0.16329451581660542,0.16329451581660542
7,162.262,7,8.981548,1.481577,0.16332606355320395,2077.646,238.6737,0,-115.3929,-12.33,,0.16332606355320384,0.16332606355320384,0.16332606355320384
7,162.362,7,8.997475,1.548776,0.16335477855969707,2078.038,238.8362,0,-115.3932,-12.33,,0.16335477855969696,0.16335477855969696,0.16335477855969696
7,162.462,7,8.986817,1.552946,0.16338046934120887,2078.421,238.7625,0,-115.3933,-12.33,,0.16338046934120876,0.16338046934120876,0.16338046934120876
7,162.562,7,8.998734,1.5591,0.16340293203734324,2078.799,238.5887,0,-115.3935,-12.33,,0.16340293203734313,0.16340293203734313,0.16340293203734313
7,162.662,7,8.989112,1.4304,0.16342207482729304,2079.274,238.6012,0,-115.3934,-12.33,,0.16342207482729293,0.16342207482729293,0.16342207482729293
7,162.762,7,8.98244,1.453243,0.16343800230731637,2079.661,238.6437,0,-115.3932,-12.33,,0.16343800230731625,0.16343800230731625,0.16343800230731625
7,162.862,7,8.994895,1.471234,0.16345100041326951,2080.044,238.6163,0,-115.3932,-12.33,,0.1634510004132694,0.1634510004132694,0.1634510004132694
7,162.962,7,8.981566,1.478018,0.16346146708968892,2080.427,238.7412,0,-115.3935,-12.33,,0.16346146708968878,0.16346146708968878,0.16346146708968878
7,163.062,7,8.993728,1.457968,0.16346984941956444,2080.816,238.7762,0,-115.3938,-12.33,,0.16346984941956433,0.16346984941956433,0.16346984941956433
7,163.162,7,8.992639,1.421915,0.1634765916977118,2081.202,238.5912,0,-115.394,-12.33,,0.16347659169771167,0.16347659169771167,0.16347659169771167
7,163.262,7,8.987331,1.457497,0.16348208780744042,2081.589,238.8537,0,-115.3943,-12.33,,0.1634820878074403,0.1634820878074403,0.1634820878074403
7,163.362,7,9.001159,1.474702,0.1634866577342146,2081.98,238.6662,0,-115.3945,-12.33,,0.1634866577342145,0.1634866577342145,0.1634866577342145
7,163.462,7,8.989619,1.480086,0.1634905601125498,2082.46,238.8887,0,-115.3945,-12.33,,0.1634905601125497,0.1634905601125497,0.1634905601125497
7,163.562,7,8.995811,1.446297,0.16349401470397065,2082.837,238.94,0,-115.3943,-12.33,,0.16349401470397054,0.16349401470397054,0.16349401470397054
7,163.662,7,8.993402,1.426562,0.16349720746378557,2083.216,238.2988,0,-115.3942,-12.33,,0.16349720746378546,0.16349720746378546,0.16349720746378546
7,163.762,7,8.987799,1.456809,0.1635002789287606,2083.599,238.8837,0,-115.3945,-12.33,,0.16350027892876048,0.16350027892876048,0.16350027892876048
7,163.862,7,9.001369,1.480028,0.16350331839127294,2083.982,238.86,0,-115.3947,-12.33,,0.1635033183912728,0.1635033183912728,0.1635033183912728
7,163.962,7,8.989264,1.47139,0.16350638167473694,2084.711,238.9025,0,-115.3944,-12.33,,0.16350638167473683,0.16350638167473683,0.16350638167473683
7,164.062,7,8.99515,1.440075,0.16350951271772707,2084.807,238.965,0,-115.3944,-12.33,,0.16350951271772696,0.16350951271772696,0.16350951271772696
7,164.162,7,8.99826,1.437409,0.16351274069211041,2085.19,238.6138,0,-115.3944,-12.33,,0.1635127406921103,0.1635127406921103,0.1635127406921103
7,164.262,7,8.988787,1.451616,0.1635160635584583,2085.575,238.6938,0,-115.3946,-12.33,,0.16351606355845816,0.16351606355845816,0.16351606355845816
7,164.362,7,9.000627,1.473179,0.16351944703738153,2085.961,238.8,0,-115.3947,-12.33,,0.16351944703738142,0.16351944703738142,0.16351944703738142
7,164.462,7,8.989994,1.476004,0.1635228453778289,2086.431,238.5687,0,-115.3947,-12.33,,0.1635228453778288,0.1635228453778288,0.1635228453778288
7,164.562,7,8.994267,1.437545,0.16352622550654888,2086.814,238.6975,0,-115.3947,-12.33,,0.16352622550654877,0.16352622550654877,0.16352622550654877
7,164.662,7,8.996487,1.425682,0.16352957230370987,2087.202,238.6775,0,-115.3946,-12.33,,0.16352957230370976,0.16352957230370976,0.16352957230370976
7,164.762,7,8.989226,1.465613,0.16353287622005683,2087.589,238.5775,0,-115.3948,-12.33,,0.16353287622005672,0.16353287622005672,0.16353287622005672
7,164.862,7,9.001452,1.47074,0.1635361295420657,2087.971,238.6862,0,-115.3946,-12.33,,0.1635361295420656,0.1635361295420656,0.1635361295420656
7,164.962,7,8.989232,1.470201,0.16353933853275446,2088.354,238.9462,0,-115.3944,-12.33,,0.16353933853275435,0.16353933853275435,0.16353933853275435
7,165.062,7,8.993598,1.439844,0.16354253041462544,2088.741,238.7475,0,-115.3944,-12.33,,0.16354253041462533,0.16354253041462533,0.16354253041462533
7,165.162,7,8.998146,1.43204,0.16354574650288753,2089.216,238.8362,0,-115.3946,-12.33,,0.16354574650288742,0.16354574650288742,0.16354574650288742
7,165.262,7,8.988477,1.466639,0.16354902996352855,2089.595,238.8763,0,-115.3943,-12.33,,0.16354902996352844,0.16354902996352844,0.16354902996352844
7,165.362,7,9.000205,1.484879,0.16355242170567458,2089.984,238.7762,0,-115.3943,-12.33,,0.16355242170567447,0.16355242170567447,0.16355242170567447
7,165.462,7,8.989738,1.464547,0.1635559701423614,2090.37,238.8537,0,-115.3944,-12.33,,0.16355597014236128,0.16355597014236128,0.16355597014236128
7,165.562,7,8.992577,1.4386,0.16355973716855435,2090.756,238.6488,0,-115.3945,-12.33,,0.1635597371685542,0.1635597371685542,0.1635597371685542
7,165.662,7,8.998889,1.4391,0.1635637854133925,2091.14,238.6987,0,-115.3948,-12.33,,0.1635637854133924,0.1635637854133924,0.1635637854133924
7,165.762,7,8.989412,1.466109,0.16356815435542393,2091.61,239.0275,0,-115.3949,-12.33,,0.16356815435542382,0.16356815435542382,0.16356815435542382
7,165.862,7,8.99987,1.481817,0.16357284340201858,2091.994,238.485,0,-115.3947,-12.33,,0.1635728434020185,0.1635728434020185,0.1635728434020185
7,165.962,7,8.993205,1.468123,0.16357781579408312,2092.375,238.8037,0,-115.395,-12.33,,0.163577815794083,0.163577815794083,0.163577815794083
7,166.062,7,8.99593,1.43028,0.16358301300980585,2092.759,239.0375,0,-115.3951,-12.33,,0.16358301300980577,0.16358301300980577,0.16358301300980577
7,166.162,7,9.001642,1.444621,0.1635883605589646,2093.15,238.555,0,-115.3951,-12.33,,0.16358836055896453,0.16358836055896453,0.16358836055896453
7,166.262,7,8.992725,1.474484,0.16359376958765443,2093.529,238.7525,0,-115.3951,-12.33,,0.16359376958765434,0.16359376958765434,0.16359376958765434
7,166.362,7,9.003729,1.473111,0.16359914794431915,2094.002,238.66,0,-115.3951,-12.33,,0.16359914794431907,0.16359914794431907,0.16359914794431907
7,166.462,7,8.995614,1.470454,0.1636044142790028,2094.321,238.7387,0,-115.3953,-12.33,,0.1636044142790027,0.1636044142790027,0.1636044142790027
7,166.562,7,8.995868,1.443066,0.16360950172834457,2094.711,238.6813,0,-115.3954,-12.33,,0.1636095017283445,0.1636095017283445,0.1636095017283445
7,166.662,7,9.005385,1.440779,0.16361435876027772,2095.189,238.4362,0,-115.3955,-12.33,,0.16361435876027763,0.16361435876027763,0.16361435876027763
7,166.762,7,8.992811,1.475881,0.16361895659161463,2095.571,238.8075,0,-115.3955,-12.33,,0.16361895659161454,0.16361895659161454,0.16361895659161454
7,166.862,7,9.007063,1.48614,0.16362329866556335,2096.063,238.8787,0,-115.3954,-12.33,,0.16362329866556327,0.16362329866556327,0.16362329866556327
7,166.962,7,8.996629,1.453152,0.16362742579780487,2096.343,238.6875,0,-115.3954,-12.33,,0.1636274257978048,0.1636274257978048,0.1636274257978048
7,167.062,7,8.996601,1.439302,0.16363140430745035,2096.72,238.6962,0,-115.3956,-12.33,,0.1636314043074502,0.1636314043074502,0.1636314043074502
7,167.162,7,9.007874,1.451931,0.16363529975932653,2097.105,238.8675,0,-115.3957,-12.33,,0.16363529975932642,0.16363529975932642,0.16363529975932642
7,167.262,7,8.995614,1.47176,0.1636391615632178,2097.495,238.6563,0,-115.3956,-12.33,,0.16363916156321767,0.16363916156321767,0.16363916156321767
7,167.362,7,9.006868,1.479706,0.16364302364344335,2097.965,238.8675,0,-115.3955,-12.33,,0.16364302364344313,0.16364302364344313,0.16364302364344313
7,167.462,7,8.99762,1.46216,0.16364690630374104,2098.347,239.135,0,-115.3952,-12.33,,0.1636469063037408,0.1636469063037408,0.1636469063037408
7,167.562,7,8.995496,1.444917,0.16365081187198566,2098.732,238.7913,0,-115.3951,-12.33,,0.16365081187198532,0.16365081187198532,0.16365081187198532
7,167.662,7,9.005806,1.453152,0.16365472241228313,2099.115,238.6775,0,-115.3951,-12.33,,0.16365472241228268,0.16365472241228268,0.16365472241228268
7,167.762,7,8.99305,1.474855,0.16365861164702034,2099.49,238.7137,0,-115.3951,-12.33,,0.16365861164701984,0.16365861164701984,0.16365861164701984
7,167.862,7,9.005521,1.478014,0.16366246368956394,2099.968,238.7588,0,-115.3955,-12.33,,0.16366246368956333,0.16366246368956333,0.16366246368956333
7,167.962,7,8.998034,1.456796,0.16366627921529744,2100.355,238.9388,0,-115.3956,-12.33,,0.16366627921529675,0.16366627921529675,0.16366627921529675
7,168.062,7,8.99745,1.439799,0.1636700648949063,2100.735,238.6913,0,-115.3958,-12.33,,0.16367006489490554,0.16367006489490554,0.16367006489490554
7,168.162,7,9.00889,1.457046,0.16367382602363909,2101.116,238.72,0,-115.396,-12.33,,0.16367382602363834,0.16367382602363834,0.16367382602363834
7,168.262,7,9.000171,1.482905,0.1636775788513636,2101.504,238.8125,0,-115.3962,-12.33,,0.16367757885136291,0.16367757885136291,0.16367757885136291
7,168.362,7,9.010763,1.484821,0.16368136650836787,2101.894,238.6337,0,-115.3963,-12.33,,0.16368136650836732,0.16368136650836732,0.16368136650836732
7,168.462,7,9.002942,1.452733,0.16368525370159878,2102.281,238.8125,0,-115.3962,-12.33,,0.16368525370159856,0.16368525370159856,0.16368525370159856
7,168.562,7,9.000521,1.440812,0.1636893001689781,2102.664,238.7275,0,-115.3962,-12.33,,0.16368930016897837,0.16368930016897837,0.16368930016897837
7,168.662,7,9.012107,1.468321,0.16369353705503512,2103.146,238.8462,0,-115.3963,-12.33,,0.16369353705503614,0.16369353705503614,0.16369353705503614
7,168.762,7,8.999951,1.482733,0.16369796781636559,2103.535,238.8438,0,-115.3962,-12.33,,0.1636979678163676,0.1636979678163676,0.1636979678163676
7,168.862,7,9.009825,1.476121,0.16370258507657756,2103.926,238.5387,0,-115.3962,-12.33,,0.16370258507658092,0.16370258507658092,0.16370258507658092
7,168.962,7,9.005401,1.449794,0.16370737742816666,2104.308,238.8162,0,-115.3966,-12.33,,0.1637073774281717,0.1637073774281717,0.1637073774281717
7,169.062,7,9.002502,1.441802,0.16371231791188384,2104.691,238.7787,0,-115.3968,-12.33,,0.16371231791189078,0.16371231791189078,0.16371231791189078
7,169.162,7,9.015453,1.467723,0.16371735231205847,2105.075,238.5875,0,-115.3969,-12.33,,0.16371735231206747,0.16371735231206747,0.16371735231206747
7,169.262,7,9.004822,1.48751,0.1637224078287741,2105.462,238.5875,0,-115.3971,-12.33,,0.16372240782878522,0.16372240782878522,0.16372240782878522
7,169.362,7,9.017658,1.484626,0.16372742024227607,2105.931,238.8737,0,-115.3971,-12.33,,0.16372742024228906,0.16372742024228906,0.16372742024228906
7,169.462,7,9.008237,1.439451,0.1637323542882851,2106.316,238.5987,0,-115.3969,-12.33,,0.16373235428829938,0.16373235428829938,0.16373235428829938
7,169.562,7,9.005549,1.44745,0.16373719708675474,2106.699,238.6138,0,-115.3969,-12.33,,0.16373719708676923,0.16373719708676923,0.16373719708676923
7,169.662,7,9.01807,1.474653,0.16374194556344582,2107.081,238.6412,0,-115.397,-12.33,,0.1637419455634588,0.1637419455634588,0.1637419455634588
7,169.762,7,9.004395,1.484045,0.16374661947771024,2107.459,238.775,0,-115.3968,-12.33,,0.16374661947771926,0.16374661947771926,0.16374661947771926
7,169.862,7,9.015698,1.48563,0.1637512874281642,2107.834,238.92,0,-115.3968,-12.33,,0.16375128742816586,0.16375128742816586,0.16375128742816586
7,169.962,7,9.007818,1.439143,0.1637560745710824,2108.305,238.7038,0,-115.3966,-12.33,,0.16375607457107239,0.16375607457107239,0.16375607457107239
7,170.062,7,9.003001,1.451207,0.1637611482156909,2108.689,238.6825,0,-115.3965,-12.33,,0.16376114821566398,0.16376114821566398,0.16376114821566398
7,170.162,7,9.017042,1.478372,0.1637667080184903,2109.071,238.8563,0,-115.3965,-12.33,,0.16376670801844037,0.16376670801844037,0.16376670801844037
7,170.262,7,9.002366,1.485198,0.1637730008050304,2109.454,238.485,0,-115.3965,-12.33,,0.1637730008049508,0.1637730008049508,0.1637730008049508
7,170.362,7,9.012636,1.479054,0.1637803383322108,2109.828,238.7787,0,-115.3963,-12.33,,0.163780338332095,0.163780338332095,0.163780338332095
7,170.462,7,9.007952,1.439516,0.16378908798202152,2110.311,238.8175,0,-115.3963,-12.33,,0.1637890879818637,0.1637890879818637,0.1637890879818637
7,170.562,7,9.001539,1.453951,0.16379963411311008,2110.698,238.8125,0,-115.3965,-12.33,,0.1637996341129065,0.1637996341129065,0.1637996341129065
7,170.662,7,9.018798,1.493131,0.16381233149044966,2111.083,238.575,0,-115.3967,-12.33,,0.1638123314902002,0.1638123314902002,0.1638123314902002
7,170.762,7,9.001955,1.480905,0.16382747757591978,2111.47,238.8963,0,-115.3965,-12.33,,0.16382747757563004,0.16382747757563004,0.16382747757563004
7,170.862,7,9.009162,1.476673,0.16384528968707637,2111.853,238.9462,0,-115.3965,-12.33,,0.1638452896867601,0.1638452896867601,0.1638452896867601
7,170.962,7,9.018172,1.527931,0.16386586094249153,2112.228,238.9187,0,-115.3965,-12.33,,0.16386586094217356,0.16386586094217356,0.16386586094217356
7,171.062,7,9.018473,1.49507,0.16388913956065035,2112.702,238.585,0,-115.3965,-12.33,,0.1638891395603695,0.1638891395603695,0.1638891395603695
7,171.162,7,9.026318,1.551432,0.16391497900950183,2113.089,238.7175,0,-115.3965,-12.33,,0.16391497900931407,0.16391497900931407,0.16391497900931407
7,171.262,7,9.000865,1.49203,0.16394320986426908,2113.471,238.7025,0,-115.3964,-12.33,,0.16394320986424998,0.16394320986424998,0.16394320986424998
7,171.362,7,9.010038,1.51397,0.1639736464771228,2113.86,238.6787,0,-115.3964,-12.33,,0.16397364647736903,0.16397364647736903,0.16397364647736903
7,171.462,7,9.012519,1.558038,0.16400602716611606,2114.246,238.7688,0,-115.3964,-12.33,,0.16400602716674517,0.16400602716674517,0.16400602716674517
7,171.562,7,9.00711,1.557229,0.16403999600221925,2114.633,238.8313,0,-115.3962,-12.33,,0.16403999600336652,0.16403999600336652,0.16403999600336652
7,171.662,7,9.026157,1.548292,0.16407519131219686,2115.015,238.6175,0,-115.3964,-12.33,,0.16407519131400836,0.16407519131400836,0.16407519131400836
7,171.762,7,9.014912,1.538677,0.16411135574019214,2115.407,238.56,0,-115.3962,-12.33,,0.16411135574281238,0.16411135574281238,0.16411135574281238
7,171.862,7,9.025002,1.524433,0.16414836072518285,2115.795,238.76,0,-115.3962,-12.33,,0.16414836072873584,0.16414836072873584,0.16414836072873584
7,171.962,7,9.026133,1.471321,0.16418613776575494,2116.268,238.6925,0,-115.3963,-12.33,,0.1641861377703173,0.1641861377703173,0.1641861377703173
7,172.062,7,9.019221,1.531415,0.16422456354513368,2116.644,238.7637,0,-115.3964,-12.33,,0.16422456355069834,0.16422456355069834,0.16422456355069834
7,172.162,7,9.017299,1.58834,0.16426336364430363,2117.031,238.53,0,-115.3962,-12.33,,0.1642633636507341,0.1642633636507341,0.1642633636507341
7,172.262,7,9.004403,1.581049,0.16430210370535725,2117.419,238.5825,0,-115.3964,-12.33,,0.16430210371233217,0.16430210371233217,0.16430210371233217
7,172.362,7,9.009404,1.54751,0.16434026099882576,2117.8,238.8938,0,-115.3963,-12.33,,0.16434026100577598,0.16434026100577598,0.16434026100577598
7,172.462,7,9.006039,1.522602,0.16437730278581206,2118.272,238.485,0,-115.3961,-12.33,,0.16437730279185317,0.16437730279185317,0.16437730279185317
7,172.562,7,9.003901,1.517364,0.16441273619979063,2118.656,238.8387,0,-115.396,-12.33,,0.16441273620365757,0.16441273620365757,0.16441273620365757
7,172.662,7,9.010178,1.556677,0.16444614063758473,2119.041,238.7025,0,-115.396,-12.33,,0.16444614063757731,0.16444614063757731,0.16444614063757731
7,172.762,7,9.003945,1.555914,0.16447719729910631,2119.424,238.4187,0,-115.3961,-12.33,,0.16447719729305885,0.16447719729305885,0.16447719729305885
7,172.862,7,9.006429,1.528483,0.16450572584364706,2119.811,238.935,0,-115.3963,-12.33,,0.16450572582893944,0.16450572582893944,0.16450572582893944
