Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius
Rotary_9N_4tests-REVERSE_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Position (rev),Rotary.Velocity (rpm),XYZ.X Position (mm),XYZ.Z Position (mm),XYZ.Y Position (mm),,DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step)
4,90.988,4,8.995304,1.554147,0.17537216812345757,723.1287,477.4088,0,-115.391,-9.33,,0.17537216812345757,0.17537216812345757,0.17537216812345757
4,91.088,4,8.997093,1.572135,0.1753720104169165,723.8962,477.1812,0,-115.391,-9.33,,0.1753720104169165,0.1753720104169165,0.1753720104169165
4,91.188,4,8.991303,1.570992,0.17537201156333573,724.675,477.4825,0,-115.3906,-9.33,,0.17537201156333573,0.17537201156333573,0.17537201156333573
4,91.288,4,8.998499,1.551267,0.17537211902100036,725.6487,477.755,0,-115.3906,-9.33,,0.17537211902100036,0.17537211902100036,0.17537211902100036
4,91.388,4,8.996611,1.584956,0.17537225883192986,726.4175,477.1675,0,-115.3907,-9.33,,0.17537225883192986,0.17537225883192986,0.17537225883192986
4,91.488,4,8.994328,1.544759,0.17537235316720448,727.1812,477.565,0,-115.3907,-9.33,,0.17537235316720448,0.17537235316720448,0.17537235316720448
4,91.588,4,8.99892,1.579273,0.17537233742107078,727.9275,477.5638,0,-115.3909,-9.33,,0.17537233742107078,0.17537233742107078,0.17537233742107078
4,91.688,4,8.992682,1.552537,0.1753721683791823,728.7075,477.7762,0,-115.3909,-9.33,,0.1753721683791823,0.1753721683791823,0.1753721683791823
4,91.788,4,8.996078,1.561094,0.1753718205386022,729.4813,477.0237,0,-115.3908,-9.33,,0.1753718205386022,0.1753718205386022,0.1753718205386022
4,91.888,4,8.996604,1.576314,0.17537127805237,730.4437,477.39,0,-115.3907,-9.33,,0.17537127805237,0.17537127805237,0.17537127805237
4,91.988,4,8.995391,1.55202,0.1753705332514926,731.21,477.6512,0,-115.3908,-9.33,,0.1753705332514926,0.1753705332514926,0.1753705332514926
4,92.088,4,8.994698,1.579935,0.17536958902010485,731.9837,477.645,0,-115.3908,-9.33,,0.17536958902010485,0.17536958902010485,0.17536958902010485
4,92.188,4,8.992319,1.549426,0.17536846025962166,732.7525,477.7512,0,-115.3908,-9.33,,0.17536846025962166,0.17536846025962166,0.17536846025962166
4,92.288,4,8.99745,1.56402,0.17536716763181126,733.5237,477.4863,0,-115.391,-9.33,,0.17536716763181126,0.17536716763181126,0.17536716763181126
4,92.388,4,8.99857,1.570878,0.17536571929226374,734.2787,477.3112,0,-115.3912,-9.33,,0.17536571929226374,0.17536571929226374,0.17536571929226374
4,92.488,4,8.997812,1.552631,0.17536409296593072,735.0413,477.47,0,-115.3913,-9.33,,0.17536409296593072,0.17536409296593072,0.17536409296593072
4,92.588,4,8.998019,1.584608,0.17536222295672985,735.9913,477.1912,0,-115.3913,-9.33,,0.17536222295672985,0.17536222295672985,0.17536222295672985
4,92.688,4,8.99793,1.552634,0.17535998223968108,736.7438,477.8038,0,-115.3913,-9.33,,0.17535998223968108,0.17535998223968108,0.17535998223968108
4,92.788,4,9.001815,1.566325,0.17535715804975785,737.5213,477.155,0,-115.3916,-9.33,,0.17535715804975785,0.17535715804975785,0.17535715804975785
4,92.888,4,8.999537,1.576123,0.17535343923660288,738.2987,477.1212,0,-115.3918,-9.33,,0.17535343923660288,0.17535343923660288,0.17535343923660288
4,92.988,4,9.001261,1.545918,0.17534843029302155,739.0762,477.7675,0,-115.3918,-9.33,,0.17534843029302155,0.17534843029302155,0.17534843029302155
4,93.088,4,8.998158,1.582189,0.17534168168012565,739.8438,477.5612,0,-115.3914,-9.33,,0.17534168168012565,0.17534168168012565,0.17534168168012565
4,93.188,4,8.998756,1.543827,0.175332726727894,740.6199,477.7137,0,-115.3914,-9.33,,0.175332726727894,0.175332726727894,0.175332726727894
4,93.288,4,9.000908,1.568647,0.17532112670792172,741.4075,476.9587,0,-115.3915,-9.33,,0.17532112670792172,0.17532112670792172,0.17532112670792172
4,93.388,4,9.003298,1.560649,0.17530652522856432,742.3737,477.3112,0,-115.3917,-9.33,,0.17530652522856432,0.17530652522856432,0.17530652522856432
4,93.488,4,9.002348,1.555992,0.1752887069450369,743.1375,477.865,0,-115.3917,-9.33,,0.1752887069450369,0.1752887069450369,0.1752887069450369
4,93.588,4,9.000026,1.571992,0.1752676378651921,743.9063,476.9762,0,-115.3919,-9.33,,0.1752676378651921,0.1752676378651921,0.1752676378651921
4,93.688,4,8.999812,1.54459,0.17524346357684237,744.665,477.5975,0,-115.3921,-9.33,,0.17524346357684237,0.17524346357684237,0.17524346357684237
4,93.788,4,9.004852,1.570264,0.175216477278214,745.4288,477.4425,0,-115.3921,-9.33,,0.175216477278214,0.175216477278214,0.175216477278214
4,93.888,4,9.001945,1.556729,0.175187084622713,746.1862,477.4,0,-115.3917,-9.33,,0.175187084622713,0.175187084622713,0.175187084622713
4,93.988,4,9.001004,1.561841,0.17515576367601135,747.1525,477.3938,0,-115.3917,-9.33,,0.17515576367601135,0.17515576367601135,0.17515576367601135
4,94.088,4,8.997989,1.580809,0.17512301071650463,747.935,477.5687,0,-115.3917,-9.33,,0.17512301071650463,0.17512301071650463,0.17512301071650463
4,94.188,4,8.999537,1.541492,0.17508927986114448,748.7,477.4987,0,-115.3917,-9.33,,0.17508927986114448,0.17508927986114448,0.17508927986114448
4,94.288,4,9.00366,1.57952,0.17505493546603776,749.4925,477.5087,0,-115.3916,-9.33,,0.17505493546603776,0.17505493546603776,0.17505493546603776
4,94.388,4,9.0024,1.556921,0.17502024137868644,750.2662,477.5763,0,-115.3916,-9.33,,0.17502024137868644,0.17502024137868644,0.17502024137868644
4,94.488,4,9.003481,1.557021,0.17498538018358967,751.0313,477.4925,0,-115.3916,-9.33,,0.17498538018358967,0.17498538018358967,0.17498538018358967
4,94.588,4,9.000406,1.578084,0.17495046819903143,751.7762,477.4337,0,-115.3915,-9.33,,0.17495046819903143,0.17495046819903143,0.17495046819903143
4,94.688,4,8.999917,1.545597,0.17491556265437097,752.62,477.2387,0,-115.3914,-9.33,,0.17491556265437097,0.17491556265437097,0.17491556265437097
4,94.788,4,9.001385,1.575233,0.17488067869853122,753.3938,477.0325,0,-115.3914,-9.33,,0.17488067869853122,0.17488067869853122,0.17488067869853122
4,94.888,4,8.998431,1.553449,0.17484582154217526,754.1575,477.745,0,-115.3912,-9.33,,0.17484582154217526,0.17484582154217526,0.17484582154217526
4,94.988,4,8.999437,1.568241,0.17481102425670353,755.1163,477.675,0,-115.3911,-9.33,,0.17481102425670353,0.17481102425670353,0.17481102425670353
4,95.088,4,8.991465,1.56842,0.17477637382774297,755.9,477.1475,0,-115.3911,-9.33,,0.17477637382774297,0.17477637382774297,0.17477637382774297
4,95.188,4,8.999515,1.544278,0.1747420209006526,756.6737,477.6487,0,-115.3911,-9.33,,0.1747420209006526,0.1747420209006526,0.1747420209006526
4,95.288,4,9.002311,1.581176,0.17470817661272633,757.4462,477.4362,0,-115.3912,-9.33,,0.17470817661272633,0.17470817661272633,0.17470817661272633
4,95.388,4,8.998161,1.550945,0.17467509535229847,758.2188,477.35,0,-115.3915,-9.33,,0.17467509535229847,0.17467509535229847,0.17467509535229847
4,95.488,4,9.001506,1.568696,0.1746430432040945,759.3925,477.7475,0,-115.3915,-9.33,,0.1746430432040945,0.1746430432040945,0.1746430432040945
4,95.588,4,8.998131,1.571986,0.17461224984210724,759.7762,477.4387,0,-115.3913,-9.33,,0.17461224984210724,0.17461224984210724,0.17461224984210724
4,95.688,4,9.000995,1.548867,0.1745828399001127,760.5412,477.5812,0,-115.3911,-9.33,,0.1745828399001127,0.1745828399001127,0.1745828399001127
4,95.788,4,8.998576,1.586355,0.1745547648325598,761.48,477.27,0,-115.391,-9.33,,0.1745547648325598,0.1745547648325598,0.1745547648325598
4,95.888,4,8.997252,1.54512,0.17452779113957587,762.2525,477.1387,0,-115.391,-9.33,,0.17452779113957587,0.17452779113957587,0.17452779113957587
4,95.988,4,8.999415,1.575554,0.1745015752434094,763.0325,477.4425,0,-115.3908,-9.33,,0.1745015752434094,0.1745015752434094,0.1745015752434094
4,96.088,4,8.989552,1.559739,0.17447578712964212,763.7962,477.215,0,-115.3906,-9.33,,0.17447578712964212,0.17447578712964212,0.17447578712964212
4,96.188,4,8.998518,1.560668,0.1744502092582756,764.58,477.2638,0,-115.3906,-9.33,,0.1744502092582756,0.1744502092582756,0.1744502092582756
4,96.288,4,8.997381,1.582582,0.1744247556358838,765.3625,477.4712,0,-115.3905,-9.33,,0.1744247556358838,0.1744247556358838,0.1744247556358838
4,96.388,4,8.997483,1.552202,0.17439941512611132,766.1262,477.8087,0,-115.3904,-9.33,,0.17439941512611132,0.17439941512611132,0.17439941512611132
4,96.488,4,8.993852,1.584128,0.17437417106848394,766.9,477.04,0,-115.3904,-9.33,,0.17437417106848394,0.17437417106848394,0.17437417106848394
4,96.588,4,8.993202,1.556398,0.17434893969030163,767.6762,477.17,0,-115.3904,-9.33,,0.17434893969030163,0.17434893969030163,0.17434893969030163
4,96.688,4,8.994149,1.569845,0.1743235381084956,768.4525,477.665,0,-115.3903,-9.33,,0.1743235381084956,0.1743235381084956,0.1743235381084956
4,96.788,4,8.995199,1.577665,0.17429769005325738,769.4125,477.5537,0,-115.3905,-9.33,,0.17429769005325738,0.17429769005325738,0.17429769005325738
4,96.888,4,8.99628,1.554599,0.1742710642965954,770.1862,477.4037,0,-115.3906,-9.33,,0.1742710642965954,0.1742710642965954,0.1742710642965954
4,96.988,4,8.996243,1.580455,0.17424332190755798,770.9637,477.5388,0,-115.3906,-9.33,,0.17424332190755798,0.17424332190755798,0.17424332190755798
4,97.088,4,8.991328,1.550715,0.1742141711301731,771.7387,477.535,0,-115.3908,-9.33,,0.1742141711301731,0.1742141711301731,0.1742141711301731
4,97.188,4,9.000577,1.566845,0.17418342646234308,772.5025,477.6,0,-115.391,-9.33,,0.17418342646234308,0.17418342646234308,0.17418342646234308
4,97.288,4,8.999753,1.577276,0.17415103901909046,773.255,476.8412,0,-115.3912,-9.33,,0.17415103901909046,0.17415103901909046,0.17415103901909046
4,97.388,4,8.99849,1.553689,0.1741170920323028,774.2188,477.75,0,-115.3912,-9.33,,0.1741170920323028,0.1741170920323028,0.1741170920323028
4,97.488,4,8.995762,1.583667,0.17408180105803903,774.9838,477.535,0,-115.3908,-9.33,,0.17408180105803903,0.17408180105803903,0.17408180105803903
4,97.588,4,8.996589,1.551251,0.1740455297394464,775.7337,477.0862,0,-115.3908,-9.33,,0.1740455297394464,0.1740455297394464,0.1740455297394464
4,97.688,4,8.997397,1.569115,0.17400878011755705,776.5087,477.475,0,-115.3908,-9.33,,0.17400878011755705,0.17400878011755705,0.17400878011755705
4,97.788,4,8.996409,1.572223,0.17397215013972725,777.2737,477.3438,0,-115.3907,-9.33,,0.17397215013972725,0.17397215013972725,0.17397215013972725
4,97.888,4,8.995955,1.555063,0.17393629816313064,778.0313,477.7175,0,-115.3906,-9.33,,0.17393629816313064,0.17393629816313064,0.17393629816313064
4,97.988,4,8.993626,1.580565,0.17390192451057307,778.9763,477.205,0,-115.3906,-9.33,,0.17390192451057307,0.17390192451057307,0.17390192451057307
4,98.088,4,8.992384,1.544493,0.17386974480482248,779.755,477.0725,0,-115.3904,-9.33,,0.17386974480482248,0.17386974480482248,0.17386974480482248
4,98.188,4,8.9978,1.576314,0.17384044547584063,780.5225,477.8125,0,-115.3906,-9.33,,0.17384044547584063,0.17384044547584063,0.17384044547584063
4,98.288,4,8.998223,1.564172,0.17381462522734334,781.2787,477.1487,0,-115.3907,-9.33,,0.17381462522734334,0.17381462522734334,0.17381462522734334
4,98.388,4,8.992639,1.56049,0.1737927165300807,782.085,477.405,0,-115.3906,-9.33,,0.1737927165300807,0.1737927165300807,0.1737927165300807
4,98.488,4,8.992994,1.575632,0.17377490850156002,782.8675,477.6413,0,-115.3906,-9.33,,0.17377490850156002,0.17377490850156002,0.17377490850156002
4,98.588,4,8.997537,1.546103,0.17376111993547116,783.6413,477.5075,0,-115.3906,-9.33,,0.17376111993547116,0.17376111993547116,0.17376111993547116
4,98.688,4,8.993548,1.582108,0.17375103729595442,784.4138,477.2412,0,-115.3905,-9.33,,0.17375103729595442,0.17375103729595442,0.17375103729595442
4,98.788,4,8.994418,1.564247,0.17374419604942057,785.1913,477.1025,0,-115.3907,-9.33,,0.17374419604942057,0.17374419604942057,0.17374419604942057
4,98.888,4,8.997734,1.555463,0.17374007196807242,786.1613,477.8313,0,-115.3907,-9.33,,0.17374007196807242,0.17374007196807242,0.17374007196807242
4,98.988,4,8.993263,1.576711,0.1737381514623984,786.9288,477.56,0,-115.3908,-9.33,,0.1737381514623984,0.1737381514623984,0.1737381514623984
4,99.088,4,8.99562,1.543571,0.1737379680245339,787.7087,477.1413,0,-115.391,-9.33,,0.1737379680245339,0.1737379680245339,0.1737379680245339
4,99.188,4,9.00101,1.576477,0.17373910966891817,788.4825,477.13,0,-115.3911,-9.33,,0.17373910966891817,0.17373910966891817,0.17373910966891817
4,99.288,4,8.997855,1.563714,0.1737412157058779,789.2575,477.6313,0,-115.3912,-9.33,,0.1737412157058779,0.1737412157058779,0.1737412157058779
4,99.388,4,8.997599,1.565195,0.17374397815890535,790.0225,477.4637,0,-115.3912,-9.33,,0.17374397815890535,0.17374397815890535,0.17374397815890535
4,99.488,4,8.993298,1.577091,0.17374714412553616,790.7662,477.0225,0,-115.3912,-9.33,,0.17374714412553616,0.17374714412553616,0.17374714412553616
4,99.588,4,8.996329,1.54965,0.173750507953146,791.7238,477.5975,0,-115.3908,-9.33,,0.173750507953146,0.173750507953146,0.173750507953146
4,99.688,4,8.998682,1.585605,0.17375389690204593,792.5074,477.4325,0,-115.3908,-9.33,,0.17375389690204593,0.17375389690204593,0.17375389690204593
4,99.788,4,8.995295,1.558661,0.17375716623676737,793.2712,477.58,0,-115.391,-9.33,,0.17375716623676737,0.17375716623676737,0.17375716623676737
4,99.888,4,8.99762,1.573106,0.17376020792635932,794.0287,477.6925,0,-115.3912,-9.33,,0.17376020792635932,0.17376020792635932,0.17376020792635932
4,99.988,4,8.993196,1.568173,0.17376296359134308,794.7813,477.595,0,-115.3912,-9.33,,0.17376296359134308,0.17376296359134308,0.17376296359134308
4,100.088,4,8.997329,1.540771,0.17376542689652627,795.5475,477.5713,0,-115.3911,-9.33,,0.17376542689652627,0.17376542689652627,0.17376542689652627
4,100.188,4,8.998109,1.585352,0.1737676281625177,796.4863,477.2287,0,-115.3909,-9.33,,0.1737676281625177,0.1737676281625177,0.1737676281625177
4,100.288,4,8.995075,1.552608,0.17376961610729452,797.2625,477.0638,0,-115.3909,-9.33,,0.17376961610729452,0.17376961610729452,0.17376961610729452
4,100.388,4,8.997661,1.5742,0.17377145240426467,798.0363,477.73,0,-115.3909,-9.33,,0.17377145240426467,0.17377145240426467,0.17377145240426467
4,100.488,4,8.992558,1.558353,0.17377321362925457,798.8162,477.33,0,-115.3908,-9.33,,0.17377321362925457,0.17377321362925457,0.17377321362925457
4,100.588,4,8.997657,1.555933,0.1737749807485871,799.5825,477.3763,0,-115.3909,-9.33,,0.1737749807485871,0.1737749807485871,0.1737749807485871
4,100.688,4,8.996641,1.589846,0.173776814916928,800.3638,477.695,0,-115.3911,-9.33,,0.173776814916928,0.173776814916928,0.173776814916928
4,100.788,4,8.996164,1.55481,0.1737787475166586,801.1375,477.5625,0,-115.3911,-9.33,,0.1737787475166586,0.1737787475166586,0.1737787475166586
4,100.888,4,8.995741,1.577324,0.17378079241993802,801.8963,477.36,0,-115.3911,-9.33,,0.17378079241993802,0.17378079241993802,0.17378079241993802
4,100.988,4,8.993059,1.563484,0.17378295714037892,802.8687,477.17,0,-115.3911,-9.33,,0.17378295714037892,0.17378295714037892,0.17378295714037892
4,101.088,4,8.996521,1.563107,0.17378523938988183,803.6125,477.345,0,-115.3908,-9.33,,0.17378523938988183,0.17378523938988183,0.17378523938988183
4,101.188,4,8.997292,1.581981,0.17378762168120893,804.3887,477.3662,0,-115.3905,-9.33,,0.17378762168120893,0.17378762168120893,0.17378762168120893
4,101.288,4,8.992811,1.550617,0.17379007853026024,805.1525,477.11,0,-115.3905,-9.33,,0.17379007853026024,0.17379007853026024,0.17379007853026024
4,101.388,4,8.99179,1.578812,0.17379259035990194,806.1274,477.5325,0,-115.3904,-9.33,,0.17379259035990194,0.17379259035990194,0.17379259035990194
4,101.488,4,8.993929,1.553586,0.17379515169760823,806.7725,477.58,0,-115.3905,-9.33,,0.17379515169760823,0.17379515169760823,0.17379515169760823
4,101.588,4,8.997861,1.563987,0.1737977673682092,807.545,477.3075,0,-115.3905,-9.33,,0.1737977673682092,0.1737977673682092,0.1737977673682092
4,101.688,4,8.991385,1.573099,0.17380044198785247,808.3112,477.15,0,-115.3905,-9.33,,0.17380044198785247,0.17380044198785247,0.17380044198785247
4,101.788,4,8.994905,1.56197,0.17380317451095992,809.085,477.8937,0,-115.3907,-9.33,,0.17380317451095992,0.17380317451095992,0.17380317451095992
4,101.888,4,8.995663,1.585677,0.17380596128164846,809.8588,477.6837,0,-115.3909,-9.33,,0.17380596128164846,0.17380596128164846,0.17380596128164846
4,101.988,4,8.994812,1.552978,0.1738088026844496,810.8075,477.545,0,-115.3911,-9.33,,0.1738088026844496,0.1738088026844496,0.1738088026844496
4,102.088,4,8.995734,1.575847,0.1738117013269293,811.5825,477.17,0,-115.391,-9.33,,0.1738117013269293,0.1738117013269293,0.1738117013269293
4,102.188,4,8.995836,1.581845,0.1738146530399096,812.3637,477.565,0,-115.3908,-9.33,,0.1738146530399096,0.1738146530399096,0.1738146530399096
4,102.288,4,8.99404,1.560067,0.17381764749370449,813.1387,477.4825,0,-115.3908,-9.33,,0.17381764749370449,0.17381764749370449,0.17381764749370449
4,102.388,4,8.992722,1.580604,0.1738206779980545,813.9113,477.3312,0,-115.3908,-9.33,,0.1738206779980545,0.1738206779980545,0.1738206779980545
4,102.488,4,8.995762,1.551329,0.17382374360556113,814.6775,477.5525,0,-115.3908,-9.33,,0.17382374360556113,0.17382374360556113,0.17382374360556113
4,102.588,4,9.000013,1.579857,0.17382683729196105,815.4537,477.7388,0,-115.3912,-9.33,,0.17382683729196105,0.17382683729196105,0.17382683729196105
4,102.688,4,8.997589,1.569547,0.1738299386268007,816.2275,477.735,0,-115.3914,-9.33,,0.1738299386268007,0.1738299386268007,0.1738299386268007
4,102.788,4,8.998973,1.551611,0.17383302363477054,816.9837,476.9975,0,-115.3916,-9.33,,0.17383302363477054,0.17383302363477054,0.17383302363477054
4,102.888,4,8.995121,1.580624,0.173836076014935,817.9275,477.685,0,-115.3914,-9.33,,0.173836076014935,0.173836076014935,0.173836076014935
4,102.988,4,8.996353,1.549237,0.1738390869557626,818.7025,477.63,0,-115.3912,-9.33,,0.1738390869557626,0.1738390869557626,0.1738390869557626
4,103.088,4,8.996648,1.575983,0.17384204905901812,819.4837,476.9188,0,-115.3911,-9.33,,0.17384204905901812,0.17384204905901812,0.17384204905901812
4,103.188,4,8.997923,1.560318,0.17384495387408183,820.2712,477.5375,0,-115.3912,-9.33,,0.17384495387408183,0.17384495387408183,0.17384495387408183
4,103.288,4,8.99875,1.571664,0.17384779473624026,821.0375,477.6225,0,-115.3913,-9.33,,0.17384779473624026,0.17384779473624026,0.17384779473624026
4,103.388,4,8.998893,1.579257,0.17385057212855168,821.8112,477.7675,0,-115.3916,-9.33,,0.17385057212855168,0.17385057212855168,0.17385057212855168
4,103.488,4,9.000131,1.54751,0.17385329643988223,822.77,477.3888,0,-115.3916,-9.33,,0.17385329643988223,0.17385329643988223,0.17385329643988223
4,103.588,4,9.001412,1.58416,0.17385598109551434,823.5262,477.3075,0,-115.3916,-9.33,,0.17385598109551434,0.17385598109551434,0.17385598109551434
4,103.688,4,8.998958,1.566166,0.1738586335896441,824.2938,477.7737,0,-115.3919,-9.33,,0.1738586335896441,0.1738586335896441,0.1738586335896441
4,103.788,4,9.002376,1.562971,0.17386125484010934,825.0687,477.35,0,-115.3919,-9.33,,0.17386125484010934,0.17386125484010934,0.17386125484010934
4,103.888,4,8.995588,1.575564,0.17386384259142554,825.8325,477.3788,0,-115.3918,-9.33,,0.17386384259142554,0.17386384259142554,0.17386384259142554
4,103.988,4,8.997972,1.549442,0.17386638846429378,826.6062,477.6212,0,-115.3921,-9.33,,0.17386638846429378,0.17386638846429378,0.17386638846429378
4,104.088,4,9.001298,1.586995,0.17386886663188522,827.3813,477.5875,0,-115.3922,-9.33,,0.17386886663188522,0.17386886663188522,0.17386886663188522
4,104.188,4,9.003202,1.562334,0.17387123162138726,828.1475,477.4225,0,-115.3923,-9.33,,0.17387123162138726,0.17387123162138726,0.17387123162138726
4,104.288,4,9.001589,1.568076,0.17387343577855482,829.1038,477.1025,0,-115.3924,-9.33,,0.17387343577855482,0.17387343577855482,0.17387343577855482
4,104.388,4,9.003339,1.572791,0.17387544994936516,829.8813,477.6725,0,-115.3924,-9.33,,0.17387544994936516,0.17387544994936516,0.17387544994936516
4,104.488,4,9.008856,1.551335,0.17387726960186312,830.67,477.7175,0,-115.3928,-9.33,,0.17387726960186312,0.17387726960186312,0.17387726960186312
4,104.588,4,9.01024,1.584777,0.17387890940882716,831.4525,477.3537,0,-115.393,-9.33,,0.17387890940882716,0.17387890940882716,0.17387890940882716
4,104.688,4,9.005694,1.553865,0.17388040289167617,832.2162,477.6525,0,-115.3934,-9.33,,0.17388040289167617,0.17388040289167617,0.17388040289167617
4,104.788,4,9.011645,1.576425,0.1738818094548385,832.9762,477.6225,0,-115.3934,-9.33,,0.1738818094548385,0.1738818094548385,0.1738818094548385
4,104.888,4,9.005026,1.565699,0.17388321414088548,833.7263,477.6688,0,-115.3934,-9.33,,0.17388321414088548,0.17388321414088548,0.17388321414088548
4,104.988,4,9.009859,1.546623,0.17388471011274423,834.69,476.9688,0,-115.3936,-9.33,,0.17388471011274423,0.17388471011274423,0.17388471011274423
4,105.088,4,9.009314,1.585095,0.1738863714018214,835.455,477.3712,0,-115.3936,-9.33,,0.1738863714018214,0.1738863714018214,0.1738863714018214
4,105.188,4,9.01542,1.558125,0.17388823523748947,836.2363,477.62,0,-115.3937,-9.33,,0.17388823523748947,0.17388823523748947,0.17388823523748947
4,105.288,4,9.01272,1.580244,0.17389030280599702,837.0125,477.0275,0,-115.3937,-9.33,,0.17389030280599702,0.17389030280599702,0.17389030280599702
4,105.388,4,9.01164,1.563321,0.17389255124090675,837.785,477.6963,0,-115.3936,-9.33,,0.17389255124090675,0.17389255124090675,0.17389255124090675
4,105.488,4,9.017472,1.561029,0.17389493861841604,838.55,477.3625,0,-115.3937,-9.33,,0.17389493861841604,0.17389493861841604,0.17389493861841604
4,105.588,4,9.017293,1.591915,0.17389739710244176,839.3262,477.5575,0,-115.3937,-9.33,,0.17389739710244176,0.17389739710244176,0.17389739710244176
4,105.688,4,9.008809,1.553401,0.1738998376712859,840.1163,477.1637,0,-115.3939,-9.33,,0.1738998376712859,0.1738998376712859,0.1738998376712859
4,105.788,4,9.008998,1.580955,0.1739021739122024,840.8813,477.36,0,-115.3939,-9.33,,0.1739021739122024,0.1739021739122024,0.1739021739122024
4,105.888,4,9.010215,1.557749,0.1739043418017214,841.8412,477.6688,0,-115.3939,-9.33,,0.1739043418017214,0.1739043418017214,0.1739043418017214
4,105.988,4,9.013593,1.571284,0.17390630186245917,842.6138,477.4837,0,-115.3941,-9.33,,0.17390630186245917,0.17390630186245917,0.17390630186245917
4,106.088,4,9.014187,1.576987,0.17390803897343532,843.3875,477.1912,0,-115.3941,-9.33,,0.17390803897343532,0.17390803897343532,0.17390803897343532
4,106.188,4,9.018652,1.553839,0.1739095720029523,844.145,477.805,0,-115.394,-9.33,,0.1739095720029523,0.1739095720029523,0.1739095720029523
4,106.288,4,9.014385,1.5776,0.17391095960729056,844.9088,477.475,0,-115.3936,-9.33,,0.17391095960729056,0.17391095960729056,0.17391095960729056
4,106.388,4,9.014277,1.54978,0.17391229008708842,845.6775,477.2763,0,-115.3936,-9.33,,0.17391229008708842,0.17391229008708842,0.17391229008708842
4,106.488,4,9.016541,1.56588,0.17391365686901644,846.6412,477.4,0,-115.3939,-9.33,,0.17391365686901644,0.17391365686901644,0.17391365686901644
4,106.588,4,9.018395,1.576035,0.17391513502146783,847.4088,477.5162,0,-115.3941,-9.33,,0.17391513502146783,0.17391513502146783,0.17391513502146783
4,106.688,4,9.016571,1.556502,0.17391677209595144,848.1812,477.785,0,-115.3941,-9.33,,0.17391677209595144,0.17391677209595144,0.17391677209595144
4,106.788,4,9.01102,1.585011,0.17391858675984584,848.9575,477.3613,0,-115.394,-9.33,,0.17391858675984584,0.17391858675984584,0.17391858675984584
4,106.888,4,9.011302,1.55167,0.1739205718665734,849.6738,477.545,0,-115.3938,-9.33,,0.1739205718665734,0.1739205718665734,0.1739205718665734
4,106.988,4,9.013927,1.569823,0.17392269817647799,850.44,477.5988,0,-115.3938,-9.33,,0.17392269817647799,0.17392269817647799,0.17392269817647799
4,107.088,4,9.013937,1.579672,0.17392491274875127,851.2063,477.5412,0,-115.3938,-9.33,,0.17392491274875127,0.17392491274875127,0.17392491274875127
4,107.188,4,9.019039,1.560119,0.17392714219442532,852.1562,477.3912,0,-115.394,-9.33,,0.17392714219442532,0.17392714219442532,0.17392714219442532
4,107.288,4,9.015051,1.581065,0.1739293074175992,852.9288,477.6175,0,-115.394,-9.33,,0.1739293074175992,0.1739293074175992,0.1739293074175992
4,107.388,4,9.014215,1.54852,0.17393133696359278,853.7025,477.6212,0,-115.394,-9.33,,0.17393133696359278,0.17393133696359278,0.17393133696359278
4,107.488,4,9.017547,1.578711,0.17393316686201682,854.4788,477.19,0,-115.3941,-9.33,,0.17393316686201682,0.17393316686201682,0.17393316686201682
4,107.588,4,9.018454,1.565432,0.1739347380409075,855.2525,477.6162,0,-115.3941,-9.33,,0.1739347380409075,0.1739347380409075,0.1739347380409075
4,107.688,4,9.013853,1.556859,0.17393600152830185,856.0225,477.5638,0,-115.3943,-9.33,,0.17393600152830185,0.17393600152830185,0.17393600152830185
4,107.788,4,9.018497,1.586346,0.17393692135477673,856.79,477.5188,0,-115.3945,-9.33,,0.17393692135477673,0.17393692135477673,0.17393692135477673
4,107.888,4,9.015974,1.546769,0.1739374710962705,857.7575,477.3262,0,-115.3947,-9.33,,0.1739374710962705,0.1739374710962705,0.1739374710962705
4,107.988,4,9.019129,1.57962,0.17393763013428779,858.5313,477.1525,0,-115.3947,-9.33,,0.17393763013428779,0.17393763013428779,0.17393763013428779
4,108.088,4,9.021367,1.567842,0.1739373849045565,859.295,477.5775,0,-115.3947,-9.33,,0.1739373849045565,0.1739373849045565,0.1739373849045565
4,108.188,4,9.024095,1.563773,0.1739367355780779,860.0488,477.4387,0,-115.3947,-9.33,,0.1739367355780779,0.1739367355780779,0.1739367355780779
4,108.288,4,9.019216,1.581173,0.17393570355143698,860.8137,477.1463,0,-115.3949,-9.33,,0.17393570355143698,0.17393570355143698,0.17393570355143698
4,108.388,4,9.020005,1.541385,0.1739343345286625,861.5787,477.6588,0,-115.3949,-9.33,,0.1739343345286625,0.1739343345286625,0.1739343345286625
4,108.488,4,9.022643,1.575155,0.17393269107839895,862.4,477.4237,0,-115.3948,-9.33,,0.17393269107839895,0.17393269107839895,0.17393269107839895
4,108.588,4,9.019213,1.565361,0.17393083792875969,863.1687,477.3325,0,-115.3946,-9.33,,0.17393083792875969,0.17393083792875969,0.17393083792875969
