Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_3N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Velocity (rpm),XYZ.X Position (mm),XYZ.Y Position (mm),XYZ.Z Position (mm),
4,178.844,4,2.989788,0.5358881,0.1792395,118.9625,0,-9.33,-114.6104,
4,178.944,4,3.004021,0.5471404,0.182136,119.13,0,-9.33,-114.6105,
4,179.044,4,2.992804,0.5378593,0.1797175,119.3838,0,-9.33,-114.6106,
4,179.144,4,2.991355,0.5397331,0.180431,120.0313,0,-9.33,-114.6106,
4,179.244,4,3.0049,0.5622377,0.187107,119.5525,0,-9.33,-114.6107,
4,179.344,4,2.996262,0.5384243,0.1796987,119.0512,0,-9.33,-114.6109,
4,179.444,4,3.010157,0.5582986,0.1854716,118.9513,0,-9.33,-114.6111,
4,179.544,4,3.001711,0.5419023,0.1805311,119.3025,0,-9.33,-114.6111,
4,179.644,4,2.99886,0.5434449,0.1812172,119.0862,0,-9.33,-114.6111,
4,179.744,4,3.013501,0.5380151,0.1785349,119.1338,0,-9.33,-114.6111,
4,179.844,4,3.005275,0.5157573,0.1716173,119.115,0,-9.33,-114.6108,
4,179.944,4,3.018257,0.5229406,0.1732591,118.9875,0,-9.33,-114.6106,
7,0.193,7,3.02874,0.5627151,0.1857918,146.4725,0,-12.33,-114.613,
7,0.293,7,3.032292,0.5575452,0.1838693,156.3087,0,-12.33,-114.6126,
7,0.393,7,3.029505,0.5777183,0.1906972,158.6263,0,-12.33,-114.6126,
7,0.493,7,3.021529,0.5583311,0.1847843,158.7775,0,-12.33,-114.6127,
7,0.593,7,3.023192,0.5579609,0.1845602,159.1237,0,-12.33,-114.6126,
7,0.693,7,3.02257,0.5382912,0.1780906,159.3613,0,-12.33,-114.6124,
7,0.793,7,3.016938,0.5621079,0.1863173,159.3975,0,-12.33,-114.6124,
7,0.893,7,3.011154,0.5502872,0.1827496,159.4738,0,-12.33,-114.6123,
7,0.993,7,3.020412,0.5583603,0.1848623,159.4612,0,-12.33,-114.6123,
7,1.093,7,3.018161,0.5523948,0.1830236,159.2188,0,-12.33,-114.6122,
7,1.193,7,3.009597,0.5638452,0.1873491,159.18,0,-12.33,-114.6121,
7,1.293,7,3.01021,0.5596268,0.1859096,159.0612,0,-12.33,-114.6122,
7,1.393,7,3.01756,0.5580161,0.1849229,158.92,0,-12.33,-114.6123,
7,1.493,7,3.013433,0.5649623,0.1874813,158.6625,0,-12.33,-114.6122,
7,1.593,7,3.006473,0.5550252,0.1846101,159.0012,0,-12.33,-114.6118,
7,1.693,7,3.007616,0.5635303,0.1873678,159.0912,0,-12.33,-114.6116,
7,1.793,7,3.011176,0.5546972,0.1842128,158.7912,0,-12.33,-114.6116,
7,1.893,7,3.011003,0.5728893,0.1902653,158.9125,0,-12.33,-114.6117,
7,1.993,7,3.002231,0.5484622,0.1826848,158.7287,0,-12.33,-114.6116,
7,2.093,7,3.009294,0.5672648,0.1885043,159.2137,0,-12.33,-114.6117,
7,2.193,7,3.009012,0.5527228,0.1836891,159.1062,0,-12.33,-114.6116,
7,2.293,7,3.005027,0.5735518,0.1908641,159.43,0,-12.33,-114.6115,
7,2.393,7,2.99969,0.5478484,0.182635,159.5187,0,-12.33,-114.6115,
7,2.493,7,3.010882,0.5677422,0.1885634,159.59,0,-12.33,-114.6117,
7,2.593,7,3.006656,0.5560027,0.184924,159.1687,0,-12.33,-114.6116,
7,2.693,7,3.003253,0.5684631,0.1892824,159.44,0,-12.33,-114.6117,
7,2.793,7,2.99972,0.5535606,0.1845374,159.34,0,-12.33,-114.6117,
7,2.893,7,3.009501,0.5639687,0.1873961,159.05,0,-12.33,-114.6115,
7,2.993,7,3.005417,0.5649136,0.1879651,159.055,0,-12.33,-114.6115,
7,3.093,7,3.000182,0.5562267,0.1853977,158.9275,0,-12.33,-114.6116,
7,3.193,7,3.002621,0.5619617,0.187157,159.1325,0,-12.33,-114.6116,
7,3.293,7,3.006823,0.5576426,0.1854591,158.7513,0,-12.33,-114.6116,
7,3.393,7,3.006331,0.5739253,0.1909056,158.7813,0,-12.33,-114.6119,
7,3.493,7,3.000541,0.5504431,0.1834479,158.9575,0,-12.33,-114.612,
7,3.593,7,3.005522,0.564813,0.187925,158.9713,0,-12.33,-114.612,
7,3.693,7,3.006597,0.5534859,0.1840905,158.7775,0,-12.33,-114.6118,
7,3.793,7,3.004863,0.5737012,0.1909242,159.1337,0,-12.33,-114.6118,
7,3.893,7,2.996079,0.5463286,0.1823478,159.3262,0,-12.33,-114.6121,
7,3.993,7,3.008086,0.5686384,0.1890366,159.5,0,-12.33,-114.612,
7,4.093,7,3.006417,0.5530021,0.1839406,159.3525,0,-12.33,-114.6121,
7,4.193,7,3.002269,0.5712202,0.1902628,159.48,0,-12.33,-114.6121,
7,4.293,7,2.998974,0.5521415,0.1841101,159.1687,0,-12.33,-114.612,
7,4.393,7,3.008358,0.5602893,0.1862442,159.2663,0,-12.33,-114.612,
7,4.493,7,3.006925,0.5606595,0.1864561,159.0625,0,-12.33,-114.612,
7,4.593,7,2.999231,0.5613869,0.1871769,158.8425,0,-12.33,-114.6121,
7,4.693,7,2.998869,0.5574088,0.185873,159.2025,0,-12.33,-114.612,
7,4.793,7,3.007371,0.5598282,0.186152,158.8013,0,-12.33,-114.6121,
7,4.893,7,3.004575,0.5698725,0.1896683,158.7975,0,-12.33,-114.612,
7,4.993,7,2.999207,0.5519629,0.1840363,158.9762,0,-12.33,-114.612,
7,5.093,7,3.001302,0.5625138,0.1874232,158.93,0,-12.33,-114.6118,
7,5.193,7,3.004411,0.5537587,0.1843152,158.8475,0,-12.33,-114.6117,
7,5.293,7,3.00143,0.5728666,0.1908646,158.8262,0,-12.33,-114.6117,
7,5.393,7,2.996587,0.5462506,0.1822909,159.1263,0,-12.33,-114.612,
7,5.493,7,3.004009,0.5696549,0.1896316,159.2087,0,-12.33,-114.6122,
7,5.593,7,3.004956,0.5508717,0.1833211,159.5587,0,-12.33,-114.6122,
7,5.693,7,3.000432,0.5727302,0.1908825,159.59,0,-12.33,-114.6121,
7,5.793,7,2.995389,0.5506379,0.1838285,159.4325,0,-12.33,-114.6121,
7,5.893,7,3.007838,0.5650078,0.1878451,159.4375,0,-12.33,-114.6122,
7,5.993,7,3.005167,0.5581817,0.1857407,159.24,0,-12.33,-114.612,
7,6.093,7,2.995921,0.5644071,0.1883918,159.2262,0,-12.33,-114.6121,
7,6.193,7,2.997318,0.5570256,0.1858414,159.24,0,-12.33,-114.6121,
7,6.293,7,3.005058,0.5606043,0.1865536,159.035,0,-12.33,-114.6123,
7,6.393,7,3.003191,0.5679272,0.1891079,158.8813,0,-12.33,-114.6123,
7,6.493,7,2.999949,0.5534729,0.1844941,159.1312,0,-12.33,-114.6124,
7,6.593,7,3.001516,0.5618805,0.1871989,158.9987,0,-12.33,-114.6123,
7,6.693,7,3.004188,0.5571718,0.185465,158.6588,0,-12.33,-114.6122,
7,6.793,7,3.003931,0.5730842,0.1907781,159.0262,0,-12.33,-114.612,
7,6.893,7,2.993785,0.5478516,0.1829963,158.8675,0,-12.33,-114.6121,
7,6.993,7,3.002086,0.5667354,0.1887806,159.055,0,-12.33,-114.6119,
7,7.093,7,3.001646,0.5508165,0.1835048,159.0562,0,-12.33,-114.6118,
7,7.193,7,2.997389,0.5719866,0.1908283,159.295,0,-12.33,-114.6116,
7,7.293,7,2.994308,0.5472963,0.1827789,159.5275,0,-12.33,-114.6116,
7,7.393,7,3.002194,0.56921,0.189598,159.5212,0,-12.33,-114.6114,
7,7.493,7,2.997522,0.5522454,0.184234,159.445,0,-12.33,-114.6114,
7,7.593,7,2.99463,0.5660989,0.189038,159.4037,0,-12.33,-114.6115,
7,7.693,7,2.990457,0.5524402,0.1847344,159.2525,0,-12.33,-114.6115,
7,7.793,7,3.00256,0.5644135,0.1879775,159.1125,0,-12.33,-114.6115,
7,7.893,7,3.002225,0.5637575,0.1877799,159.025,0,-12.33,-114.6115,
7,7.993,7,2.996095,0.5481666,0.1829604,159.0925,0,-12.33,-114.6116,
7,8.093,7,2.997699,0.5640855,0.1881729,158.85,0,-12.33,-114.6115,
7,8.193,7,3.003139,0.5577498,0.1857223,158.78,0,-12.33,-114.6116,
7,8.293,7,3.000844,0.5671219,0.1889875,158.9775,0,-12.33,-114.6116,
7,8.393,7,2.993816,0.5514076,0.1841822,158.9837,0,-12.33,-114.6117,
7,8.493,7,2.998423,0.5653358,0.1885444,158.955,0,-12.33,-114.6118,
7,8.593,7,3.000721,0.5518785,0.1839153,158.7263,0,-12.33,-114.6118,
7,8.693,7,2.998758,0.574276,0.1915046,159.1875,0,-12.33,-114.6117,
7,8.793,7,2.990005,0.5477445,0.1831918,159.3062,0,-12.33,-114.6117,
7,8.893,7,3.001863,0.5732368,0.1909603,159.5675,0,-12.33,-114.6119,
7,8.993,7,2.999754,0.5532099,0.1844184,159.4888,0,-12.33,-114.6118,
7,9.093,7,2.993701,0.5735064,0.191571,159.5037,0,-12.33,-114.6117,
7,9.193,7,2.991565,0.5505925,0.1840483,158.995,0,-12.33,-114.6116,
7,9.293,7,2.999832,0.5647773,0.1882696,159.0262,0,-12.33,-114.6115,
7,9.393,7,3.00007,0.5627768,0.1875879,159.2375,0,-12.33,-114.6115,
7,9.493,7,2.991903,0.5633971,0.1883073,159.2312,0,-12.33,-114.6115,
7,9.593,7,2.991265,0.5594028,0.1870121,159.1525,0,-12.33,-114.6114,
7,9.693,7,2.999268,0.5627086,0.1876153,158.7712,0,-12.33,-114.6114,
7,9.793,7,2.996157,0.5715482,0.1907604,158.9088,0,-12.33,-114.6114,
7,9.893,7,2.988841,0.5525052,0.184856,158.92,0,-12.33,-114.611,
7,9.993,7,2.990974,0.5624813,0.1880596,158.8862,0,-12.33,-114.6111,
7,10.093,7,2.99529,0.5559475,0.1856072,158.855,0,-12.33,-114.611,
7,10.193,7,2.995658,0.5709571,0.1905949,159.05,0,-12.33,-114.6109,
7,10.293,7,2.98719,0.5462247,0.1828557,158.9437,0,-12.33,-114.6109,
7,10.393,7,2.994197,0.5709279,0.1906781,159.1337,0,-12.33,-114.6109,
7,10.493,7,2.993098,0.5509529,0.1840745,159.2925,0,-12.33,-114.6108,
7,10.593,7,2.989491,0.5741071,0.1920418,159.4112,0,-12.33,-114.6109,
7,10.693,7,2.985005,0.5510958,0.1846214,159.5488,0,-12.33,-114.6109,
7,10.793,7,2.999238,0.5637673,0.1879702,159.4775,0,-12.33,-114.6111,
7,10.893,7,2.995076,0.5592014,0.1867069,159.3775,0,-12.33,-114.6111,
7,10.993,7,2.98732,0.5667711,0.1897256,159.3712,0,-12.33,-114.6111,
7,11.093,7,2.987847,0.5584545,0.1869087,159.155,0,-12.33,-114.6111,
7,11.193,7,2.996847,0.5612603,0.1872836,158.9225,0,-12.33,-114.611,
7,11.293,7,2.993946,0.5640206,0.188387,158.935,0,-12.33,-114.6111,
7,11.393,7,2.986704,0.5547264,0.1857319,159.0175,0,-12.33,-114.611,
7,11.493,7,2.990113,0.5650338,0.1889674,158.895,0,-12.33,-114.611,
7,11.593,7,2.99559,0.5574218,0.1860808,158.805,0,-12.33,-114.6114,
7,11.693,7,2.996996,0.575234,0.1919369,158.9425,0,-12.33,-114.6115,
7,11.793,7,2.987745,0.5477931,0.1833467,158.8937,0,-12.33,-114.6116,
7,11.893,7,2.993361,0.5699049,0.1903896,158.7775,0,-12.33,-114.6116,
7,11.993,7,2.994872,0.5533853,0.1847776,159.1187,0,-12.33,-114.6115,
7,12.093,7,2.991522,0.5756886,0.19244,159.1675,0,-12.33,-114.6113,
7,12.193,7,2.987045,0.5470917,0.1831548,159.7125,0,-12.33,-114.6115,
7,12.293,7,2.997547,0.570483,0.1903166,159.5587,0,-12.33,-114.6116,
7,12.393,7,2.994002,0.55598,0.1856979,159.4713,0,-12.33,-114.6116,
7,12.493,7,2.99081,0.5705122,0.1907551,159.0512,0,-12.33,-114.6116,
7,12.593,7,2.987581,0.552791,0.1850297,159.29,0,-12.33,-114.6114,
7,12.693,7,2.997206,0.5634166,0.1879806,159.0425,0,-12.33,-114.6114,
7,12.793,7,2.995327,0.5658164,0.1888997,159.0525,0,-12.33,-114.6117,
7,12.893,7,2.988726,0.5578407,0.1866483,159.215,0,-12.33,-114.6118,
7,12.993,7,2.991497,0.5620332,0.1878769,158.9375,0,-12.33,-114.6117,
7,13.093,7,2.998497,0.5589644,0.1864148,158.9225,0,-12.33,-114.6117,
7,13.193,7,2.995677,0.5730777,0.1913016,158.8288,0,-12.33,-114.612,
7,13.293,7,2.991389,0.5499852,0.1838561,158.8037,0,-12.33,-114.612,
7,13.393,7,2.995169,0.5696322,0.1901836,158.9262,0,-12.33,-114.6121,
7,13.493,7,2.998566,0.5577271,0.185998,159.11,0,-12.33,-114.612,
7,13.593,7,2.999953,0.5679207,0.1893099,159.4362,0,-12.33,-114.6118,
7,13.693,7,2.990076,0.5447081,0.182172,159.5737,0,-12.33,-114.612,
7,13.793,7,2.997764,0.5731556,0.1911944,159.2312,0,-12.33,-114.6121,
7,13.893,7,2.99751,0.5543562,0.1849389,159.4775,0,-12.33,-114.612,
7,13.993,7,2.99189,0.580261,0.1939446,159.5025,0,-12.33,-114.6118,
7,14.093,7,2.989383,0.5496312,0.1838611,159.5037,0,-12.33,-114.6118,
7,14.193,7,2.998878,0.56669,0.1889673,159.2038,0,-12.33,-114.6121,
7,14.293,7,2.997485,0.563803,0.188092,159.2562,0,-12.33,-114.6121,
7,14.393,7,2.990667,0.566086,0.1892842,159.26,0,-12.33,-114.612,
7,14.493,7,2.991014,0.5629424,0.1882112,158.9388,0,-12.33,-114.612,
7,14.593,7,2.998575,0.5643031,0.1881904,158.845,0,-12.33,-114.6122,
7,14.693,7,2.997107,0.5722139,0.1909221,158.8575,0,-12.33,-114.6125,
7,14.793,7,2.993479,0.556191,0.1858009,158.935,0,-12.33,-114.6127,
7,14.893,7,2.997021,0.5686579,0.1897411,159,0,-12.33,-114.6129,
7,14.993,7,3.000522,0.5604192,0.1867739,158.8625,0,-12.33,-114.6129,
7,15.093,7,3.000956,0.5759744,0.1919303,158.9612,0,-12.33,-114.6129,
7,15.193,7,2.991618,0.5500242,0.1838551,158.85,0,-12.33,-114.613,
7,15.293,7,3.001696,0.5728763,0.1908509,159.1487,0,-12.33,-114.613,
7,15.393,7,3.000575,0.555337,0.1850768,159.2412,0,-12.33,-114.6127,
7,15.493,7,2.995562,0.5765525,0.1924689,159.62,0,-12.33,-114.6125,
7,15.593,7,2.993767,0.5589384,0.1867007,159.5775,0,-12.33,-114.6125,
7,15.693,7,3.003711,0.5735161,0.1909358,159.545,0,-12.33,-114.6127,
7,15.793,7,2.999352,0.5590683,0.1863963,159.1837,0,-12.33,-114.6127,
7,15.893,7,2.992287,0.5693561,0.1902746,159.2188,0,-12.33,-114.6125,
7,15.993,7,2.991581,0.5601789,0.1872518,159,0,-12.33,-114.6126,
7,16.093,7,3.002501,0.567687,0.1890714,159.125,0,-12.33,-114.6127,
7,16.193,7,3.000123,0.5712429,0.1904065,159.1875,0,-12.33,-114.6129,
7,16.293,7,2.993603,0.5566522,0.1859473,158.975,0,-12.33,-114.6129,
7,16.393,7,2.998095,0.5690606,0.1898074,158.8775,0,-12.33,-114.6129,
7,16.493,7,3.002281,0.5615688,0.1870474,158.7137,0,-12.33,-114.6131,
7,16.593,7,3.000206,0.5756269,0.1918624,158.9225,0,-12.33,-114.613,
7,16.693,7,2.993525,0.5530086,0.1847349,158.9675,0,-12.33,-114.6131,
7,16.793,7,3.000278,0.5734349,0.1911273,159.0775,0,-12.33,-114.613,
7,16.893,7,3.000782,0.5551161,0.1849905,159.3975,0,-12.33,-114.6127,
7,16.993,7,2.996553,0.5782703,0.1929785,159.5087,0,-12.33,-114.6124,
7,17.093,7,2.988608,0.5528852,0.1849975,159.3362,0,-12.33,-114.6124,
7,17.193,7,3.001578,0.5732563,0.190985,159.45,0,-12.33,-114.6123,
7,17.293,7,2.99846,0.55396,0.1847482,159.3275,0,-12.33,-114.6124,
7,17.393,7,2.993073,0.5685833,0.1899664,159.6925,0,-12.33,-114.6124,
7,17.493,7,2.991757,0.5585584,0.1866991,159.1413,0,-12.33,-114.6126,
7,17.593,7,3.001962,0.568921,0.1895164,159.3487,0,-12.33,-114.6129,
7,17.693,7,3.001111,0.5675051,0.1890984,159.09,0,-12.33,-114.6129,
7,17.793,7,2.993473,0.5623742,0.1878668,159.0375,0,-12.33,-114.6129,
7,17.893,7,2.995445,0.5679792,0.1896143,158.8488,0,-12.33,-114.6131,
7,17.993,7,3.001844,0.5635172,0.1877237,158.8013,0,-12.33,-114.6131,
7,18.093,7,2.999281,0.573594,0.1912439,159.025,0,-12.33,-114.6128,
7,18.193,7,2.992633,0.553762,0.1850417,158.9175,0,-12.33,-114.6131,
7,18.293,7,2.997826,0.5770915,0.1925034,158.9037,0,-12.33,-114.6131,
7,18.393,7,3.000247,0.5546972,0.1848839,158.925,0,-12.33,-114.6129,
7,18.493,7,2.99847,0.5784068,0.1929007,159.1012,0,-12.33,-114.6128,
7,18.593,7,2.992742,0.5523655,0.1845684,159.345,0,-12.33,-114.6129,
7,18.693,7,3.000268,0.5764453,0.1921312,159.405,0,-12.33,-114.6128,
7,18.793,7,2.998327,0.5568081,0.1857062,159.53,0,-12.33,-114.6128,
7,18.893,7,2.995736,0.5759322,0.1922507,159.6512,0,-12.33,-114.6128,
7,18.993,7,2.990541,0.5560189,0.1859259,159.2562,0,-12.33,-114.6129,
7,19.093,7,3.002606,0.5755425,0.191681,159.1125,0,-12.33,-114.6127,
7,19.193,7,2.999603,0.5645402,0.188205,158.9812,0,-12.33,-114.6125,
7,19.293,7,2.990732,0.571467,0.1910793,159.055,0,-12.33,-114.6126,
7,19.393,7,2.995008,0.5669076,0.1892841,158.89,0,-12.33,-114.6128,
7,19.493,7,2.999922,0.5672518,0.1890889,158.9,0,-12.33,-114.6127,
7,19.593,7,2.996869,0.5739123,0.191504,159.065,0,-12.33,-114.6127,
7,19.693,7,2.992872,0.5583636,0.1865645,159.06,0,-12.33,-114.6129,
7,19.793,7,2.996918,0.5747274,0.1917728,158.7525,0,-12.33,-114.6129,
7,19.893,7,2.998875,0.5604387,0.186883,158.6588,0,-12.33,-114.613,
7,19.993,7,3.000956,0.578436,0.1927506,158.9875,0,-12.33,-114.613,
7,20.093,7,2.989184,0.5522974,0.1847652,159.1012,0,-12.33,-114.6128,
7,20.193,7,2.999018,0.5776241,0.1926044,159.2787,0,-12.33,-114.6127,
7,20.293,7,2.997247,0.5536256,0.1847114,159.3288,0,-12.33,-114.6125,
7,20.393,7,2.992702,0.5780106,0.1931401,159.62,0,-12.33,-114.6123,
7,20.493,7,2.987714,0.5551681,0.185817,159.4738,0,-12.33,-114.6122,
7,20.593,7,2.996615,0.5773481,0.1926668,159.19,0,-12.33,-114.6118,
7,20.693,7,2.993321,0.5611986,0.1874836,159.2137,0,-12.33,-114.6118,
7,20.793,7,2.988172,0.5690768,0.1904431,159.1812,0,-12.33,-114.6118,
7,20.893,7,2.985348,0.5629976,0.1885869,159.055,0,-12.33,-114.6118,
7,20.993,7,2.996005,0.5716066,0.1907896,158.8488,0,-12.33,-114.6119,
7,21.093,7,2.994048,0.5695217,0.1902179,159.1138,0,-12.33,-114.6123,
7,21.193,7,2.988085,0.5585747,0.186934,158.8813,0,-12.33,-114.6125,
7,21.293,7,2.993308,0.5724477,0.1912425,158.9762,0,-12.33,-114.6124,
7,21.393,7,2.996581,0.5626209,0.1877543,158.905,0,-12.33,-114.6124,
7,21.493,7,2.994869,0.5776046,0.1928647,159.0313,0,-12.33,-114.6123,
7,21.593,7,2.988225,0.5514433,0.1845388,159.4862,0,-12.33,-114.6121,
7,21.693,7,2.992599,0.5766141,0.19268,159.1075,0,-12.33,-114.6121,
7,21.793,7,2.993426,0.5575452,0.1862566,158.6312,0,-12.33,-114.6122,
7,21.893,7,2.990667,0.5777929,0.1931987,159.2688,0,-12.33,-114.6122,
7,21.993,7,2.985918,0.5514725,0.1846911,159.2162,0,-12.33,-114.6121,
7,22.093,7,2.998953,0.5747209,0.1916405,159.585,0,-12.33,-114.6122,
7,22.193,7,2.993813,0.5549213,0.185356,159.5275,0,-12.33,-114.6121,
7,22.293,7,2.98732,0.5743117,0.1922498,159.4413,0,-12.33,-114.6119,
7,22.393,7,2.985766,0.5590358,0.1872336,159.08,0,-12.33,-114.6119,
7,22.493,7,2.995383,0.5734771,0.1914537,158.855,0,-12.33,-114.6117,
7,22.593,7,2.992231,0.5664951,0.189322,159.1037,0,-12.33,-114.6116,
7,22.693,7,2.983438,0.5609453,0.1880198,159.0262,0,-12.33,-114.6114,
7,22.793,7,2.986522,0.5682974,0.1902874,158.9563,0,-12.33,-114.6116,
7,22.893,7,2.993531,0.565167,0.1887961,158.8187,0,-12.33,-114.6116,
7,22.993,7,2.991027,0.5743474,0.1920235,158.955,0,-12.33,-114.6116,
7,23.093,7,2.984707,0.5533301,0.1853884,158.7412,0,-12.33,-114.6117,
7,23.193,7,2.988522,0.5785301,0.193584,158.7562,0,-12.33,-114.6118,
7,23.293,7,2.992757,0.5551421,0.1854952,158.7562,0,-12.33,-114.6122,
7,23.393,7,2.993169,0.5798194,0.1937142,159.2,0,-12.33,-114.6123,
7,23.493,7,2.986837,0.5493682,0.1839297,159.4075,0,-12.33,-114.6125,
7,23.593,7,2.995943,0.5798941,0.1935598,159.4662,0,-12.33,-114.6125,
7,23.693,7,2.9956,0.5567983,0.1858721,159.4675,0,-12.33,-114.6125,
7,23.793,7,2.991333,0.5764226,0.1926976,159.5837,0,-12.33,-114.6125,
7,23.893,7,2.988169,0.5534664,0.1852193,159.345,0,-12.33,-114.6125,
7,23.993,7,2.997658,0.5759354,0.1921284,159.4162,0,-12.33,-114.6124,
7,24.093,7,2.994739,0.5631665,0.188052,159.25,0,-12.33,-114.6122,
7,24.193,7,2.985048,0.5690444,0.1906316,159.3787,0,-12.33,-114.6121,
7,24.293,7,2.987735,0.5663685,0.1895645,159.0237,0,-12.33,-114.6121,
7,24.393,7,2.995482,0.5669043,0.1892531,159.0025,0,-12.33,-114.612,
7,24.493,7,2.991513,0.5736135,0.191747,158.8362,0,-12.33,-114.6118,
7,24.593,7,2.98415,0.5575907,0.1868508,158.7462,0,-12.33,-114.6116,
7,24.693,7,2.989327,0.574263,0.1921045,158.9388,0,-12.33,-114.6117,
7,24.793,7,2.9915,0.5605264,0.187373,158.885,0,-12.33,-114.612,
7,24.893,7,2.993894,0.5799006,0.1936944,159.0337,0,-12.33,-114.6123,
7,24.993,7,2.985392,0.554642,0.1857854,158.8725,0,-12.33,-114.6126,
7,25.093,7,2.995928,0.5779131,0.1928996,159.0987,0,-12.33,-114.6127,
7,25.193,7,2.995565,0.5563924,0.1857387,159.2575,0,-12.33,-114.6128,
7,25.293,7,2.991887,0.5784879,0.1933522,159.4925,0,-12.33,-114.6125,
7,25.393,7,2.985887,0.5550771,0.1859002,159.475,0,-12.33,-114.6125,
7,25.493,7,2.998151,0.575182,0.1918456,159.2675,0,-12.33,-114.6127,
7,25.593,7,2.996717,0.5616078,0.1874077,159.2437,0,-12.33,-114.6127,
7,25.693,7,2.989875,0.5661249,0.1893474,159.5638,0,-12.33,-114.6126,
7,25.793,7,2.989466,0.5633808,0.1884553,159.03,0,-12.33,-114.6126,
7,25.893,7,2.99829,0.5717202,0.1906821,159.0987,0,-12.33,-114.6124,
7,25.993,7,2.993757,0.571048,0.1907463,158.965,0,-12.33,-114.6124,
7,26.093,7,2.988401,0.5570289,0.186397,159.1113,0,-12.33,-114.6125,
7,26.193,7,2.991664,0.5722626,0.1912857,158.9012,0,-12.33,-114.6126,
7,26.293,7,2.995268,0.5651734,0.1886888,158.935,0,-12.33,-114.6126,
7,26.393,7,2.995116,0.5777313,0.1928911,159.0325,0,-12.33,-114.6126,
7,26.493,7,2.986367,0.5561455,0.1862281,158.9975,0,-12.33,-114.6124,
7,26.593,7,2.992739,0.5757861,0.1923944,159.0287,0,-12.33,-114.6123,
7,26.693,7,2.993497,0.5593638,0.1868596,158.9437,0,-12.33,-114.6123,
7,26.793,7,2.99002,0.5784749,0.1934686,159.3975,0,-12.33,-114.612,
7,26.893,7,2.983345,0.5571718,0.1867608,159.4088,0,-12.33,-114.612,
7,26.993,7,2.994352,0.5808131,0.1939695,159.37,0,-12.33,-114.6122,
7,27.093,7,2.991965,0.5564476,0.1859807,159.4238,0,-12.33,-114.6125,
7,27.193,7,2.991011,0.5747209,0.1921494,159.345,0,-12.33,-114.6125,
7,27.293,7,2.986952,0.5560189,0.1861493,159.1312,0,-12.33,-114.6123,
7,27.393,7,2.99598,0.5707785,0.1905148,159.0975,0,-12.33,-114.6124,
7,27.493,7,2.995395,0.568226,0.1896999,159.1613,0,-12.33,-114.6124,
7,27.593,7,2.987063,0.5644298,0.1889581,158.9063,0,-12.33,-114.6123,
7,27.693,7,2.99002,0.5636699,0.1885171,158.9137,0,-12.33,-114.612,
7,27.793,7,2.991869,0.5668231,0.1894545,158.8062,0,-12.33,-114.6118,
7,27.893,7,2.989064,0.5782833,0.1934664,158.9312,0,-12.33,-114.6117,
7,27.993,7,2.984215,0.556545,0.1864963,158.9937,0,-12.33,-114.6119,
7,28.093,7,2.988206,0.5756399,0.1926373,159.015,0,-12.33,-114.6119,
7,28.193,7,2.991222,0.5589676,0.1868693,159.3062,0,-12.33,-114.6118,
7,28.293,7,2.991184,0.5833688,0.1950293,158.9863,0,-12.33,-114.612,
7,28.393,7,2.981072,0.5550836,0.1862027,159.1563,0,-12.33,-114.612,
7,28.493,7,2.991435,0.5782996,0.1933184,159.2387,0,-12.33,-114.6121,
7,28.593,7,2.990435,0.5596528,0.1871476,159.4588,0,-12.33,-114.612,
7,28.693,7,2.986742,0.5806767,0.1944181,159.5375,0,-12.33,-114.6121,
7,28.793,7,2.985692,0.5570191,0.1865628,159.4812,0,-12.33,-114.6122,
7,28.893,7,2.994999,0.5761141,0.1923587,159.3175,0,-12.33,-114.6124,
7,28.993,7,2.992974,0.5641602,0.1884949,159.1862,0,-12.33,-114.6123,
7,29.093,7,2.985717,0.5709896,0.1912404,158.9825,0,-12.33,-114.6122,
7,29.193,7,2.985844,0.5683104,0.190335,159.1225,0,-12.33,-114.6122,
7,29.293,7,2.993779,0.5675928,0.1895908,158.9487,0,-12.33,-114.6122,
7,29.393,7,2.990655,0.5757309,0.19251,159.0713,0,-12.33,-114.6122,
7,29.493,7,2.985488,0.5627151,0.1884835,158.985,0,-12.33,-114.6124,
7,29.593,7,2.9919,0.5743961,0.1919837,158.9825,0,-12.33,-114.6124,
7,29.693,7,2.991729,0.5620397,0.1878645,158.8525,0,-12.33,-114.6124,
7,29.793,7,2.992315,0.5805728,0.1940213,158.855,0,-12.33,-114.6126,
7,29.893,7,2.986091,0.5563144,0.1863019,159.1162,0,-12.33,-114.6126,
7,29.993,7,2.994051,0.5759939,0.1923794,159.0225,0,-12.33,-114.6127,
7,30.093,7,2.992089,0.5602146,0.187232,159.5013,0,-12.33,-114.6127,
7,30.193,7,2.990754,0.5787899,0.1935264,159.47,0,-12.33,-114.6127,
7,30.293,7,2.985553,0.555665,0.186118,159.5462,0,-12.33,-114.6129,
7,30.393,7,2.999433,0.5813522,0.1938207,159.5612,0,-12.33,-114.6131,
7,30.493,7,2.995271,0.5644428,0.1884446,159.1475,0,-12.33,-114.6128,
7,30.593,7,2.988413,0.5713143,0.1911765,159.1475,0,-12.33,-114.6128,
7,30.693,7,2.98868,0.5638712,0.188669,159.2562,0,-12.33,-114.6131,
