Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius
Rotary_3N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Velocity (rpm),Rotary.Position (rev),XYZ.Y Position (mm),XYZ.X Position (mm),XYZ.Z Position (mm),RTC.Temperature (°C),,DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step)
4,64.048,4,2.990599,0.4165871,0.13946463570244141,119.4088,127.10875,-9.33,0,-116.3773,25.1,,34.86615892561036,34.86615892561036,34.86615892561036,0.13946463570244141,0.13946463570244141,0.13946463570244141,0.13946463570244141,0.13946463570244141
4,64.148,4,3.010975,0.4284045,0.13948096090197035,119.285,127.30005,-9.33,0,-116.3774,25.1,,34.87024022549259,34.87024022549259,34.87024022549259,0.13948096090197035,0.13948096090197035,0.13948096090197035,0.13948096090197035,0.13948096090197035
4,64.248,4,3.003863,0.4040488,0.13949733062991115,119.2575,127.48995,-9.33,0,-116.3774,25.1,,34.87433265747779,34.87433265747779,34.87433265747779,0.13949733062991115,0.13949733062991115,0.13949733062991115,0.13949733062991115,0.13949733062991115
4,64.348,4,2.999674,0.4264236,0.13951392098381207,119.4437,127.72755,-9.33,0,-116.3776,25.1,,34.87848024595302,34.87848024595302,34.87848024595302,0.13951392098381207,0.13951392098381207,0.13951392098381207,0.13951392098381207,0.13951392098381207
4,64.448,4,2.995219,0.4160156,0.13953087542626785,119.5125,127.92125,-9.33,0,-116.3777,25.1,,34.88271885656696,34.88271885656696,34.88271885656696,0.13953087542626785,0.13953087542626785,0.13953087542626785,0.13953087542626785,0.13953087542626785
4,64.548,4,2.990138,0.4173698,0.1395482648113637,119.2025,128.11255,-9.33,0,-116.3778,25.1,,34.88706620284093,34.88706620284093,34.88706620284093,0.1395482648113637,0.1395482648113637,0.1395482648113637,0.1395482648113637,0.1395482648113637
4,64.648,4,3.013483,0.4267061,0.13956609553040625,119.165,128.30125,-9.33,0,-116.3778,25.1,,34.89152388260156,34.89152388260156,34.89152388260156,0.13956609553040625,0.13956609553040625,0.13956609553040625,0.13956609553040625,0.13956609553040625
4,64.748,4,3.004464,0.4171554,0.13958432288439726,119.1963,128.49255,-9.33,0,-116.378,25.1,,34.89608072109932,34.89608072109932,34.89608072109932,0.13958432288439726,0.13958432288439726,0.13958432288439726,0.13958432288439726,0.13958432288439726
4,64.848,4,3.001783,0.4301322,0.1396028418154619,119.3213,128.68495,-9.33,0,-116.3779,25.1,,34.90071045386547,34.90071045386547,34.90071045386547,0.1396028418154619,0.1396028418154619,0.1396028418154619,0.1396028418154619,0.1396028418154619
4,64.948,4,2.996987,0.4203509,0.1396214725351307,119.6813,128.87755,-9.33,0,-116.3779,25.1,,34.90536813378267,34.90536813378267,34.90536813378267,0.1396214725351307,0.1396214725351307,0.1396214725351307,0.1396214725351307,0.1396214725351307
4,65.048,4,2.991934,0.419919,0.1396399692094865,119.3525,129.11875,-9.33,0,-116.3779,25.1,,34.90999230237162,34.90999230237162,34.90999230237162,0.1396399692094865,0.1396399692094865,0.1396399692094865,0.1396399692094865,0.1396399692094865
4,65.148,4,3.014173,0.4347793,0.13965803520602166,119.4088,129.30495,-9.33,0,-116.3777,25.1,,34.91450880150541,34.91450880150541,34.91450880150541,0.13965803520602166,0.13965803520602166,0.13965803520602166,0.13965803520602166,0.13965803520602166
4,65.248,4,3.006773,0.4160578,0.13967534327524034,119.14,129.49745,-9.33,0,-116.3775,25.1,,34.91883581881009,34.91883581881009,34.91883581881009,0.13967534327524034,0.13967534327524034,0.13967534327524034,0.13967534327524034,0.13967534327524034
4,65.348,4,3.002547,0.4353021,0.13969156886567505,119.8375,129.68755,-9.33,0,-116.3776,25.1,,34.92289221641876,34.92289221641876,34.92289221641876,0.13969156886567505,0.13969156886567505,0.13969156886567505,0.13969156886567505,0.13969156886567505
4,65.448,4,2.997451,0.4213998,0.1397064379190748,119.945,129.87995,-9.33,0,-116.3775,25.1,,34.9266094797687,34.9266094797687,34.9266094797687,0.1397064379190748,0.1397064379190748,0.1397064379190748,0.1397064379190748,0.1397064379190748
4,65.548,4,2.991219,0.4115958,0.1397197880882577,119.275,130.07125,-9.33,0,-116.3774,25.1,,34.929947022064425,34.929947022064425,34.929947022064425,0.1397197880882577,0.1397197880882577,0.1397197880882577,0.1397197880882577,0.1397197880882577
4,65.648,4,3.011523,0.4332822,0.1397315987795383,119.1162,130.30745,-9.33,0,-116.3773,25.1,,34.932899694884576,34.932899694884576,34.932899694884576,0.1397315987795383,0.1397315987795383,0.1397315987795383,0.1397315987795383,0.1397315987795383
4,65.748,4,3.004984,0.4162461,0.1397419801662433,119.1,130.49745,-9.33,0,-116.3776,25.1,,34.93549504156083,34.93549504156083,34.93549504156083,0.1397419801662433,0.1397419801662433,0.1397419801662433,0.1397419801662433,0.1397419801662433
4,65.848,4,3.001569,0.4292521,0.13975114701540775,119.9313,130.68755,-9.33,0,-116.3776,25.1,,34.93778675385194,34.93778675385194,34.93778675385194,0.13975114701540775,0.13975114701540775,0.13975114701540775,0.13975114701540775,0.13975114701540775
4,65.948,4,2.993216,0.4233385,0.13975938057664827,119.62,130.87505,-9.33,0,-116.3774,25.1,,34.93984514416207,34.93984514416207,34.93984514416207,0.13975938057664827,0.13975938057664827,0.13975938057664827,0.13975938057664827,0.13975938057664827
4,66.048,4,2.987085,0.4066987,0.13976699619845406,119.2237,131.06875,-9.33,0,-116.3776,25.1,,34.94174904961351,34.94174904961351,34.94174904961351,0.13976699619845406,0.13976699619845406,0.13976699619845406,0.13976699619845406,0.13976699619845406
4,66.148,4,3.009105,0.427242,0.1397743210147016,119.3875,131.30625,-9.33,0,-116.3776,25.1,,34.9435802536754,34.9435802536754,34.9435802536754,0.1397743210147016,0.1397743210147016,0.1397743210147016,0.1397743210147016,0.1397743210147016
4,66.248,4,3.00056,0.4161227,0.13978167365592128,119.2025,131.49495,-9.33,0,-116.3778,25.1,,34.94541841398032,34.94541841398032,34.94541841398032,0.13978167365592128,0.13978167365592128,0.13978167365592128,0.13978167365592128,0.13978167365592128
4,66.348,4,2.998027,0.4316812,0.1397893455293475,119.8288,131.68495,-9.33,0,-116.3777,25.1,,34.94733638233687,34.94733638233687,34.94733638233687,0.1397893455293475,0.1397893455293475,0.1397893455293475,0.1397893455293475,0.1397893455293475
4,66.448,4,2.993219,0.4320319,0.13979758443605303,119.2838,131.87755,-9.33,0,-116.3777,25.1,,34.94939610901326,34.94939610901326,34.94939610901326,0.13979758443605303,0.13979758443605303,0.13979758443605303,0.13979758443605303,0.13979758443605303
4,66.548,4,2.988268,0.4139632,0.1398065844508116,119.3612,132.07005,-9.33,0,-116.3778,25.1,,34.951646112702896,34.951646112702896,34.951646112702896,0.1398065844508116,0.1398065844508116,0.1398065844508116,0.1398065844508116,0.1398065844508116
4,66.648,4,3.008826,0.4378643,0.13981646958527455,119.275,132.25745,-9.33,0,-116.3778,25.1,,34.95411739631864,34.95411739631864,34.95411739631864,0.13981646958527455,0.13981646958527455,0.13981646958527455,0.13981646958527455,0.13981646958527455
4,66.748,4,3.002581,0.4269399,0.13982728473371547,119.1963,132.49875,-9.33,0,-116.378,25.1,,34.95682118342887,34.95682118342887,34.95682118342887,0.13982728473371547,0.13982728473371547,0.13982728473371547,0.13982728473371547,0.13982728473371547
4,66.848,4,3.001767,0.4373122,0.13983901357302286,119.755,132.68875,-9.33,0,-116.3777,25.1,,34.95975339325572,34.95975339325572,34.95975339325572,0.13983901357302286,0.13983901357302286,0.13983901357302286,0.13983901357302286,0.13983901357302286
4,66.948,4,2.995553,0.4385658,0.13985161124364054,119.1775,132.87995,-9.33,0,-116.3778,25.1,,34.96290281091014,34.96290281091014,34.96290281091014,0.13985161124364054,0.13985161124364054,0.13985161124364054,0.13985161124364054,0.13985161124364054
4,67.048,4,2.991401,0.4200749,0.13986504600986804,119.3163,133.06745,-9.33,0,-116.3779,25.1,,34.96626150246701,34.96626150246701,34.96626150246701,0.13986504600986804,0.13986504600986804,0.13986504600986804,0.13986504600986804,0.13986504600986804
4,67.148,4,3.014319,0.441784,0.139879328887994,119.3338,133.26125,-9.33,0,-116.3783,25.1,,34.9698322219985,34.9698322219985,34.9698322219985,0.139879328887994,0.139879328887994,0.139879328887994,0.139879328887994,0.139879328887994
4,67.248,4,3.006204,0.4189935,0.1398945078803587,119.0137,133.45375,-9.33,0,-116.3782,25.1,,34.973626970089676,34.973626970089676,34.973626970089676,0.1398945078803587,0.1398945078803587,0.1398945078803587,0.1398945078803587,0.1398945078803587
4,67.348,4,3.007213,0.4381728,0.13991061718011635,119.9125,133.69625,-9.33,0,-116.3779,25.1,,34.97765429502909,34.97765429502909,34.97765429502909,0.13991061718011635,0.13991061718011635,0.13991061718011635,0.13991061718011635,0.13991061718011635
4,67.448,4,3.000507,0.4399459,0.13992760307616486,119.5413,133.88875,-9.33,0,-116.3777,25.1,,34.98190076904122,34.98190076904122,34.98190076904122,0.13992760307616486,0.13992760307616486,0.13992760307616486,0.13992760307616486,0.13992760307616486
4,67.548,4,2.995878,0.4258716,0.1399452956180469,119.4575,134.08255,-9.33,0,-116.3778,25.1,,34.98632390451172,34.98632390451172,34.98632390451172,0.1399452956180469,0.1399452956180469,0.1399452956180469,0.1399452956180469,0.1399452956180469
4,67.648,4,3.014093,0.4445475,0.13996344754447632,118.9063,134.27245,-9.33,0,-116.3777,25.1,,34.99086188611908,34.99086188611908,34.99086188611908,0.13996344754447632,0.13996344754447632,0.13996344754447632,0.13996344754447632,0.13996344754447632
4,67.748,4,3.009439,0.4269854,0.13998180603313873,119.4713,134.46245,-9.33,0,-116.3775,25.1,,34.99545150828468,34.99545150828468,34.99545150828468,0.13998180603313873,0.13998180603313873,0.13998180603313873,0.13998180603313873,0.13998180603313873
4,67.848,4,3.006526,0.4385723,0.14000017599284467,119.84,134.65375,-9.33,0,-116.3774,25.1,,35.00004399821117,35.00004399821117,35.00004399821117,0.14000017599284467,0.14000017599284467,0.14000017599284467,0.14000017599284467,0.14000017599284467
4,67.948,4,3.001049,0.4316812,0.1400184536937851,119.3087,134.84245,-9.33,0,-116.3774,25.1,,35.00461342344627,35.00461342344627,35.00461342344627,0.1400184536937851,0.1400184536937851,0.1400184536937851,0.1400184536937851,0.1400184536937851
4,68.048,4,2.995621,0.4155025,0.1400366367765435,119.405,135.07875,-9.33,0,-116.3774,25.1,,35.00915919413587,35.00915919413587,35.00915919413587,0.1400366367765435,0.1400366367765435,0.1400366367765435,0.1400366367765435,0.1400366367765435
4,68.148,4,3.000383,0.4480385,0.14005480418163863,118.9888,135.27005,-9.33,0,-116.3772,25.1,,35.013701045409654,35.013701045409654,35.013701045409654,0.14005480418163863,0.14005480418163863,0.14005480418163863,0.14005480418163863,0.14005480418163863
4,68.248,4,2.99046,0.4212699,0.14007309261077924,119.57,135.46125,-9.33,0,-116.3771,25.1,,35.01827315269481,35.01827315269481,35.01827315269481,0.14007309261077924,0.14007309261077924,0.14007309261077924,0.14007309261077924,0.14007309261077924
4,68.348,4,2.988949,0.4266152,0.1400916841335847,119.74,135.64995,-9.33,0,-116.377,25.1,,35.02292103339617,35.02292103339617,35.02292103339617,0.1400916841335847,0.1400916841335847,0.1400916841335847,0.1400916841335847,0.1400916841335847
4,68.448,4,2.984751,0.4325353,0.1401107640576427,119.5175,135.84625,-9.33,0,-116.3771,25.1,,35.02769101441067,35.02769101441067,35.02769101441067,0.1401107640576427,0.1401107640576427,0.1401107640576427,0.1401107640576427,0.1401107640576427
4,68.548,4,2.979995,0.4067896,0.14013045680051284,119.3863,136.03625,-9.33,0,-116.377,25.1,,35.03261420012821,35.03261420012821,35.03261420012821,0.14013045680051284,0.14013045680051284,0.14013045680051284,0.14013045680051284,0.14013045680051284
4,68.648,4,3.000318,0.4523868,0.1401507678941302,119.1837,136.27125,-9.33,0,-116.3771,25.1,,35.037691973532546,35.037691973532546,35.037691973532546,0.1401507678941302,0.1401507678941302,0.1401507678941302,0.1401507678941302,0.1401507678941302
4,68.748,4,2.999334,0.4357243,0.14017156588441743,119.4938,136.46245,-9.33,0,-116.3772,25.1,,35.042891471104355,35.042891471104355,35.042891471104355,0.14017156588441743,0.14017156588441743,0.14017156588441743,0.14017156588441743,0.14017156588441743
4,68.848,4,2.996414,0.4402414,0.14019263309511956,119.4713,136.65375,-9.33,0,-116.377,25.1,,35.04815827377989,35.04815827377989,35.04815827377989,0.14019263309511956,0.14019263309511956,0.14019263309511956,0.14019263309511956,0.14019263309511956
4,68.948,4,2.994197,0.4374811,0.14021374282944424,119.3825,136.84375,-9.33,0,-116.3771,25.1,,35.05343570736106,35.05343570736106,35.05343570736106,0.14021374282944424,0.14021374282944424,0.14021374282944424,0.14021374282944424,0.14021374282944424
4,69.048,4,2.991154,0.4211985,0.14023471588428657,119.295,137.08125,-9.33,0,-116.3772,25.1,,35.05867897107164,35.05867897107164,35.05867897107164,0.14023471588428657,0.14023471588428657,0.14023471588428657,0.14023471588428657,0.14023471588428657
4,69.148,4,3.00926,0.4490517,0.14025543897294604,118.8562,137.26995,-9.33,0,-116.3773,25.1,,35.06385974323651,35.06385974323651,35.06385974323651,0.14025543897294604,0.14025543897294604,0.14025543897294604,0.14025543897294604,0.14025543897294604
4,69.248,4,3.00538,0.429119,0.140275849192357,119.695,137.45995,-9.33,0,-116.3773,25.1,,35.06896229808925,35.06896229808925,35.06896229808925,0.140275849192357,0.140275849192357,0.140275849192357,0.140275849192357,0.140275849192357
4,69.348,4,3.006123,0.4450801,0.1402959011308499,119.5387,137.65375,-9.33,0,-116.3773,25.1,,35.073975282712475,35.073975282712475,35.073975282712475,0.1402959011308499,0.1402959011308499,0.1402959011308499,0.1402959011308499,0.1402959011308499
4,69.448,4,3.000247,0.4469831,0.1403155480412188,119.455,137.84505,-9.33,0,-116.3773,25.1,,35.0788870103047,35.0788870103047,35.0788870103047,0.1403155480412188,0.1403155480412188,0.1403155480412188,0.1403155480412188,0.1403155480412188
4,69.548,4,2.997804,0.423108,0.14033477949039014,119.4775,138.03495,-9.33,0,-116.3774,25.1,,35.08369487259753,35.08369487259753,35.08369487259753,0.14033477949039014,0.14033477949039014,0.14033477949039014,0.14033477949039014,0.14033477949039014
4,69.648,4,3.012238,0.4521433,0.14035368728006226,119.05,138.27245,-9.33,0,-116.3774,25.1,,35.08842182001556,35.08842182001556,35.08842182001556,0.14035368728006226,0.14035368728006226,0.14035368728006226,0.14035368728006226,0.14035368728006226
4,69.748,4,3.01161,0.4201853,0.1403725130858624,119.535,138.46495,-9.33,0,-116.3774,25.1,,35.0931282714656,35.0931282714656,35.0931282714656,0.1403725130858624,0.1403725130858624,0.1403725130858624,0.1403725130858624,0.1403725130858624
4,69.848,4,3.007811,0.4288072,0.14039165241607815,119.66,138.65625,-9.33,0,-116.3773,25.1,,35.09791310401954,35.09791310401954,35.09791310401954,0.14039165241607815,0.14039165241607815,0.14039165241607815,0.14039165241607815,0.14039165241607815
4,69.948,4,2.990959,0.4367569,0.1404116074853253,119.2712,138.84875,-9.33,0,-116.3772,25.1,,35.102901871331326,35.102901871331326,35.102901871331326,0.1404116074853253,0.1404116074853253,0.1404116074853253,0.1404116074853253,0.1404116074853253
4,70.048,4,2.98393,0.4042794,0.1404329583502399,119.07,139.03875,-9.33,0,-116.3773,25.1,,35.10823958755997,35.10823958755997,35.10823958755997,0.1404329583502399,0.1404329583502399,0.1404329583502399,0.1404329583502399,0.1404329583502399
4,70.148,4,3.001668,0.4285864,0.140456366783736,118.8562,139.22505,-9.33,0,-116.3776,25.1,,35.114091695934,35.114091695934,35.114091695934,0.140456366783736,0.140456366783736,0.140456366783736,0.140456366783736,0.140456366783736
4,70.248,4,3.000414,0.4097967,0.14048255132076426,119.4175,139.46375,-9.33,0,-116.3777,25.1,,35.120637830191065,35.120637830191065,35.120637830191065,0.14048255132076426,0.14048255132076426,0.14048255132076426,0.14048255132076426,0.14048255132076426
4,70.348,4,2.998665,0.4147718,0.14051220677230852,119.6338,139.65875,-9.33,0,-116.3779,25.1,,35.12805169307713,35.12805169307713,35.12805169307713,0.14051220677230852,0.14051220677230852,0.14051220677230852,0.14051220677230852,0.14051220677230852
4,70.448,4,2.992599,0.4465804,0.14054586861396656,119.3688,139.84875,-9.33,0,-116.3778,25.1,,35.136467153491644,35.136467153491644,35.136467153491644,0.14054586861396656,0.14054586861396656,0.14054586861396656,0.14054586861396656,0.14054586861396656
4,70.548,4,2.989215,0.4353638,0.1405837994137449,119.1562,140.03995,-9.33,0,-116.3779,25.1,,35.14594985343623,35.14594985343623,35.14594985343623,0.1405837994137449,0.1405837994137449,0.1405837994137449,0.1405837994137449,0.1405837994137449
4,70.648,4,3.004944,0.4533416,0.1406259700198464,118.9987,140.22625,-9.33,0,-116.378,25.1,,35.1564925049616,35.1564925049616,35.1564925049616,0.1406259700198464,0.1406259700198464,0.1406259700198464,0.1406259700198464,0.1406259700198464
4,70.748,4,3.00373,0.445577,0.1406720985442568,119.5387,140.41625,-9.33,0,-116.3779,25.1,,35.1680246360642,35.1680246360642,35.1680246360642,0.1406720985442568,0.1406720985442568,0.1406720985442568,0.1406720985442568,0.1406720985442568
4,70.848,4,2.998361,0.4375493,0.14072168334857074,119.745,140.65125,-9.33,0,-116.3778,25.1,,35.180420837142684,35.180420837142684,35.180420837142684,0.14072168334857074,0.14072168334857074,0.14072168334857074,0.14072168334857074,0.14072168334857074
4,70.948,4,2.995544,0.4574496,0.14077400481138036,119.3538,140.84245,-9.33,0,-116.3779,25.1,,35.19350120284509,35.19350120284509,35.19350120284509,0.14077400481138036,0.14077400481138036,0.14077400481138036,0.14077400481138036,0.14077400481138036
4,71.048,4,2.991079,0.4359613,0.14082812988882115,118.8838,141.03505,-9.33,0,-116.3781,25.1,,35.207032472205285,35.207032472205285,35.207032472205285,0.14082812988882115,0.14082812988882115,0.14082812988882115,0.14082812988882115,0.14082812988882115
4,71.148,4,3.008418,0.4577126,0.1408829490968495,119.3225,141.22995,-9.33,0,-116.3781,25.1,,35.220737274212375,35.220737274212375,35.220737274212375,0.1408829490968495,0.1408829490968495,0.1408829490968495,0.1408829490968495,0.1408829490968495
4,71.248,4,3.009275,0.4486685,0.1409372477395733,119.6612,141.41995,-9.33,0,-116.3781,25.1,,35.23431193489333,35.23431193489333,35.23431193489333,0.1409372477395733,0.1409372477395733,0.1409372477395733,0.1409372477395733,0.1409372477395733
4,71.348,4,3.007105,0.4529779,0.14098981161501598,119.465,141.61375,-9.33,0,-116.3783,25.1,,35.247452903753995,35.247452903753995,35.247452903753995,0.14098981161501598,0.14098981161501598,0.14098981161501598,0.14098981161501598,0.14098981161501598
4,71.448,4,3.001331,0.4567871,0.14103953167483874,119.4463,141.84875,-9.33,0,-116.3784,25.1,,35.259882918709685,35.259882918709685,35.259882918709685,0.14103953167483874,0.14103953167483874,0.14103953167483874,0.14103953167483874,0.14103953167483874
4,71.548,4,2.993748,0.4353898,0.1410854834867349,119.0088,142.04125,-9.33,0,-116.3783,25.1,,35.27137087168372,35.27137087168372,35.27137087168372,0.1410854834867349,0.1410854834867349,0.1410854834867349,0.1410854834867349,0.1410854834867349
4,71.648,4,3.008139,0.4525362,0.14112697437305183,119.1225,142.23625,-9.33,0,-116.3783,25.1,,35.28174359326296,35.28174359326296,35.28174359326296,0.14112697437305183,0.14112697437305183,0.14112697437305183,0.14112697437305183,0.14112697437305183
4,71.748,4,3.006269,0.4260632,0.14116354810713283,119.7937,142.42505,-9.33,0,-116.3782,25.1,,35.29088702678321,35.29088702678321,35.29088702678321,0.14116354810713283,0.14116354810713283,0.14116354810713283,0.14116354810713283,0.14116354810713283
4,71.848,4,3.00269,0.4292814,0.1411949522325287,119.48,142.61745,-9.33,0,-116.3782,25.1,,35.29873805813217,35.29873805813217,35.29873805813217,0.1411949522325287,0.1411949522325287,0.1411949522325287,0.1411949522325287,0.1411949522325287
4,71.948,4,2.995708,0.4458173,0.14122109652002,119.3438,142.80625,-9.33,0,-116.3783,25.1,,35.305274130004996,35.305274130004996,35.305274130004996,0.14122109652002,0.14122109652002,0.14122109652002,0.14122109652002,0.14122109652002
4,72.048,4,2.987946,0.4107742,0.14124207914505896,119.2038,143.04495,-9.33,0,-116.3786,25.1,,35.31051978626474,35.31051978626474,35.31051978626474,0.14124207914505896,0.14124207914505896,0.14124207914505896,0.14124207914505896,0.14124207914505896
4,72.148,4,3.005179,0.4296061,0.14125826812716302,119.0725,143.23505,-9.33,0,-116.3787,25.1,,35.31456703179076,35.31456703179076,35.31456703179076,0.14125826812716302,0.14125826812716302,0.14125826812716302,0.14125826812716302,0.14125826812716302
4,72.248,4,3.005987,0.4133852,0.14127031674599894,119.7412,143.43245,-9.33,0,-116.3787,25.1,,35.317579186499735,35.317579186499735,35.317579186499735,0.14127031674599894,0.14127031674599894,0.14127031674599894,0.14127031674599894,0.14127031674599894
4,72.348,4,3.003516,0.409407,0.14127906911160182,119.2175,143.62875,-9.33,0,-116.3788,25.1,,35.31976727790045,35.31976727790045,35.31976727790045,0.14127906911160182,0.14127906911160182,0.14127906911160182,0.14127906911160182,0.14127906911160182
4,72.448,4,2.997792,0.4370655,0.14128540798482844,119.37,143.82125,-9.33,0,-116.3788,25.1,,35.32135199620711,35.32135199620711,35.32135199620711,0.14128540798482844,0.14128540798482844,0.14128540798482844,0.14128540798482844,0.14128540798482844
4,72.548,4,2.993754,0.4114627,0.14129014186441646,118.9863,144.01245,-9.33,0,-116.3789,25.1,,35.322535466104114,35.322535466104114,35.322535466104114,0.14129014186441646,0.14129014186441646,0.14129014186441646,0.14129014186441646,0.14129014186441646
4,72.648,4,3.005947,0.4254461,0.14129396649925238,119.4437,144.21245,-9.33,0,-116.379,25.1,,35.323491624813094,35.323491624813094,35.323491624813094,0.14129396649925238,0.14129396649925238,0.14129396649925238,0.14129396649925238,0.14129396649925238
4,72.748,4,3.006467,0.4148108,0.14129743628727806,119.7612,144.40625,-9.33,0,-116.3792,25.1,,35.324359071819515,35.324359071819515,35.324359071819515,0.14129743628727806,0.14129743628727806,0.14129743628727806,0.14129743628727806,0.14129743628727806
4,72.848,4,3.00595,0.4147523,0.1413009072051119,119.6687,144.59875,-9.33,0,-116.3795,25.1,,35.32522680127798,35.32522680127798,35.32522680127798,0.1413009072051119,0.1413009072051119,0.1413009072051119,0.1413009072051119,0.1413009072051119
4,72.948,4,3.000916,0.4362308,0.14130447718494238,119.3112,144.79125,-9.33,0,-116.3795,25.1,,35.326119296235596,35.326119296235596,35.326119296235596,0.14130447718494238,0.14130447718494238,0.14130447718494238,0.14130447718494238,0.14130447718494238
4,73.048,4,2.994699,0.4169898,0.14130799070334554,119.1387,145.03125,-9.33,0,-116.3793,25.1,,35.32699767583639,35.32699767583639,35.32699767583639,0.14130799070334554,0.14130799070334554,0.14130799070334554,0.14130799070334554,0.14130799070334554
4,73.148,4,3.008727,0.4437227,0.14131113651713156,119.57,145.22375,-9.33,0,-116.3793,25.1,,35.32778412928289,35.32778412928289,35.32778412928289,0.14131113651713156,0.14131113651713156,0.14131113651713156,0.14131113651713156,0.14131113651713156
4,73.248,4,3.009331,0.4257871,0.1413136008509249,119.6162,145.41245,-9.33,0,-116.3795,25.1,,35.328400212731225,35.328400212731225,35.328400212731225,0.1413136008509249,0.1413136008509249,0.1413136008509249,0.1413136008509249,0.1413136008509249
4,73.348,4,3.006913,0.4190779,0.1413152072320425,119.4162,145.60745,-9.33,0,-116.3795,25.1,,35.328801808010624,35.328801808010624,35.328801808010624,0.1413152072320425,0.1413152072320425,0.1413152072320425,0.1413152072320425,0.1413152072320425
4,73.448,4,2.999804,0.4354125,0.14131595949372813,119.1387,145.79875,-9.33,0,-116.3796,25.1,,35.328989873432036,35.328989873432036,35.328989873432036,0.14131595949372813,0.14131595949372813,0.14131595949372813,0.14131595949372813,0.14131595949372813
4,73.548,4,2.994039,0.4148303,0.14131600210711256,118.8587,145.98875,-9.33,0,-116.3795,25.1,,35.32900052677814,35.32900052677814,35.32900052677814,0.14131600210711256,0.14131600210711256,0.14131600210711256,0.14131600210711256,0.14131600210711256
4,73.648,4,3.008898,0.4340681,0.14131557158063182,119.4125,146.22495,-9.33,0,-116.3795,25.1,,35.328892895157956,35.328892895157956,35.328892895157956,0.14131557158063182,0.14131557158063182,0.14131557158063182,0.14131557158063182,0.14131557158063182
4,73.748,4,3.008734,0.4360165,0.14131495716509881,119.6075,146.41625,-9.33,0,-116.3796,25.1,,35.3287392912747,35.3287392912747,35.3287392912747,0.14131495716509881,0.14131495716509881,0.14131495716509881,0.14131495716509881,0.14131495716509881
4,73.848,4,3.005027,0.4191169,0.14131445947757723,119.4287,146.60625,-9.33,0,-116.3796,25.1,,35.32861486939431,35.32861486939431,35.32861486939431,0.14131445947757723,0.14131445947757723,0.14131445947757723,0.14131445947757723,0.14131445947757723
4,73.948,4,2.999798,0.4417937,0.1413143274028444,119.165,146.79625,-9.33,0,-116.3796,25.1,,35.328581850711096,35.328581850711096,35.328581850711096,0.1413143274028444,0.1413143274028444,0.1413143274028444,0.1413143274028444,0.1413143274028444
4,74.048,4,2.995011,0.4244849,0.14131470808401228,119.0537,146.98505,-9.33,0,-116.3796,25.1,,35.32867702100307,35.32867702100307,35.32867702100307,0.14131470808401228,0.14131470808401228,0.14131470808401228,0.14131470808401228,0.14131470808401228
4,74.148,4,3.007331,0.4410306,0.14131566421234099,119.43,147.17755,-9.33,0,-116.3796,25.1,,35.328916053085244,35.328916053085244,35.328916053085244,0.14131566421234099,0.14131566421234099,0.14131566421234099,0.14131566421234099,0.14131566421234099
4,74.248,4,3.008315,0.4430277,0.1413172514301285,119.765,147.41745,-9.33,0,-116.3796,25.1,,35.32931285753212,35.32931285753212,35.32931285753212,0.1413172514301285,0.1413172514301285,0.1413172514301285,0.1413172514301285,0.1413172514301285
4,74.348,4,3.008882,0.423436,0.14131961394435638,119.3338,147.61125,-9.33,0,-116.3794,25.1,,35.329903486089094,35.329903486089094,35.329903486089094,0.14131961394435638,0.14131961394435638,0.14131961394435638,0.14131961394435638,0.14131961394435638
4,74.448,4,2.998674,0.4529097,0.14132302393442797,119.1488,147.80375,-9.33,0,-116.3792,25.1,,35.33075598360699,35.33075598360699,35.33075598360699,0.14132302393442797,0.14132302393442797,0.14132302393442797,0.14132302393442797,0.14132302393442797
4,74.548,4,2.991302,0.4237575,0.14132783812554947,119.065,147.99745,-9.33,0,-116.3791,25.1,,35.33195953138737,35.33195953138737,35.33195953138737,0.14132783812554947,0.14132783812554947,0.14132783812554947,0.14132783812554947,0.14132783812554947
4,74.648,4,3.004129,0.4438623,0.14133441549250342,119.75,148.18625,-9.33,0,-116.3792,25.1,,35.33360387312585,35.33360387312585,35.33360387312585,0.14133441549250342,0.14133441549250342,0.14133441549250342,0.14133441549250342,0.14133441549250342
4,74.748,4,3.004972,0.4399557,0.14134303896015532,119.84,148.37875,-9.33,0,-116.3795,25.1,,35.33575974003883,35.33575974003883,35.33575974003883,0.14134303896015532,0.14134303896015532,0.14134303896015532,0.14134303896015532,0.14134303896015532
4,74.848,4,3.004643,0.4244849,0.1413538657067656,119.3612,148.61875,-9.33,0,-116.3793,25.1,,35.338466426691404,35.338466426691404,35.338466426691404,0.1413538657067656,0.1413538657067656,0.1413538657067656,0.1413538657067656,0.1413538657067656
