Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius
Rotary_3N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Velocity (rpm),Rotary.Position (rev),XYZ.Y Position (mm),XYZ.X Position (mm),XYZ.Z Position (mm),RTC.Temperature (°C),,DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step),DAQ.COF (Smoothed per Step)
7,171.846,7,3.012074,0.4746772,0.1657411935125591,158.9612,455.43,-12.33,0,-116.3842,25.1,,41.435298378210575,41.435298378210575,41.435298378210575,0.1657411935128423,0.1657411935128423,0.1657411935128423,0.1657411935128423,0.1657411935128423
7,171.946,7,3.001129,0.4872837,0.16571166985117763,158.9787,455.6851,-12.33,0,-116.3841,25.1,,41.427917462896986,41.427917462896986,41.427917462896986,0.16571166985158794,0.16571166985158794,0.16571166985158794,0.16571166985158794,0.16571166985158794
7,172.046,7,2.993974,0.4593006,0.16567778259949908,159.1987,455.9413,-12.33,0,-116.3842,25.1,,41.41944565001404,41.41944565001404,41.41944565001404,0.16567778260005617,0.16567778260005617,0.16567778260005617,0.16567778260005617,0.16567778260005617
7,172.146,7,3.011223,0.4779701,0.16563891132857506,159.1637,456.1988,-12.33,0,-116.3844,25.1,,41.4097278323228,41.4097278323228,41.4097278323228,0.1656389113292912,0.1656389113292912,0.1656389113292912,0.1656389113292912,0.1656389113292912
7,172.246,7,3.008312,0.4680102,0.1655951741313325,159.095,456.4538,-12.33,0,-116.3845,25.1,,41.39879353305174,41.39879353305174,41.39879353305174,0.16559517413220695,0.16559517413220695,0.16559517413220695,0.16559517413220695,0.16559517413220695
7,172.346,7,2.994693,0.473612,0.1655475239038415,158.8725,456.7151,-12.33,0,-116.3845,25.1,,41.38688097621332,41.38688097621332,41.38688097621332,0.16554752390485328,0.16554752390485328,0.16554752390485328,0.16554752390485328,0.16554752390485328
7,172.446,7,2.996126,0.4723033,0.16549762519948072,158.9563,456.9726,-12.33,0,-116.3845,25.1,,41.374406300144976,41.374406300144976,41.374406300144976,0.1654976252005799,0.1654976252005799,0.1654976252005799,0.1654976252005799,0.1654976252005799
7,172.546,7,3.00991,0.4791684,0.1654475786291117,159.4,457.2288,-12.33,0,-116.3847,25.1,,41.36189465755236,41.36189465755236,41.36189465755236,0.16544757863020945,0.16544757863020945,0.16544757863020945,0.16544757863020945,0.16544757863020945
7,172.646,7,3.005798,0.4752975,0.16539960355807337,159.455,457.5476,-12.33,0,-116.385,25.1,,41.349900889757855,41.349900889757855,41.349900889757855,0.1653996035590314,0.1653996035590314,0.1653996035590314,0.1653996035590314,0.1653996035590314
7,172.746,7,2.990315,0.4678154,0.1653557387873948,159.4575,457.8,-12.33,0,-116.3851,25.1,,41.33893469700375,41.33893469700375,41.33893469700375,0.16535573878801502,0.16535573878801502,0.16535573878801502,0.16535573878801502,0.16535573878801502
7,172.846,7,3.004606,0.4848872,0.16531758443815125,159.3262,458.0575,-12.33,0,-116.3851,25.1,,41.329396109541754,41.329396109541754,41.329396109541754,0.16531758443816702,0.16531758443816702,0.16531758443816702,0.16531758443816702,0.16531758443816702
7,172.946,7,3.009997,0.4784215,0.16528612043917515,159.3412,458.315,-12.33,0,-116.3853,25.1,,41.32153010956162,41.32153010956162,41.32153010956162,0.16528612043824648,0.16528612043824648,0.16528612043824648,0.16528612043824648,0.16528612043824648
7,173.046,7,3.004801,0.487326,0.1652616292754328,159.1187,458.5713,-12.33,0,-116.3852,25.1,,41.31540731828698,41.31540731828698,41.31540731828698,0.16526162927314791,0.16526162927314791,0.16526162927314791,0.16526162927314791,0.16526162927314791
7,173.146,7,2.992435,0.4754728,0.16524371913513025,158.8537,458.8263,-12.33,0,-116.385,25.1,,41.31092978275423,41.31092978275423,41.31092978275423,0.16524371913101693,0.16524371913101693,0.16524371913101693,0.16524371913101693,0.16524371913101693
7,173.246,7,3.008894,0.4943274,0.1652314387480591,158.9812,459.0838,-12.33,0,-116.3851,25.1,,41.30785968540252,41.30785968540252,41.30785968540252,0.1652314387416101,0.1652314387416101,0.1652314387416101,0.1652314387416101,0.1652314387416101
7,173.346,7,3.011142,0.4849423,0.16522347164791978,159.185,459.4013,-12.33,0,-116.385,25.1,,41.30586790965918,41.30586790965918,41.30586790965918,0.1652234716386367,0.1652234716386367,0.1652234716386367,0.1652234716386367,0.1652234716386367
7,173.446,7,3.001742,0.4900051,0.16521837664968378,159.04,459.6501,-12.33,0,-116.3847,25.1,,41.304594159286154,41.304594159286154,41.304594159286154,0.16521837663714461,0.16521837663714461,0.16521837663714461,0.16521837663714461,0.16521837663714461
7,173.546,7,2.988036,0.4688513,0.16521480101309582,159.0112,459.9063,-12.33,0,-116.3847,25.1,,41.30370024926258,41.30370024926258,41.30370024926258,0.16521480099705033,0.16521480099705033,0.16521480099705033,0.16521480099705033,0.16521480099705033
7,173.646,7,3.011662,0.4911157,0.16521157897883954,159.0575,460.1651,-12.33,0,-116.3847,25.1,,41.30289473983418,41.30289473983418,41.30289473983418,0.16521157895933672,0.16521157895933672,0.16521157895933672,0.16521157895933672,0.16521157895933672
7,173.746,7,3.005727,0.4777395,0.1652077343368487,158.95,460.4238,-12.33,0,-116.3848,25.1,,41.30193357859953,41.30193357859953,41.30193357859953,0.1652077343143981,0.1652077343143981,0.1652077343143981,0.1652077343143981,0.1652077343143981
7,173.846,7,2.996816,0.4858322,0.16520248221628125,159.2375,460.6788,-12.33,0,-116.3848,25.1,,41.300620548011636,41.300620548011636,41.300620548011636,0.16520248219204656,0.16520248219204656,0.16520248219204656,0.16520248219204656,0.16520248219204656
7,173.946,7,2.99403,0.4780221,0.16519524318130213,159.2162,461.0,-12.33,0,-116.3845,25.1,,41.29881078933029,41.29881078933029,41.29881078933029,0.16519524315732115,0.16519524315732115,0.16519524315732115,0.16519524315732115,0.16519524315732115
7,174.046,7,3.009297,0.4856633,0.16518564154955886,159.5225,461.2488,-12.33,0,-116.3846,25.1,,41.296410382244325,41.296410382244325,41.296410382244325,0.1651856415289773,0.1651856415289773,0.1651856415289773,0.1651856415289773,0.1651856415289773
7,174.146,7,3.005126,0.4752195,0.16517349576786441,159.38,461.5012,-12.33,0,-116.3847,25.1,,41.2933739387903,41.2933739387903,41.2933739387903,0.16517349575516121,0.16517349575516121,0.16517349575516121,0.16517349575516121,0.16517349575516121
7,174.246,7,2.992256,0.4746642,0.16515878645495113,159.285,461.7626,-12.33,0,-116.385,25.1,,41.289696614030774,41.289696614030774,41.289696614030774,0.16515878645612309,0.16515878645612309,0.16515878645612309,0.16515878645612309,0.16515878645612309
7,174.346,7,3.002727,0.4842214,0.16514156934351723,159.3025,462.0213,-12.33,0,-116.3852,25.1,,41.28539234154416,41.28539234154416,41.28539234154416,0.16514156936617663,0.16514156936617663,0.16514156936617663,0.16514156936617663,0.16514156936617663
7,174.446,7,3.009009,0.4862056,0.16512185683521585,159.045,462.2738,-12.33,0,-116.3851,25.1,,41.2804642221351,41.2804642221351,41.2804642221351,0.16512185688854042,0.16512185688854042,0.16512185688854042,0.16512185688854042,0.16512185688854042
7,174.546,7,3.003492,0.4882157,0.16509953458639023,159.1162,462.5251,-12.33,0,-116.3852,25.2,,41.27488367021222,41.27488367021222,41.27488367021222,0.16509953468084887,0.16509953468084887,0.16509953468084887,0.16509953468084887,0.16509953468084887
7,174.646,7,2.99086,0.4849164,0.16507434924747666,159.09,462.8513,-12.33,0,-116.3853,25.2,,41.268587348560075,41.268587348560075,41.268587348560075,0.1650743493942403,0.1650743493942403,0.1650743493942403,0.1650743493942403,0.1650743493942403
7,174.746,7,3.006204,0.5017446,0.1650459725877004,159.2875,463.1088,-12.33,0,-116.3854,25.2,,41.26149319940882,41.26149319940882,41.26149319940882,0.16504597279763528,0.16504597279763528,0.16504597279763528,0.16504597279763528,0.16504597279763528
7,174.846,7,3.013625,0.4887646,0.1650141338102074,159.1912,463.3613,-12.33,0,-116.3856,25.2,,41.253533523085906,41.253533523085906,41.253533523085906,0.1650141340923436,0.1650141340923436,0.1650141340923436,0.1650141340923436,0.1650141340923436
7,174.946,7,3.00539,0.4955582,0.16497877577548778,158.955,463.6163,-12.33,0,-116.3855,25.2,,41.24469403371537,41.24469403371537,41.24469403371537,0.16497877613486148,0.16497877613486148,0.16497877613486148,0.16497877613486148,0.16497877613486148
7,175.046,7,2.997683,0.471157,0.16494018318938833,158.9625,463.875,-12.33,0,-116.3855,25.2,,41.23504590604434,41.23504590604434,41.23504590604434,0.16494018362417737,0.16494018362417737,0.16494018362417737,0.16494018362417737,0.16494018362417737
7,175.146,7,3.014749,0.4884073,0.16489906369316334,158.945,464.1326,-12.33,0,-116.3853,25.2,,41.22476604777009,41.22476604777009,41.22476604777009,0.16489906419108036,0.16489906419108036,0.16489906419108036,0.16489906419108036,0.16489906419108036
7,175.246,7,3.008808,0.4653376,0.1648565733021057,159.17,464.4488,-12.33,0,-116.3854,25.2,,41.21414345902124,41.21414345902124,41.21414345902124,0.16485657383608496,0.16485657383608496,0.16485657383608496,0.16485657383608496,0.16485657383608496
7,175.346,7,2.994853,0.4778597,0.16481426461935333,159.0425,464.705,-12.33,0,-116.3853,25.2,,41.20356628566917,41.20356628566917,41.20356628566917,0.16481426514267666,0.16481426514267666,0.16481426514267666,0.16481426514267666,0.16481426514267666
7,175.446,7,2.992231,0.4691274,0.16477395298921457,159.17,464.9613,-12.33,0,-116.3854,25.2,,41.19348835759338,41.19348835759338,41.19348835759338,0.16477395343037352,0.16477395343037352,0.16477395343037352,0.16477395343037352,0.16477395343037352
7,175.546,7,3.012189,0.4934896,0.16473754769707766,159.1625,465.2201,-12.33,0,-116.3854,25.2,,41.18438698871682,41.18438698871682,41.18438698871682,0.16473754795486728,0.16473754795486728,0.16473754795486728,0.16473754795486728,0.16473754795486728
7,175.646,7,3.005557,0.479386,0.16470690470490323,159.0038,465.4725,-12.33,0,-116.3852,25.2,,41.17672616112306,41.17672616112306,41.17672616112306,0.16470690464449222,0.16470690464449222,0.16470690464449222,0.16470690464449222,0.16470690464449222
7,175.746,7,2.990126,0.4836401,0.16468369866982507,159.315,465.7263,-12.33,0,-116.3853,25.1,,41.17092453021005,41.17092453021005,41.17092453021005,0.16468369812084022,0.16468369812084022,0.16468369812084022,0.16468369812084022,0.16468369812084022
7,175.846,7,2.995847,0.489846,0.16466927300861942,159.2775,465.9814,-12.33,0,-116.3854,25.1,,41.167317941652634,41.167317941652634,41.167317941652634,0.16466927176661053,0.16466927176661053,0.16466927176661053,0.16466927176661053,0.16466927176661053
7,175.946,7,3.005996,0.4925413,0.1646644590494419,159.255,466.3025,-12.33,0,-116.3854,25.1,,41.166114220608655,41.166114220608655,41.166114220608655,0.1646644568824346,0.1646644568824346,0.1646644568824346,0.1646644568824346,0.1646644568824346
7,176.046,7,3.001467,0.4912748,0.16466940530970411,159.3025,466.5551,-12.33,0,-116.3852,25.1,,41.167350492966094,41.167350492966094,41.167350492966094,0.1646694019718644,0.1646694019718644,0.1646694019718644,0.1646694019718644,0.1646694019718644
7,176.146,7,2.985169,0.4873032,0.16468350099248746,159.3225,466.8075,-12.33,0,-116.3848,25.1,,41.17087406179086,41.17087406179086,41.17087406179086,0.16468349624716344,0.16468349624716344,0.16468349624716344,0.1646834962471634,0.1646834962471634
7,176.246,7,2.99747,0.5020661,0.16470548010119063,159.2937,467.0638,-12.33,0,-116.3848,25.1,,41.176368438922395,41.176368438922395,41.176368438922395,0.16470547375568959,0.16470547375568959,0.16470547375568959,0.16470547375568956,0.16470547375568956
7,176.346,7,3.002523,0.4927946,0.16473368570736827,159.01,467.3163,-12.33,0,-116.3848,25.1,,41.18341941541873,41.18341941541873,41.18341941541873,0.16473367766167493,0.16473367766167493,0.16473367766167493,0.1647336776616749,0.1647336776616749
7,176.446,7,2.99533,0.4975879,0.16476635860115907,158.9525,467.5775,-12.33,0,-116.3848,25.1,,41.191587228072265,41.191587228072265,41.191587228072265,0.16476634891228906,0.16476634891228906,0.16476634891228906,0.16476634891228903,0.16476634891228903
7,176.546,7,2.984101,0.4927005,0.1648018387891331,159.0725,467.8376,-12.33,0,-116.3848,25.1,,41.20045693795105,41.20045693795105,41.20045693795105,0.16480182775180421,0.16480182775180421,0.16480182775180421,0.1648018277518042,0.1648018277518042
7,176.646,7,3.003879,0.514442,0.16483868420192338,159.1037,468.1601,-12.33,0,-116.3849,25.1,,41.20966811114124,41.20966811114124,41.20966811114124,0.16483867244456496,0.16483867244456496,0.16483867244456496,0.16483867244456493,0.16483867244456493
7,176.746,7,3.00238,0.4915217,0.16487576032001594,159.0575,468.4125,-12.33,0,-116.3849,25.1,,41.21893722816701,41.21893722816701,41.21893722816701,0.16487574891266804,0.16487574891266804,0.16487574891266804,0.164875748912668,0.164875748912668
7,176.846,7,2.991476,0.500241,0.16491228488927812,158.9287,468.6725,-12.33,0,-116.3847,25,,41.22806886412847,41.22806886412847,41.22806886412847,0.16491227545651388,0.16491227545651388,0.16491227545651388,0.16491227545651385,0.16491227545651385
7,176.946,7,2.984612,0.4880501,0.164947777930586,159.1475,468.945,-12.33,0,-116.3847,25,,41.23694318953056,41.23694318953056,41.23694318953056,0.16494777275812222,0.16494777275812222,0.16494777275812222,0.1649477727581222,0.1649477727581222
7,177.046,7,3.004625,0.5117564,0.16498195220873202,159.04,469.2025,-12.33,0,-116.3848,25,,41.245488581711164,41.245488581711164,41.245488581711164,0.16498195432684465,0.16498195432684465,0.16498195432684465,0.16498195432684462,0.16498195432684462
7,177.146,7,3.000525,0.5034722,0.16501462406168185,159.1925,469.4563,-12.33,0,-116.3847,25,,41.25365932050177,41.25365932050177,41.25365932050177,0.16501463728200708,0.16501463728200708,0.16501463728200708,0.16501463728200702,0.16501463728200702
7,177.246,7,2.987404,0.5083531,0.16504565949616126,159.0525,469.7175,-12.33,0,-116.3847,25,,41.261422092801354,41.261422092801354,41.261422092801354,0.16504568837120542,0.16504568837120542,0.16504568837120542,0.16504568837120537,0.16504568837120537
7,177.346,7,2.99042,0.5116265,0.16507492716726607,159.4162,469.9788,-12.33,0,-116.385,25,,41.268744208618685,41.268744208618685,41.268744208618685,0.16507497683447475,0.16507497683447475,0.16507497683447475,0.1650749768344747,0.1650749768344747
7,177.446,7,3.006349,0.521502,0.16510227174018946,159.475,470.2313,-12.33,0,-116.385,25,,41.27558690138775,41.27558690138775,41.27558690138775,0.16510234760555098,0.16510234760555098,0.16510234760555098,0.16510234760555093,0.16510234760555093
7,177.546,7,3.003259,0.5166698,0.16512753699521468,159.4612,470.4825,-12.33,0,-116.385,25,,41.281911051574056,41.281911051574056,41.281911051574056,0.16512764420629622,0.16512764420629622,0.16512764420629622,0.16512764420629616,0.16512764420629616
7,177.646,7,2.985163,0.512328,0.16515060739867726,159.1825,470.8001,-12.33,0,-116.3851,25,,41.2876875138368,41.2876875138368,41.2876875138368,0.1651507500553472,0.1651507500553472,0.1651507500553472,0.16515075005534716,0.16515075005534716
7,177.746,7,2.999216,0.5242752,0.16517143158268255,159.1463,471.055,-12.33,0,-116.3851,25,,41.29290290942363,41.29290290942363,41.29290290942363,0.16517161163769453,0.16517161163769453,0.16517161163769453,0.16517161163769448,0.16517161163769448
7,177.846,7,3.005068,0.5125845,0.16519005640777348,159.2663,471.3101,-12.33,0,-116.3848,25,,41.29756805537226,41.29756805537226,41.29756805537226,0.16519027222148905,0.16519027222148905,0.16519027222148905,0.165190272221489,0.165190272221489
7,177.946,7,2.999457,0.5129709,0.16520668150970633,159.31,471.5688,-12.33,0,-116.3847,25.1,,41.30173151164459,41.30173151164459,41.30173151164459,0.16520692604657836,0.16520692604657836,0.16520692604657836,0.1652069260465783,0.1652069260465783
7,178.046,7,2.986178,0.4930707,0.1652216743036534,159.0063,471.8263,-12.33,0,-116.3846,25.1,,41.30548324901073,41.30548324901073,41.30548324901073,0.1652219329960429,0.1652219329960429,0.1652219329960429,0.16522193299604282,0.16522193299604282
7,178.146,7,3.001303,0.5202355,0.16523551603941627,158.9137,472.1438,-12.33,0,-116.3849,25.1,,41.30894110007082,41.30894110007082,41.30894110007082,0.16523576440028329,0.16523576440028329,0.16523576440028329,0.16523576440028317,0.16523576440028317
7,178.246,7,3.006114,0.5032806,0.16524872767133927,158.97,472.395,-12.33,0,-116.3849,25.1,,41.31223220360072,41.31223220360072,41.31223220360072,0.1652489288144029,0.1652489288144029,0.1652489288144029,0.1652489288144028,0.1652489288144028
7,178.346,7,2.99599,0.5146207,0.16526181492864173,159.0612,472.6538,-12.33,0,-116.3848,25.1,,41.3154793137203,41.3154793137203,41.3154793137203,0.1652619172548812,0.1652619172548812,0.1652619172548812,0.16526191725488112,0.16526191725488112
7,178.446,7,2.985602,0.5018679,0.16527522528859742,158.9487,472.9126,-12.33,0,-116.3849,25.1,,41.31879018047367,41.31879018047367,41.31879018047367,0.1652751607218947,0.1652751607218947,0.1652751607218947,0.1652751607218946,0.1652751607218946
7,178.546,7,3.010356,0.5227295,0.1652893212669817,159.1888,473.165,-12.33,0,-116.385,25.1,,41.32225114174642,41.32225114174642,41.32225114174642,0.16528900456698567,0.16528900456698567,0.16528900456698567,0.1652890045669856,0.1652890045669856
7,178.646,7,3.004965,0.5069664,0.16530438087270724,158.99,473.425,-12.33,0,-116.3849,25.1,,41.32592767834484,41.32592767834484,41.32592767834484,0.16530371071337935,0.16530371071337935,0.16530371071337935,0.16530371071337926,0.16530371071337926
7,178.746,7,2.992996,0.5094767,0.16532059870126445,159.21,473.6875,-12.33,0,-116.3849,25.1,,41.32986534184798,41.32986534184798,41.32986534184798,0.1653194613673919,0.1653194613673919,0.1653194613673919,0.1653194613673918,0.1653194613673918
7,178.846,7,2.993247,0.5049725,0.16533806287720085,159.42,473.9438,-12.33,0,-116.3851,25.1,,41.334084894962935,41.334084894962935,41.334084894962935,0.16533633957985175,0.16533633957985175,0.16533633957985175,0.16533633957985167,0.16533633957985167
7,178.946,7,3.012573,0.5080868,0.16535672860548392,159.3737,474.26,-12.33,0,-116.3851,25.1,,41.3385768809587,41.3385768809587,41.3385768809587,0.1653543075238348,0.1653543075238348,0.1653543075238348,0.1653543075238347,0.1653543075238347
7,179.046,7,3.005987,0.4989096,0.16537641099302897,159.27,474.5138,-12.33,0,-116.3849,25.1,,41.34330129431735,41.34330129431735,41.34330129431735,0.1653732051772694,0.1653732051772694,0.1653732051772694,0.1653732051772693,0.1653732051772693
7,179.146,7,2.990126,0.4982081,0.1653967889877665,159.3637,474.7738,-12.33,0,-116.3847,25.1,,41.34819028954542,41.34819028954542,41.34819028954542,0.1653927611581817,0.1653927611581817,0.1653927611581817,0.1653927611581816,0.1653927611581816
7,179.246,7,2.998377,0.4935773,0.16541741093919912,159.5663,475.0288,-12.33,0,-116.3848,25.1,,41.35315148289436,41.35315148289436,41.35315148289436,0.16541260593157744,0.16541260593157744,0.16541260593157744,0.16541260593157736,0.16541260593157736
7,179.346,7,3.005959,0.496802,0.16543769997876379,159.4475,475.2813,-12.33,0,-116.3847,25.1,,41.35807126200265,41.35807126200265,41.35807126200265,0.1654322850480106,0.1654322850480106,0.1654322850480106,0.16543228504801052,0.16543228504801052
7,179.446,7,3.004269,0.5036573,0.16545695902514498,159.04,475.5363,-12.33,0,-116.3848,25.1,,41.362817838294795,41.362817838294795,41.362817838294795,0.1654512713531792,0.1654512713531792,0.1654512713531792,0.1654512713531791,0.1654512713531791
7,179.546,7,2.989213,0.4941163,0.16547438113813084,159.0375,475.7926,-12.33,0,-116.3848,25.1,,41.36724515601929,41.36724515601929,41.36724515601929,0.16546898062407714,0.16546898062407714,0.16546898062407714,0.16546898062407706,0.16546898062407706
7,179.646,7,3.004557,0.5097008,0.16548907500612922,158.9575,476.1112,-12.33,0,-116.3846,25.1,,41.371199670097276,41.371199670097276,41.371199670097276,0.1654847986803891,0.1654847986803891,0.1654847986803891,0.165484798680389,0.165484798680389
7,179.746,7,3.008631,0.5013127,0.1655001248743273,159.1475,476.3638,-12.33,0,-116.3844,25.1,,41.37453425722406,41.37453425722406,41.37453425722406,0.16549813702889626,0.16549813702889626,0.16549813702889626,0.16549813702889618,0.16549813702889618
7,179.846,7,3.00173,0.5092461,0.16550669291927933,159.0112,476.6187,-12.33,0,-116.3844,25.1,,41.37713056991365,41.37713056991365,41.37713056991365,0.16550852227965462,0.16550852227965462,0.16550852227965462,0.16550852227965454,0.16550852227965454
7,179.946,7,2.992826,0.4893978,0.16550814014599777,159,476.8701,-12.33,0,-116.3844,25.1,,41.37892304555401,41.37892304555401,41.37892304555401,0.16551569218221604,0.16551569218221604,0.16551569218221604,0.16551569218221596,0.16551569218221596
10,0.165,10,2.993151,0.4641328,0.16550411956252023,155.075,0,-15.33,0,-116.383,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,0.265,10,2.980051,0.4728781,0.16549457821369196,173.5875,0.2788,-15.33,0,-116.3832,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,0.365,10,2.996476,0.4801004,0.16547966437878905,177.6537,0.5663,-15.33,0,-116.3834,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,0.465,10,3.002752,0.4714265,0.16545964458916335,178.4012,0.8562,-15.33,0,-116.3837,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,0.565,10,2.982178,0.4659871,0.1654349129818372,178.8,1.1437,-15.33,0,-116.3836,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,0.665,10,2.981593,0.4456322,0.16540604554350935,179.455,1.43,-15.33,0,-116.3836,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,0.765,10,2.995364,0.4599274,0.16537379348190986,179.2038,1.7862,-15.33,0,-116.3838,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,0.865,10,2.991757,0.4675036,0.16533900235099472,178.9537,2.0737,-15.33,0,-116.384,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,0.965,10,2.971908,0.4427257,0.16530253708018997,178.8438,2.36,-15.33,0,-116.384,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,1.065,10,2.995823,0.4744272,0.165265225322856,178.7513,2.6474,-15.33,0,-116.384,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,1.165,10,2.991333,0.4719526,0.16522778450135572,179.2012,2.9288,-15.33,0,-116.384,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,1.265,10,2.978456,0.4630417,0.16519076210141206,179.12,3.2125,-15.33,0,-116.3843,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,1.365,10,2.986952,0.4764081,0.16515451227480482,179.0087,3.5687,-15.33,0,-116.3847,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,1.465,10,2.998894,0.474937,0.16511919564717126,178.85,3.8587,-15.33,0,-116.3847,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,1.565,10,2.985509,0.4844877,0.16508480789555172,178.8975,4.15,-15.33,0,-116.3846,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,1.665,10,2.982098,0.4676141,0.16505124309039532,178.9625,4.4363,-15.33,0,-116.3846,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,1.765,10,2.995785,0.4878585,0.16501836588812774,179.0587,4.73,-15.33,0,-116.3845,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,1.865,10,2.992342,0.4896511,0.16498606004549557,179.1888,5.02,-15.33,0,-116.3845,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,1.965,10,2.972224,0.4686694,0.1649542535745256,178.7837,5.3075,-15.33,0,-116.3847,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,2.065,10,2.9952,0.4912001,0.1649229279345434,179.04,5.6637,-15.33,0,-116.3847,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,2.165,10,2.99421,0.488914,0.1648921081390943,179.1912,5.9537,-15.33,0,-116.3848,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,2.265,10,2.980122,0.4819547,0.16486183959540104,179.36,6.245,-15.33,0,-116.3848,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,2.365,10,2.986209,0.4913917,0.16483216667311382,179.1225,6.5337,-15.33,0,-116.3848,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,2.465,10,2.998832,0.4826724,0.1648031356262367,179.1712,6.8188,-15.33,0,-116.385,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,2.565,10,2.98528,0.4916483,0.164774814576285,178.8187,7.1088,-15.33,0,-116.3849,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,2.665,10,2.979738,0.4761905,0.16474728406768044,179.3825,7.3975,-15.33,0,-116.385,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,2.765,10,2.996457,0.4935513,0.16472058485858046,179.3075,7.7575,-15.33,0,-116.3852,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,2.865,10,2.995253,0.4918464,0.16469466730408386,179.27,8.045,-15.33,0,-116.3851,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,2.965,10,2.973614,0.4732126,0.16466936511510186,179.0225,8.335,-15.33,0,-116.3851,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,3.065,10,2.996488,0.4928466,0.16464436530304313,178.825,8.6263,-15.33,0,-116.3853,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,3.165,10,2.996389,0.4852768,0.1646191981269146,178.8425,8.91,-15.33,0,-116.3853,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,3.265,10,2.980274,0.4836044,0.1645933055177241,179.1875,9.19,-15.33,0,-116.385,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,3.365,10,2.984379,0.4863063,0.16456614989797694,179.015,9.4787,-15.33,0,-116.385,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,3.465,10,2.998919,0.4852931,0.16453729606504933,178.9075,9.84,-15.33,0,-116.3852,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,3.565,10,2.987318,0.4874656,0.1645064708927276,178.9787,10.1238,-15.33,0,-116.3855,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,3.665,10,2.981779,0.475515,0.16447360290816734,178.9313,10.4175,-15.33,0,-116.3856,25.1,,nan,nan,nan,nan,nan,nan,nan,nan
10,3.765,10,2.99756,0.4885925,0.164438807188484,179.1725,10.7025,-15.33,0,-116.3854,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,3.865,10,2.994098,0.4883067,0.16440233354796913,178.8087,10.9863,-15.33,0,-116.3853,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,3.965,10,2.974977,0.4742291,0.16436453835575487,178.8512,11.2674,-15.33,0,-116.3854,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,4.065,10,2.995244,0.4910832,0.16432587592859077,178.7913,11.6338,-15.33,0,-116.3854,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,4.165,10,2.996281,0.4798633,0.16428686659397904,179.0975,11.9225,-15.33,0,-116.3853,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,4.265,10,2.980971,0.4819352,0.16424804002125326,179.0737,12.21,-15.33,0,-116.3855,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,4.365,10,2.986348,0.4827243,0.16420989499857994,179.27,12.5012,-15.33,0,-116.3857,25,,nan,nan,nan,nan,nan,nan,nan,nan
10,4.465,10,3.001015,0.4797075,0.16417291024618327,179.1287,12.785,-15.33,0,-116.3857,25,,nan,nan,nan,nan,nan,nan,nan,nan
