Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_3N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Velocity (rpm),Rotary.Position (rev),XYZ.Y Position (mm),XYZ.X Position (mm),XYZ.Z Position (mm),RTC.Temperature (°C),
10,169.265,10,2.993708,0.550284,0.1838135,179.0575,1340.369,-15.33,0,-116.3904,25.1,
10,169.365,10,2.998838,0.5328875,0.177698,179.1688,1340.651,-15.33,0,-116.3904,25.1,
10,169.465,10,2.98707,0.5528429,0.1850787,179.2375,1341.013,-15.33,0,-116.3906,25.1,
10,169.565,10,2.991055,0.5574413,0.1863695,179.345,1341.301,-15.33,0,-116.3908,25.1,
10,169.665,10,3.005396,0.5549765,0.18466,178.99,1341.586,-15.33,0,-116.3907,25.1,
10,169.765,10,2.995953,0.5741948,0.1916568,178.895,1341.88,-15.33,0,-116.3908,25.1,
10,169.865,10,2.988878,0.5555805,0.1858826,178.845,1342.172,-15.33,0,-116.3911,25.1,
10,169.965,10,3.009622,0.5688235,0.1890016,178.755,1342.462,-15.33,0,-116.3912,25.1,
10,170.065,10,3.011433,0.5601367,0.1860034,179.085,1342.74,-15.33,0,-116.3911,25.1,
10,170.165,10,2.995968,0.5494656,0.1834017,178.93,1343.101,-15.33,0,-116.3908,25.1,
10,170.265,10,3.01369,0.5518557,0.1831163,179.0187,1343.392,-15.33,0,-116.3908,25.1,
10,170.365,10,3.023715,0.5140588,0.170009,178.8663,1343.681,-15.33,0,-116.3908,25.1,
10,170.465,10,3.015749,0.5208947,0.1727248,179.2113,1343.971,-15.33,0,-116.3906,25.1,
10,170.565,10,3.017526,0.5100028,0.1690135,179.1062,1344.26,-15.33,0,-116.3905,25.1,
10,170.665,10,3.035527,0.5061676,0.1667478,179.165,1344.551,-15.33,0,-116.3905,25.1,
10,170.765,10,3.020938,0.4913008,0.1626319,179.09,1344.835,-15.33,0,-116.3904,25.1,
10,170.865,10,3.003897,0.473992,0.1577923,178.81,1345.123,-15.33,0,-116.3901,25.1,
10,170.965,10,3.024462,0.4916353,0.162553,178.915,1345.48,-15.33,0,-116.3899,25.1,
10,171.065,10,3.014823,0.4769796,0.1582115,179.325,1345.766,-15.33,0,-116.3897,25.1,
10,171.165,10,2.996937,0.4720533,0.1575119,179.4125,1346.052,-15.33,0,-116.3898,25.1,
10,171.265,10,3.004687,0.4880956,0.1624448,179.02,1346.342,-15.33,0,-116.3901,25.1,
10,171.365,10,3.010548,0.4754436,0.1579259,179.0163,1346.631,-15.33,0,-116.3902,25.1,
10,171.465,10,2.995377,0.4905507,0.1637693,179.3112,1346.921,-15.33,0,-116.3901,25.1,
10,171.565,10,2.990562,0.4928888,0.1648148,179.2275,1347.214,-15.33,0,-116.3899,25.1,
10,171.665,10,3.002708,0.5060539,0.1685325,179.225,1347.502,-15.33,0,-116.39,25.1,
10,171.765,10,3.001575,0.5055149,0.1684165,179.0437,1347.864,-15.33,0,-116.3899,25.1,
10,171.865,10,2.990231,0.4773661,0.1596419,178.8887,1348.145,-15.33,0,-116.39,25.1,
10,171.965,10,3.012975,0.4985426,0.1654652,178.8438,1348.434,-15.33,0,-116.3902,25.1,
10,172.065,10,3.013406,0.4828478,0.1602332,179.3225,1348.718,-15.33,0,-116.3904,25.1,
10,172.165,10,2.99081,0.5070606,0.1695396,179.1113,1349.012,-15.33,0,-116.3904,25.1,
10,172.265,10,2.995386,0.5152669,0.1720202,178.7263,1349.306,-15.33,0,-116.3902,25.1,
10,172.365,10,3.006377,0.5107172,0.169878,178.8425,1349.594,-15.33,0,-116.3903,25.1,
10,172.465,10,2.997439,0.5306208,0.1770247,179.0962,1349.95,-15.33,0,-116.3901,25.1,
10,172.565,10,2.99133,0.5193554,0.1736202,179.1287,1350.24,-15.33,0,-116.3899,25.1,
10,172.665,10,3.006272,0.5269998,0.1753001,179.2012,1350.524,-15.33,0,-116.39,25.1,
10,172.765,10,3.004659,0.5258113,0.1749987,179.3337,1350.811,-15.33,0,-116.39,25.1,
10,172.865,10,2.990887,0.5068852,0.1694765,178.7637,1351.101,-15.33,0,-116.3901,25.1,
10,172.965,10,3.006575,0.5152181,0.1713638,178.9263,1351.391,-15.33,0,-116.3901,25.1,
10,173.065,10,3.006507,0.5101846,0.1696935,179.1013,1351.754,-15.33,0,-116.3901,25.1,
10,173.165,10,2.995727,0.50683,0.1691843,179.3825,1352.047,-15.33,0,-116.3902,25.1,
10,173.265,10,3.004225,0.5179785,0.1724166,179.0925,1352.338,-15.33,0,-116.39,25.1,
10,173.365,10,3.000445,0.4883684,0.1627653,179.375,1352.621,-15.33,0,-116.3898,25.1,
10,173.465,10,2.991092,0.5045893,0.1686974,179.0087,1352.911,-15.33,0,-116.3897,25.1,
10,173.565,10,2.982348,0.4937981,0.1655736,179.0338,1353.205,-15.33,0,-116.3897,25.1,
10,173.665,10,2.995736,0.5187286,0.1731557,179.2088,1353.489,-15.33,0,-116.3898,25.1,
10,173.765,10,2.992853,0.5202907,0.1738444,179.145,1353.774,-15.33,0,-116.3897,25.1,
10,173.865,10,2.978395,0.5086746,0.1707882,178.9812,1354.133,-15.33,0,-116.3897,25.1,
10,173.965,10,2.993544,0.5265712,0.1759023,178.89,1354.424,-15.33,0,-116.3897,25.1,
10,174.065,10,2.996482,0.528052,0.176224,179.1413,1354.708,-15.33,0,-116.3894,25.1,
10,174.165,10,2.981519,0.5339981,0.1791027,179.0775,1354.996,-15.33,0,-116.3894,25.1,
10,174.265,10,2.986101,0.534956,0.1791487,179.1125,1355.285,-15.33,0,-116.3896,25.1,
10,174.365,10,2.997689,0.5279773,0.1761281,178.6163,1355.575,-15.33,0,-116.3898,25.1,
10,174.465,10,2.989835,0.5364369,0.1794202,178.8313,1355.865,-15.33,0,-116.3898,25.1,
10,174.565,10,2.98141,0.5289808,0.1774264,178.7888,1356.152,-15.33,0,-116.3898,25.1,
10,174.665,10,2.998677,0.5441008,0.1814469,179.1387,1356.514,-15.33,0,-116.3898,25.1,
10,174.765,10,2.99686,0.5458285,0.1821335,179.1912,1356.81,-15.33,0,-116.3897,25.1,
10,174.865,10,2.981878,0.5382262,0.1804991,179.2513,1357.095,-15.33,0,-116.3898,25.1,
10,174.965,10,2.997405,0.559078,0.1865207,179.0187,1357.377,-15.33,0,-116.39,25.1,
10,175.065,10,3.003764,0.5419705,0.1804304,179.0638,1357.672,-15.33,0,-116.3901,25.1,
10,175.165,10,2.990547,0.5455459,0.1824235,179.2188,1357.963,-15.33,0,-116.3903,25.1,
10,175.265,10,2.994804,0.5425193,0.1811535,179.1212,1358.251,-15.33,0,-116.3903,25.1,
10,175.365,10,3.011576,0.5356348,0.1778586,178.9288,1358.615,-15.33,0,-116.3904,25.1,
10,175.465,10,3.004294,0.5316632,0.1769678,179.0612,1358.905,-15.33,0,-116.3904,25.1,
10,175.565,10,2.993126,0.5310007,0.1774067,178.9212,1359.19,-15.33,0,-116.3902,25.1,
10,175.665,10,3.011721,0.5418211,0.1799041,179.0975,1359.475,-15.33,0,-116.3903,25.1,
10,175.765,10,3.0123,0.529588,0.1758085,179.2825,1359.758,-15.33,0,-116.3902,25.1,
10,175.865,10,3.001426,0.5226451,0.1741322,179.2375,1360.045,-15.33,0,-116.3901,25.1,
10,175.965,10,3.019492,0.5301174,0.1755651,178.6862,1360.404,-15.33,0,-116.39,25.1,
10,176.065,10,3.015821,0.4840136,0.1604915,178.9175,1360.685,-15.33,0,-116.3903,25.1,
10,176.165,10,3.000259,0.4826659,0.1608747,178.9462,1360.972,-15.33,0,-116.3902,25.1,
10,176.265,10,3.001554,0.4820197,0.1605901,179.0675,1361.26,-15.33,0,-116.3902,25.1,
10,176.365,10,3.011464,0.4900311,0.1627219,179.1175,1361.549,-15.33,0,-116.3903,25.1,
10,176.465,10,3.004003,0.5057714,0.1683658,178.9862,1361.837,-15.33,0,-116.3903,25.1,
10,176.565,10,2.991194,0.4984127,0.1666267,179.005,1362.202,-15.33,0,-116.3904,25.1,
10,176.665,10,3.008644,0.5156273,0.171382,178.88,1362.493,-15.33,0,-116.3905,25.1,
10,176.765,10,3.005489,0.5130749,0.1707126,179.1812,1362.781,-15.33,0,-116.3907,25.1,
10,176.865,10,2.98872,0.5093403,0.1704209,178.9362,1363.074,-15.33,0,-116.3908,25.1,
10,176.965,10,2.998711,0.5168094,0.1723438,178.965,1363.358,-15.33,0,-116.3907,25.1,
10,177.065,10,3.006504,0.5183519,0.1724102,178.9475,1363.641,-15.33,0,-116.3904,25.1,
10,177.165,10,2.990429,0.5237459,0.1751407,179.2162,1363.925,-15.33,0,-116.3903,25.1,
10,177.265,10,2.989023,0.5207745,0.174229,179.155,1364.221,-15.33,0,-116.3902,25.1,
10,177.365,10,3.00212,0.5261847,0.175271,179.1788,1364.585,-15.33,0,-116.3902,25.1,
10,177.465,10,2.996538,0.5295556,0.1767225,179.07,1364.871,-15.33,0,-116.3903,25.1,
10,177.565,10,2.981667,0.5183812,0.1738561,179.0262,1365.162,-15.33,0,-116.3906,25.1,
10,177.665,10,3.001036,0.5355601,0.1784584,178.885,1365.453,-15.33,0,-116.3908,25.1,
10,177.765,10,2.998278,0.5347872,0.1783648,179.3987,1365.742,-15.33,0,-116.3907,25.1,
10,177.865,10,2.984141,0.5334752,0.1787701,179.0137,1366.029,-15.33,0,-116.3907,25.1,
10,177.965,10,2.992083,0.5438573,0.1817655,179.2425,1366.313,-15.33,0,-116.3909,25.1,
10,178.065,10,3.004244,0.5368363,0.1786926,179.0262,1366.606,-15.33,0,-116.391,25.1,
10,178.165,10,2.99098,0.5523266,0.1846641,178.985,1366.964,-15.33,0,-116.3909,25.1,
10,178.265,10,2.986568,0.5401163,0.1808484,179.0237,1367.244,-15.33,0,-116.3907,25.1,
10,178.365,10,3.00147,0.5498228,0.1831845,178.9862,1367.532,-15.33,0,-116.3906,25.1,
10,178.465,10,2.997829,0.548907,0.1831015,179.09,1367.819,-15.33,0,-116.3906,25,
10,178.565,10,2.981661,0.5383691,0.1805601,178.8975,1368.103,-15.33,0,-116.3905,25,
10,178.665,10,2.999281,0.555272,0.185135,179.05,1368.465,-15.33,0,-116.3903,25,
10,178.765,10,2.999974,0.5491571,0.1830539,179.1237,1368.749,-15.33,0,-116.3903,25,
10,178.865,10,2.985664,0.5551096,0.185925,179.285,1369.037,-15.33,0,-116.3903,25,
10,178.965,10,2.989432,0.5595326,0.1871702,178.9575,1369.324,-15.33,0,-116.39,25,
10,179.065,10,3.003467,0.5485271,0.1826313,178.8862,1369.61,-15.33,0,-116.3902,25,
10,179.165,10,2.99037,0.5485888,0.1834518,178.8837,1369.895,-15.33,0,-116.3902,25,
10,179.265,10,2.983258,0.5418114,0.1816173,179.0663,1370.255,-15.33,0,-116.3903,25,
10,179.365,10,3.000739,0.5623807,0.187414,179.2113,1370.541,-15.33,0,-116.3904,25,
10,179.465,10,2.999919,0.5497319,0.1832489,179.2363,1370.826,-15.33,0,-116.3904,25,
10,179.565,10,2.984454,0.5461403,0.1829951,178.9362,1371.113,-15.33,0,-116.3906,25.1,
10,179.665,10,3.00465,0.565495,0.1882066,178.9337,1371.404,-15.33,0,-116.3908,25.1,
10,179.765,10,3.007572,0.5514336,0.1833484,179.1087,1371.693,-15.33,0,-116.3907,25.1,
10,179.865,10,2.994652,0.557792,0.1862627,179.3288,1371.981,-15.33,0,-116.3906,25.1,
10,179.965,10,3.00252,0.5554084,0.1849808,179.0013,1372.346,-15.33,0,-116.3907,25.1,
13,0.19,13,2.992445,0.4712836,0.1574912,175.165,1373.011,-18.33,0,-116.3897,25.1,
13,0.29,13,3.00447,0.4990492,0.1661022,187.2087,1373.383,-18.33,0,-116.3902,25.1,
13,0.39,13,3.017718,0.4759047,0.1577035,189.76,1373.691,-18.33,0,-116.3901,25.1,
13,0.49,13,2.998736,0.4791197,0.1597739,190.765,1374.003,-18.33,0,-116.3898,25.1,
13,0.59,13,2.994098,0.4749337,0.1586233,190.985,1374.305,-18.33,0,-116.3897,25.1,
13,0.69,13,3.00943,0.4603593,0.1529723,190.94,1374.606,-18.33,0,-116.3897,25.1,
13,0.79,13,2.998457,0.4829614,0.16107,190.885,1374.915,-18.33,0,-116.3895,25.1,
13,0.89,13,2.986667,0.4700366,0.1573783,191.06,1375.217,-18.33,0,-116.3897,25.1,
13,0.99,13,3.004681,0.4706959,0.1566542,190.9637,1375.6,-18.33,0,-116.3898,25.1,
13,1.09,13,3.00116,0.487891,0.1625675,190.9325,1375.901,-18.33,0,-116.3898,25.1,
13,1.19,13,2.984098,0.4718162,0.1581102,190.77,1376.207,-18.33,0,-116.3898,25.1,
13,1.29,13,3.003414,0.4857964,0.1617481,191.08,1376.51,-18.33,0,-116.3898,25.1,
13,1.39,13,3.001117,0.4933142,0.1643769,190.8363,1376.821,-18.33,0,-116.3898,25.1,
13,1.49,13,2.979834,0.4761093,0.1597771,190.9075,1377.14,-18.33,0,-116.3898,25.1,
13,1.59,13,3.002622,0.4965422,0.1653696,190.9538,1377.449,-18.33,0,-116.3898,25.1,
13,1.69,13,3.002746,0.4955615,0.1650361,191.1175,1377.829,-18.33,0,-116.39,25.1,
13,1.79,13,2.979884,0.4786196,0.1606169,190.8625,1378.139,-18.33,0,-116.39,25.1,
13,1.89,13,2.999612,0.5010659,0.1670435,190.8987,1378.449,-18.33,0,-116.3899,25.1,
13,1.99,13,3.002095,0.4943469,0.1646673,191.04,1378.754,-18.33,0,-116.3898,25.1,
13,2.09,13,2.981481,0.4849748,0.1626624,190.8475,1379.057,-18.33,0,-116.3897,25.1,
13,2.19,13,2.991726,0.5001079,0.1671636,190.695,1379.368,-18.33,0,-116.3896,25.1,
13,2.29,13,2.998188,0.4893978,0.1632312,191.2312,1379.75,-18.33,0,-116.3897,25.1,
13,2.39,13,2.984033,0.4938436,0.1654954,191.1725,1380.052,-18.33,0,-116.3896,25.1,
13,2.49,13,2.989801,0.4958602,0.1658506,190.8837,1380.366,-18.33,0,-116.3897,25.1,
13,2.59,13,3.000789,0.4871539,0.1623419,190.7513,1380.676,-18.33,0,-116.3899,25.1,
13,2.69,13,2.986726,0.4972891,0.1664997,190.8063,1380.979,-18.33,0,-116.39,25.1,
13,2.79,13,2.986101,0.4915476,0.1646119,191.0625,1381.287,-18.33,0,-116.3902,25.1,
13,2.89,13,3.002281,0.4861406,0.1619238,190.9775,1381.601,-18.33,0,-116.3903,25.1,
13,2.99,13,2.993305,0.4972241,0.1661121,190.9888,1381.981,-18.33,0,-116.3901,25.1,
13,3.09,13,2.98211,0.4867901,0.1632368,191.1975,1382.28,-18.33,0,-116.3901,25.1,
13,3.19,13,3.000126,0.487339,0.1624395,191.0863,1382.59,-18.33,0,-116.3902,25.1,
13,3.29,13,2.994392,0.4985491,0.1664943,190.855,1382.904,-18.33,0,-116.3901,25.1,
13,3.39,13,2.979274,0.4814026,0.1615839,190.9262,1383.21,-18.33,0,-116.3899,25.1,
13,3.49,13,2.998343,0.4912813,0.163851,191.1325,1383.515,-18.33,0,-116.39,25.1,
13,3.59,13,2.997284,0.4966266,0.1656922,191.06,1383.823,-18.33,0,-116.3902,25.1,
13,3.69,13,2.97824,0.4767848,0.1600895,190.8887,1384.145,-18.33,0,-116.3905,25.1,
13,3.79,13,3.00095,0.4949542,0.1649325,191.2012,1384.451,-18.33,0,-116.3908,25.1,
13,3.89,13,3.002349,0.4920835,0.1638995,191.2163,1384.839,-18.33,0,-116.3908,25.1,
13,3.99,13,2.980816,0.4760022,0.1596886,190.9287,1385.092,-18.33,0,-116.3908,25.1,
13,4.09,13,2.997064,0.4925024,0.1643283,190.7925,1385.474,-18.33,0,-116.3907,25.1,
13,4.19,13,3.000436,0.489151,0.1630267,191.24,1385.78,-18.33,0,-116.3906,25.1,
13,4.29,13,2.983497,0.4808928,0.1611843,191.1488,1386.079,-18.33,0,-116.3906,25.1,
13,4.39,13,2.996352,0.4895602,0.1633854,191.0237,1386.399,-18.33,0,-116.3908,25.1,
13,4.49,13,3.002365,0.4830069,0.1608755,190.9563,1386.709,-18.33,0,-116.391,25.1,
13,4.59,13,2.985064,0.4872285,0.1632222,191.19,1387.021,-18.33,0,-116.3911,25.1,
13,4.69,13,2.995228,0.4870337,0.1626032,190.8562,1387.33,-18.33,0,-116.3914,25.1,
13,4.79,13,3.007027,0.4799056,0.1595947,191.0237,1387.634,-18.33,0,-116.3914,25.1,
13,4.89,13,2.991454,0.4896544,0.1636844,191.0575,1388.013,-18.33,0,-116.3912,25.1,
13,4.99,13,2.991132,0.4832699,0.1615676,191.075,1388.319,-18.33,0,-116.3911,25.1,
13,5.09,13,3.005157,0.4780058,0.1590618,190.975,1388.622,-18.33,0,-116.3911,25.1,
13,5.19,13,2.995649,0.4910865,0.1639332,191.0012,1388.93,-18.33,0,-116.3911,25.1,
13,5.29,13,2.984958,0.4807467,0.1610564,191.0037,1389.23,-18.33,0,-116.3911,25.1,
13,5.39,13,3.001971,0.4814708,0.1603849,191.1163,1389.615,-18.33,0,-116.3912,25.1,
13,5.49,13,3.000461,0.4920217,0.1639821,190.7437,1389.929,-18.33,0,-116.3914,25.1,
13,5.59,13,2.986711,0.4751221,0.1590787,190.93,1390.231,-18.33,0,-116.3914,25.1,
13,5.69,13,3.00469,0.4860075,0.1617496,191.04,1390.535,-18.33,0,-116.3911,25.1,
13,5.79,13,3.002779,0.4889172,0.1628215,191.0963,1390.84,-18.33,0,-116.3909,25.1,
13,5.89,13,2.980912,0.4703906,0.1578009,190.7725,1391.149,-18.33,0,-116.3907,25.1,
13,5.99,13,2.999606,0.4897258,0.1632634,191.1075,1391.461,-18.33,0,-116.3907,25.1,
13,6.09,13,3.000374,0.4864134,0.1621176,190.89,1391.772,-18.33,0,-116.3906,25.1,
13,6.19,13,2.98128,0.4712122,0.158057,190.7725,1392.153,-18.33,0,-116.3906,25.1,
13,6.29,13,2.997974,0.4873032,0.1625442,190.755,1392.46,-18.33,0,-116.3905,25.1,
13,6.39,13,2.999814,0.4830426,0.1610242,191.1787,1392.762,-18.33,0,-116.3904,25.1,
13,6.49,13,2.979069,0.474609,0.1593145,190.785,1393.069,-18.33,0,-116.3902,25.1,
13,6.59,13,2.995117,0.4844487,0.1617462,190.9563,1393.378,-18.33,0,-116.3904,25.1,
13,6.69,13,3.000665,0.4777168,0.1592036,191.1475,1393.687,-18.33,0,-116.3907,25.1,
13,6.79,13,2.983358,0.4827438,0.1618123,191.1825,1394.077,-18.33,0,-116.3907,25.1,
13,6.89,13,2.992166,0.4831498,0.1614716,190.9512,1394.386,-18.33,0,-116.3907,25.1,
13,6.99,13,3.002111,0.4759112,0.1585255,190.8488,1394.696,-18.33,0,-116.3908,25.1,
13,7.09,13,2.988147,0.4857802,0.162569,191.0412,1395.006,-18.33,0,-116.3912,25.1,
13,7.19,13,2.988435,0.4820976,0.1613211,191.0062,1395.31,-18.33,0,-116.3913,25.1,
13,7.29,13,3.000987,0.4738069,0.1578837,190.995,1395.623,-18.33,0,-116.3913,25.1,
13,7.39,13,2.994191,0.4878423,0.1629296,190.8038,1395.939,-18.33,0,-116.3913,25.1,
13,7.49,13,2.986667,0.4755215,0.1592148,190.9362,1396.251,-18.33,0,-116.3914,25.1,
13,7.59,13,3.002823,0.4777655,0.1591055,190.8375,1396.56,-18.33,0,-116.3915,25.1,
13,7.69,13,2.999142,0.4883749,0.1628382,190.7675,1396.866,-18.33,0,-116.3913,25.1,
13,7.79,13,2.983094,0.4713421,0.1580044,191.1037,1397.184,-18.33,0,-116.3912,25.1,
13,7.89,13,3.001745,0.4831725,0.1609638,191.1362,1397.563,-18.33,0,-116.3911,25.1,
13,7.99,13,3.000448,0.4859036,0.1619437,190.81,1397.863,-18.33,0,-116.3911,25.1,
13,8.09,13,2.980587,0.4693612,0.1574727,190.8175,1398.169,-18.33,0,-116.3911,25.1,
13,8.19,13,2.999913,0.4855464,0.1618535,190.895,1398.476,-18.33,0,-116.3912,25.1,
13,8.29,13,3.000826,0.4858646,0.1619103,191.045,1398.776,-18.33,0,-116.3914,25.1,
13,8.39,13,2.980902,0.4698483,0.1576195,190.7287,1399.088,-18.33,0,-116.3915,25.1,
13,8.49,13,3.000968,0.4852021,0.1616818,190.83,1399.467,-18.33,0,-116.3915,25.1,
13,8.59,13,3.003098,0.4825262,0.1606761,191.12,1399.775,-18.33,0,-116.3916,25.1,
13,8.69,13,2.98367,0.4727223,0.1584365,191.2112,1400.078,-18.33,0,-116.392,25.1,
13,8.79,13,3.002182,0.4828964,0.1608485,190.8187,1400.384,-18.33,0,-116.3921,25.1,
13,8.89,13,3.005139,0.4775317,0.158905,191.235,1400.685,-18.33,0,-116.392,25.1,
13,8.99,13,2.987825,0.479977,0.1606443,191.095,1401.064,-18.33,0,-116.3918,25.1,
13,9.09,13,2.996197,0.4808473,0.1604859,191.2712,1401.374,-18.33,0,-116.3917,25.1,
13,9.19,13,3.004665,0.4741933,0.157819,190.925,1401.676,-18.33,0,-116.3919,25.1,
13,9.29,13,2.992169,0.4847475,0.1620054,191.1938,1401.99,-18.33,0,-116.3921,25.1,
13,9.39,13,2.993036,0.4793275,0.1601476,190.9162,1402.294,-18.33,0,-116.3919,25.1,
13,9.49,13,3.004572,0.472141,0.1571408,191.0163,1402.594,-18.33,0,-116.3918,25.1,
13,9.59,13,2.995634,0.486894,0.1625346,190.9587,1402.975,-18.33,0,-116.3915,25.1,
13,9.69,13,2.98677,0.4747584,0.1589538,191.33,1403.284,-18.33,0,-116.3915,25.1,
13,9.79,13,3.003368,0.4771615,0.1588755,191.0513,1403.596,-18.33,0,-116.3915,25.1,
13,9.89,13,3.000851,0.4860205,0.1619609,190.9512,1403.905,-18.33,0,-116.3913,25.1,
13,9.99,13,2.983643,0.4700821,0.1575531,190.8737,1404.214,-18.33,0,-116.3913,25.1,
13,10.09,13,3.001436,0.4811104,0.1602934,191.145,1404.521,-18.33,0,-116.3913,25.1,
13,10.19,13,2.999501,0.48226,0.1607801,190.8713,1404.901,-18.33,0,-116.391,25.1,
13,10.29,13,2.979336,0.4680622,0.1571029,191.0225,1405.206,-18.33,0,-116.3908,25.1,
13,10.39,13,2.999052,0.4834648,0.1612059,191.0875,1405.514,-18.33,0,-116.3907,25.1,
13,10.49,13,2.998238,0.4839973,0.1614273,191.1762,1405.83,-18.33,0,-116.3908,25.1,
13,10.59,13,2.97785,0.4681986,0.1572271,190.7825,1406.139,-18.33,0,-116.3908,25.1,
13,10.69,13,3.00086,0.4835752,0.1611455,190.7887,1406.441,-18.33,0,-116.391,25.1,
13,10.79,13,3.000609,0.48062,0.1601741,190.8425,1406.746,-18.33,0,-116.3911,25.1,
13,10.89,13,2.978686,0.470868,0.1580791,190.9113,1407.051,-18.33,0,-116.391,25.1,
13,10.99,13,2.995253,0.4816787,0.160814,190.8425,1407.434,-18.33,0,-116.3911,25.1,
13,11.09,13,2.998587,0.475843,0.1586891,191.0887,1407.744,-18.33,0,-116.391,25.1,
13,11.19,13,2.984249,0.4797172,0.1607497,191.0775,1408.057,-18.33,0,-116.3911,25.1,
13,11.29,13,2.992627,0.4805421,0.1605753,190.8625,1408.361,-18.33,0,-116.3912,25.1,
13,11.39,13,3.000906,0.472995,0.1576174,190.6512,1408.664,-18.33,0,-116.3913,25.1,
13,11.49,13,2.987252,0.4835784,0.1618807,191.09,1408.966,-18.33,0,-116.3913,25.1,
13,11.59,13,2.986689,0.4784507,0.1601944,190.9987,1409.35,-18.33,0,-116.3912,25.1,
13,11.69,13,3.00025,0.4708972,0.1569526,190.8063,1409.659,-18.33,0,-116.3909,25.1,
13,11.79,13,2.992621,0.4849943,0.1620634,190.8463,1409.965,-18.33,0,-116.3909,25.1,
13,11.89,13,2.984125,0.471092,0.157866,191.0163,1410.276,-18.33,0,-116.3911,25.1,
13,11.99,13,2.999309,0.4741901,0.1580998,190.6963,1410.579,-18.33,0,-116.3911,25.1,
13,12.09,13,2.994411,0.4841824,0.1616954,190.9612,1410.881,-18.33,0,-116.391,25.1,
13,12.19,13,2.980438,0.4694456,0.1575089,191.1775,1411.185,-18.33,0,-116.3912,25.1,
13,12.29,13,2.998649,0.4800355,0.1600839,191.1525,1411.581,-18.33,0,-116.391,25.1,
13,12.39,13,2.996123,0.4822794,0.1609679,190.9675,1411.893,-18.33,0,-116.3909,25.1,
13,12.49,13,2.978528,0.4681531,0.157176,191.0462,1412.2,-18.33,0,-116.3908,25.1,
13,12.59,13,3.000956,0.4807629,0.1602032,191.1062,1412.511,-18.33,0,-116.3908,25.1,
13,12.69,13,2.999194,0.4832082,0.1611127,191.0938,1412.816,-18.33,0,-116.3912,25.1,
13,12.79,13,2.977695,0.4661917,0.1565613,190.7487,1413.119,-18.33,0,-116.3914,25.1,
13,12.89,13,2.999207,0.4809772,0.1603682,190.9987,1413.421,-18.33,0,-116.3913,25.1,
13,12.99,13,3.000281,0.4811169,0.1603573,191.1737,1413.731,-18.33,0,-116.3913,25.1,
13,13.09,13,2.982996,0.4717123,0.1581338,190.9612,1414.116,-18.33,0,-116.3916,25.1,
13,13.19,13,2.995408,0.4826984,0.1611461,190.84,1414.425,-18.33,0,-116.3917,25.1,
13,13.29,13,3.001092,0.4746577,0.1581617,190.845,1414.736,-18.33,0,-116.3919,25.1,
13,13.39,13,2.98629,0.4783273,0.1601745,191.0012,1415.04,-18.33,0,-116.3917,25.1,
13,13.49,13,2.994098,0.4818768,0.1609422,190.93,1415.347,-18.33,0,-116.3915,25.1,
13,13.59,13,3.00277,0.47268,0.1574147,190.9675,1415.654,-18.33,0,-116.3916,25.1,
13,13.69,13,2.989968,0.4810389,0.1608843,191.1463,1416.033,-18.33,0,-116.3919,25.1,
13,13.79,13,2.990869,0.4771582,0.1595383,191.0275,1416.341,-18.33,0,-116.3921,25.1,
13,13.89,13,3.004411,0.4719624,0.1570898,190.7425,1416.659,-18.33,0,-116.392,25.1,
13,13.99,13,2.994621,0.4841532,0.1616743,190.9025,1416.967,-18.33,0,-116.392,25.1,
13,14.09,13,2.987869,0.4731509,0.1583573,191.275,1417.29,-18.33,0,-116.392,25.1,
13,14.19,13,3.003272,0.4739141,0.1577993,191.0438,1417.594,-18.33,0,-116.3917,25.1,
13,14.29,13,2.996083,0.4820294,0.1608865,190.94,1417.902,-18.33,0,-116.3918,25.1,
13,14.39,13,2.984927,0.4692767,0.1572155,190.8937,1418.216,-18.33,0,-116.3918,25.2,
13,14.49,13,3.001714,0.4783533,0.15936,191.0137,1418.524,-18.33,0,-116.3915,25.2,
13,14.59,13,2.999303,0.4825068,0.160873,191.1275,1418.829,-18.33,0,-116.3915,25.2,
13,14.69,13,2.980714,0.4714493,0.1581666,191.0113,1419.209,-18.33,0,-116.3915,25.2,
13,14.79,13,3.002591,0.4829809,0.1608547,191.1913,1419.515,-18.33,0,-116.3916,25.2,
13,14.89,13,3.00281,0.482497,0.1606818,191.1113,1419.823,-18.33,0,-116.3919,25.2,
13,14.99,13,2.982416,0.4696892,0.1574861,191.1625,1420.131,-18.33,0,-116.3919,25.2,
13,15.09,13,2.998962,0.4831043,0.1610905,191.06,1420.44,-18.33,0,-116.3917,25.2,
13,15.19,13,2.999792,0.4816007,0.1605447,191.1037,1420.749,-18.33,0,-116.3917,25.2,
13,15.29,13,2.98293,0.470501,0.1577311,190.9725,1421.054,-18.33,0,-116.3918,25.2,
13,15.39,13,2.997396,0.4827438,0.1610544,191.025,1421.434,-18.33,0,-116.3919,25.2,
13,15.49,13,3.002959,0.4765899,0.1587068,190.9575,1421.739,-18.33,0,-116.3923,25.2,
13,15.59,13,2.986187,0.4780481,0.1600864,191.2663,1422.045,-18.33,0,-116.3923,25.1,
