Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_3N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.Fx (N),DAQ.COF (),Rotary.Velocity (rpm),Rotary.Position (rev),XYZ.Y Position (mm),XYZ.X Position (mm),XYZ.Z Position (mm),RTC.Temperature (°C),
4,107.348,4,2.997049,0.4308369,0.1437537,119.0112,213.335,-9.33,0,-116.3772,25,
4,107.448,4,2.993371,0.4117452,0.1375524,119.5025,213.525,-9.33,0,-116.3774,25,
4,107.548,4,2.992324,0.4211238,0.1407347,119.7488,213.7637,-9.33,0,-116.3773,25,
4,107.648,4,2.986351,0.439488,0.1471655,119.4038,213.9588,-9.33,0,-116.3774,25,
4,107.748,4,2.979819,0.4172236,0.1400164,119.21,214.1487,-9.33,0,-116.3777,25,
4,107.848,4,2.998405,0.4444664,0.1482343,118.9212,214.3413,-9.33,0,-116.3779,25,
4,107.948,4,2.996234,0.4286416,0.1430601,119.73,214.5387,-9.33,0,-116.3779,25,
4,108.048,4,2.99334,0.4350066,0.1453248,119.7513,214.7275,-9.33,0,-116.3779,25,
4,108.148,4,2.990225,0.4545042,0.1519967,119.305,214.9162,-9.33,0,-116.3781,25,
4,108.248,4,2.983144,0.4353411,0.1459336,119.325,215.155,-9.33,0,-116.3781,25,
4,108.348,4,2.999234,0.4549328,0.151683,118.8087,215.3488,-9.33,0,-116.3783,25,
4,108.448,4,2.99772,0.4368316,0.1457213,119.6787,215.5375,-9.33,0,-116.3782,25,
4,108.548,4,2.994984,0.446457,0.1490683,119.6,215.73,-9.33,0,-116.3782,25,
4,108.648,4,2.989875,0.4603333,0.1539641,119.4525,215.9187,-9.33,0,-116.3785,25,
4,108.748,4,2.985677,0.4433525,0.1484931,119.4375,216.1138,-9.33,0,-116.3785,25,
4,108.848,4,3.00295,0.4614179,0.1536549,118.8962,216.3512,-9.33,0,-116.3786,25,
4,108.948,4,3.000888,0.4495941,0.1498203,119.6575,216.5412,-9.33,0,-116.3786,25,
4,109.048,4,2.997699,0.4514256,0.1505907,119.52,216.7325,-9.33,0,-116.3788,25,
4,109.148,4,2.993773,0.4678121,0.1562617,119.4463,216.9238,-9.33,0,-116.3788,25,
4,109.248,4,2.987934,0.4439305,0.1485744,119.0725,217.1162,-9.33,0,-116.3786,25,
4,109.348,4,3.003006,0.4624669,0.1540013,118.9713,217.3112,-9.33,0,-116.3786,25,
4,109.448,4,3.002801,0.4513476,0.1503089,119.6437,217.5038,-9.33,0,-116.3788,25,
4,109.548,4,3.000467,0.4467493,0.1488933,119.5,217.7412,-9.33,0,-116.3788,25,
4,109.648,4,2.994148,0.4652759,0.1553951,119.455,217.9312,-9.33,0,-116.3789,25,
4,109.748,4,2.988779,0.4366043,0.1460811,118.9037,218.1225,-9.33,0,-116.3791,25,
4,109.848,4,3.005687,0.4563909,0.1518425,119.3225,218.315,-9.33,0,-116.3793,25,
4,109.948,4,3.006547,0.4415664,0.1468683,119.725,218.5037,-9.33,0,-116.3793,25,
4,110.048,4,3.002838,0.4475676,0.1490482,119.4,218.7375,-9.33,0,-116.3792,25,
4,110.148,4,2.997132,0.4654512,0.1552989,119.315,218.9313,-9.33,0,-116.379,25,
4,110.248,4,2.992915,0.4493472,0.150137,119.04,219.1262,-9.33,0,-116.3791,25,
4,110.348,4,3.009254,0.4609536,0.1531787,119.3275,219.3163,-9.33,0,-116.3793,25,
4,110.448,4,3.00865,0.4468532,0.1485228,119.7525,219.51,-9.33,0,-116.3792,25,
4,110.548,4,3.005597,0.4488536,0.1493392,119.7962,219.7025,-9.33,0,-116.3792,25,
4,110.648,4,3.001204,0.4698125,0.1565414,119.4775,219.8937,-9.33,0,-116.3793,25,
4,110.748,4,2.995343,0.4461518,0.1489485,119.17,220.1287,-9.33,0,-116.3792,25,
4,110.848,4,3.009309,0.4581413,0.1522413,119.3838,220.3213,-9.33,0,-116.3792,25,
4,110.948,4,3.01043,0.4497921,0.1494112,119.6075,220.5137,-9.33,0,-116.3793,25,
4,111.048,4,3.00891,0.4455835,0.148088,119.4137,220.705,-9.33,0,-116.3794,25,
4,111.148,4,3.003643,0.4584595,0.1526345,119.3312,220.9,-9.33,0,-116.3793,25,
4,111.248,4,2.998039,0.4374973,0.1459278,118.9613,221.0912,-9.33,0,-116.3793,25,
4,111.348,4,3.01274,0.451864,0.1499844,119.1025,221.2812,-9.33,0,-116.3793,25,
4,111.448,4,3.014412,0.4438039,0.1472274,119.6387,221.52,-9.33,0,-116.3794,25,
4,111.548,4,3.011353,0.4408292,0.1463891,119.4025,221.7125,-9.33,0,-116.3793,25,
4,111.648,4,3.004928,0.4508281,0.1500296,119.5362,221.905,-9.33,0,-116.3791,25,
4,111.748,4,2.999349,0.4333796,0.1444912,118.915,222.0963,-9.33,0,-116.379,25,
4,111.848,4,3.013241,0.4464148,0.148151,119.0387,222.285,-9.33,0,-116.379,25,
4,111.948,4,3.01182,0.4350975,0.1444633,119.9037,222.4812,-9.33,0,-116.3789,25.1,
4,112.048,4,3.009093,0.4230171,0.1405796,119.365,222.6775,-9.33,0,-116.3788,25.1,
4,112.148,4,3.002662,0.4440214,0.1478759,119.5212,222.92,-9.33,0,-116.3788,25.1,
4,112.248,4,2.996764,0.4218967,0.1407841,118.855,223.11,-9.33,0,-116.3787,25.1,
4,112.348,4,3.009049,0.4323989,0.1436995,119.5537,223.305,-9.33,0,-116.3786,25.1,
4,112.448,4,3.010232,0.4358314,0.1447833,119.5325,223.495,-9.33,0,-116.3783,25.1,
4,112.548,4,3.007318,0.4246148,0.1411938,119.4962,223.6888,-9.33,0,-116.3782,25.1,
4,112.648,4,3.000108,0.4455835,0.1485225,119.3913,223.8925,-9.33,0,-116.378,25.1,
4,112.748,4,2.994999,0.4221305,0.1409451,119.1862,224.0862,-9.33,0,-116.3781,25.1,
4,112.848,4,3.007681,0.4322787,0.1437249,119.0475,224.2787,-9.33,0,-116.3781,25.1,
4,112.948,4,3.008473,0.4338245,0.1442009,119.6162,224.47,-9.33,0,-116.3783,25.1,
4,113.048,4,3.007925,0.422176,0.1403545,119.39,224.7075,-9.33,0,-116.3783,25,
4,113.148,4,2.999903,0.4466876,0.1489007,119.2513,224.895,-9.33,0,-116.3782,25,
4,113.248,4,2.996733,0.4232411,0.1412342,118.9962,225.0875,-9.33,0,-116.3783,25,
4,113.348,4,3.007733,0.4395368,0.1461355,119.7437,225.2813,-9.33,0,-116.3783,25,
4,113.448,4,3.011347,0.437978,0.1454426,119.3075,225.4737,-9.33,0,-116.3784,25,
4,113.548,4,3.00786,0.4258845,0.1415905,119.4912,225.6675,-9.33,0,-116.3783,25,
4,113.648,4,3.001507,0.450263,0.1500123,119.3375,225.8562,-9.33,0,-116.3781,25,
4,113.748,4,2.996553,0.4277323,0.1427414,118.9037,226.0938,-9.33,0,-116.3779,25,
4,113.848,4,3.006383,0.4389555,0.1460078,119.8137,226.2875,-9.33,0,-116.3779,25,
4,113.948,4,3.009074,0.4361464,0.1449437,119.41,226.4812,-9.33,0,-116.3779,25,
4,114.048,4,3.00674,0.4296028,0.14288,119.4962,226.67,-9.33,0,-116.3778,25,
4,114.148,4,2.996996,0.4475417,0.1493301,119.3925,226.8637,-9.33,0,-116.3774,25,
4,114.248,4,2.993321,0.4237997,0.1415818,119,227.0563,-9.33,0,-116.3772,25,
4,114.348,4,3.001231,0.4377571,0.1458592,119.7488,227.2487,-9.33,0,-116.3773,25,
4,114.448,4,3.008204,0.4349644,0.1445927,119.3462,227.49,-9.33,0,-116.3776,25,
4,114.548,4,3.004962,0.4261768,0.1418243,119.5588,227.6788,-9.33,0,-116.3776,25,
4,114.648,4,2.996943,0.447769,0.1494085,119.1413,227.87,-9.33,0,-116.3773,25,
4,114.748,4,2.99394,0.4250662,0.1419755,119.4238,228.0612,-9.33,0,-116.3773,25,
4,114.848,4,3.002198,0.435169,0.1449501,119.5912,228.25,-9.33,0,-116.3773,25,
4,114.948,4,3.007015,0.4212407,0.140086,119.4325,228.4425,-9.33,0,-116.3772,25,
4,115.048,4,3.003241,0.407517,0.1356924,119.3237,228.6813,-9.33,0,-116.3772,25,
4,115.148,4,2.994968,0.4321001,0.1442754,119.2138,228.8687,-9.33,0,-116.3772,25,
4,115.248,4,2.993411,0.4128071,0.1379053,119.3338,229.0625,-9.33,0,-116.3774,25,
4,115.348,4,3.000355,0.420182,0.1400441,119.4987,229.255,-9.33,0,-116.3776,25.1,
4,115.448,4,3.008904,0.4225754,0.1404416,119.6488,229.4475,-9.33,0,-116.3776,25.1,
4,115.548,4,3.005133,0.413226,0.1375068,119.5588,229.6387,-9.33,0,-116.3776,25.1,
4,115.648,4,2.996819,0.431574,0.1440107,119.0913,229.8338,-9.33,0,-116.3776,25.1,
4,115.748,4,2.994268,0.4099818,0.1369222,119.2062,230.0775,-9.33,0,-116.3775,25.1,
4,115.848,4,2.999349,0.4232346,0.1411088,119.7313,230.2687,-9.33,0,-116.3776,25.1,
4,115.948,4,3.008888,0.4214388,0.1400646,119.345,230.4613,-9.33,0,-116.3776,25.1,
4,116.048,4,3.003362,0.4153109,0.138282,119.3975,230.65,-9.33,0,-116.3775,25.1,
4,116.148,4,2.997327,0.4330126,0.1444663,119.0862,230.8425,-9.33,0,-116.3776,25.1,
4,116.248,4,2.993637,0.4120375,0.1376378,119.0362,231.035,-9.33,0,-116.3775,25.1,
4,116.348,4,2.997984,0.4224228,0.1409023,119.8137,231.2725,-9.33,0,-116.3776,25.1,
4,116.448,4,3.010594,0.4278265,0.142107,119.2912,231.4662,-9.33,0,-116.3778,25,
4,116.548,4,3.003538,0.4149309,0.1381474,119.3262,231.6575,-9.33,0,-116.3778,25,
4,116.648,4,2.996553,0.4358444,0.1454486,118.8662,231.855,-9.33,0,-116.3778,25,
4,116.748,4,2.992671,0.415746,0.1389214,119.6725,232.0462,-9.33,0,-116.3776,25,
4,116.848,4,2.997018,0.4240725,0.1414982,119.7712,232.235,-9.33,0,-116.3777,25,
4,116.948,4,3.009743,0.4286838,0.142432,119.0775,232.425,-9.33,0,-116.3777,25,
4,117.048,4,3.003352,0.414564,0.1380337,119.3937,232.665,-9.33,0,-116.3776,25,
4,117.148,4,2.996377,0.4339414,0.144822,118.9762,232.8562,-9.33,0,-116.3776,25,
4,117.248,4,2.991445,0.4179673,0.1397209,119.7062,233.045,-9.33,0,-116.3776,25,
4,117.348,4,2.995244,0.4336881,0.1447923,119.65,233.2375,-9.33,0,-116.3776,25,
4,117.448,4,3.009532,0.427859,0.1421679,119.385,233.4262,-9.33,0,-116.3775,25,
4,117.548,4,3.002578,0.4159961,0.1385463,119.5125,233.665,-9.33,0,-116.3775,25,
4,117.648,4,2.994819,0.4346201,0.145124,119.1825,233.8213,-9.33,0,-116.3775,25,
4,117.748,4,2.989943,0.4152784,0.1388917,119.39,234.0612,-9.33,0,-116.3775,25,
4,117.848,4,2.991411,0.4278622,0.1430303,119.6,234.2525,-9.33,0,-116.3775,25,
4,117.948,4,3.006077,0.4321196,0.1437487,119.44,234.4425,-9.33,0,-116.3776,25,
4,118.048,4,3.00081,0.4174477,0.1391117,119.1037,234.6337,-9.33,0,-116.3775,25,
4,118.148,4,2.991705,0.4394003,0.1468729,119.3025,234.825,-9.33,0,-116.3776,25,
4,118.248,4,2.987859,0.4207698,0.1408265,119.4463,235.0175,-9.33,0,-116.3777,25,
4,118.348,4,2.988092,0.4296938,0.1438021,119.5763,235.2125,-9.33,0,-116.3778,25,
4,118.448,4,3.005173,0.4327204,0.1439918,119.31,235.45,-9.33,0,-116.378,25,
4,118.548,4,2.998807,0.4237022,0.1412903,119.1175,235.6387,-9.33,0,-116.3778,25.1,
4,118.648,4,2.991005,0.439881,0.1470679,119.2525,235.8262,-9.33,0,-116.3778,25.1,
4,118.748,4,2.986327,0.4271283,0.143028,119.6237,236.0225,-9.33,0,-116.3778,25.1,
4,118.848,4,2.985868,0.4354547,0.1458385,119.73,236.2125,-9.33,0,-116.3778,25.1,
4,118.948,4,3.003569,0.437335,0.1456051,119.235,236.4487,-9.33,0,-116.3778,25.1,
4,119.048,4,2.997272,0.4310414,0.1438113,119.0238,236.6387,-9.33,0,-116.3777,25.1,
4,119.148,4,2.988748,0.4483243,0.150004,119.065,236.8312,-9.33,0,-116.3775,25.1,
4,119.248,4,2.984361,0.4369485,0.1464128,119.6725,237.0175,-9.33,0,-116.3777,25.1,
4,119.348,4,2.983373,0.4431349,0.1485348,119.6188,237.21,-9.33,0,-116.3779,25.1,
4,119.448,4,3.003882,0.4512535,0.1502234,119.3363,237.4013,-9.33,0,-116.3781,25.1,
4,119.548,4,2.997625,0.4405597,0.1469696,119.2838,237.6387,-9.33,0,-116.3783,25.1,
4,119.648,4,2.990578,0.4588622,0.153436,119.1775,237.83,-9.33,0,-116.3783,25,
4,119.748,4,2.987633,0.4507047,0.1508567,119.6725,238.0238,-9.33,0,-116.3784,25,
4,119.848,4,2.985571,0.45403,0.1520748,119.3625,238.2162,-9.33,0,-116.3788,25,
4,119.948,4,3.007857,0.4623954,0.1537292,119.31,238.4088,-9.33,0,-116.3789,25,
4,120.048,4,3.000266,0.4569072,0.1522889,119.2862,238.6012,-9.33,0,-116.3789,25,
4,120.148,4,2.994804,0.4666463,0.1558187,119.02,238.79,-9.33,0,-116.3788,25,
4,120.248,4,2.990188,0.4611192,0.1542108,119.7337,239.025,-9.33,0,-116.3789,25,
4,120.348,4,2.98724,0.4605606,0.154176,119.3662,239.2188,-9.33,0,-116.379,25,
4,120.448,4,3.009216,0.465448,0.1546742,119.4175,239.4075,-9.33,0,-116.3791,25,
4,120.548,4,3.000228,0.45756,0.1525084,119.1575,239.5988,-9.33,0,-116.379,25,
4,120.648,4,2.996278,0.4738264,0.1581383,119.0563,239.7862,-9.33,0,-116.3792,25,
4,120.748,4,2.99198,0.4690429,0.1567667,119.9238,240.03,-9.33,0,-116.3793,25,
4,120.848,4,2.989392,0.4605411,0.1540585,119.255,240.2225,-9.33,0,-116.3795,25,
4,120.948,4,3.011189,0.4748948,0.1577101,119.4762,240.4188,-9.33,0,-116.3795,25,
4,121.048,4,3.001665,0.4610218,0.1535887,118.905,240.6125,-9.33,0,-116.3793,25,
4,121.148,4,2.997943,0.4738459,0.158057,119.5675,240.8025,-9.33,0,-116.3795,25,
4,121.248,4,2.992516,0.4677634,0.1563111,119.5075,240.9937,-9.33,0,-116.3795,25,
4,121.348,4,2.990856,0.459437,0.1536139,119.3625,241.1875,-9.33,0,-116.3799,25,
4,121.448,4,3.012681,0.4711732,0.1563967,119.305,241.385,-9.33,0,-116.38,25,
4,121.548,4,3.004739,0.4557479,0.1516764,119.0987,241.5737,-9.33,0,-116.38,25,
4,121.648,4,3.000253,0.4716214,0.1571939,119.4238,241.8125,-9.33,0,-116.3799,25,
4,121.748,4,2.995346,0.4663703,0.1556983,119.715,242.005,-9.33,0,-116.3799,25,
4,121.848,4,2.991928,0.4592682,0.1535024,119.5687,242.1963,-9.33,0,-116.38,25,
4,121.948,4,3.015251,0.4653928,0.1543463,119.09,242.3875,-9.33,0,-116.38,25.1,
4,122.048,4,3.007232,0.4562545,0.1517191,119.1113,242.5775,-9.33,0,-116.3799,25.1,
4,122.148,4,3.002975,0.471709,0.1570806,119.4475,242.815,-9.33,0,-116.3797,25.1,
4,122.248,4,2.995476,0.4642237,0.154975,119.4975,243.0075,-9.33,0,-116.3796,25.1,
4,122.348,4,2.99198,0.4518185,0.1510099,119.3725,243.1988,-9.33,0,-116.3796,25.1,
4,122.448,4,3.013743,0.4637463,0.1538772,119.1825,243.3862,-9.33,0,-116.3798,25.1,
4,122.548,4,3.005322,0.4479995,0.1490688,119.23,243.5813,-9.33,0,-116.3798,25.1,
4,122.648,4,3.002371,0.4667957,0.1554757,119.4475,243.7737,-9.33,0,-116.3796,25.1,
4,122.748,4,2.995668,0.4606093,0.1537585,119.6262,243.9675,-9.33,0,-116.3794,25.1,
4,122.848,4,2.990181,0.4467396,0.1494022,119.35,244.1637,-9.33,0,-116.3793,25.1,
4,122.948,4,3.012569,0.4583881,0.1521585,119.5263,244.3613,-9.33,0,-116.3794,25.1,
4,123.048,4,3.002176,0.4442358,0.1479713,118.9513,244.6037,-9.33,0,-116.3794,25,
4,123.148,4,3.001018,0.460697,0.1535136,119.895,244.7925,-9.33,0,-116.3792,25,
4,123.248,4,2.994699,0.4580114,0.1529407,119.3763,244.985,-9.33,0,-116.3794,25,
4,123.348,4,2.990816,0.4465707,0.149314,119.29,245.175,-9.33,0,-116.3796,25,
4,123.448,4,3.013591,0.4572969,0.1517448,119.2988,245.365,-9.33,0,-116.3798,25,
4,123.548,4,3.004721,0.4435051,0.1476028,118.8662,245.555,-9.33,0,-116.3797,25,
4,123.648,4,3.00368,0.4596643,0.1530337,119.74,245.7975,-9.33,0,-116.3798,25,
4,123.748,4,2.997389,0.4589661,0.153122,119.5737,245.9888,-9.33,0,-116.3798,25,
4,123.848,4,2.994448,0.4391373,0.1466505,119.4662,246.18,-9.33,0,-116.38,25,
4,123.948,4,3.014248,0.4601644,0.1526631,119.2162,246.3675,-9.33,0,-116.38,25,
4,124.048,4,3.006396,0.4397056,0.1462567,119.0075,246.5612,-9.33,0,-116.38,25,
4,124.148,4,3.005718,0.4553582,0.1514973,119.5938,246.7525,-9.33,0,-116.3796,25,
4,124.248,4,2.997439,0.4524875,0.150958,119.6212,246.9913,-9.33,0,-116.3794,25,
4,124.348,4,2.991925,0.4386729,0.146619,119.2838,247.18,-9.33,0,-116.3792,25,
4,124.448,4,3.012251,0.4586739,0.1522695,118.91,247.3688,-9.33,0,-116.3793,25,
4,124.548,4,3.005027,0.437624,0.1456306,119.5,247.5612,-9.33,0,-116.3794,25,
4,124.648,4,3.006024,0.4506949,0.1499306,119.5525,247.7513,-9.33,0,-116.3797,25,
4,124.748,4,2.999454,0.4488082,0.1496299,119.4363,247.9475,-9.33,0,-116.3797,25,
4,124.848,4,2.994562,0.4380949,0.1462968,119.42,248.185,-9.33,0,-116.3799,25,
4,124.948,4,3.013043,0.4542281,0.1507539,119.1238,248.3713,-9.33,0,-116.3799,25,
4,125.048,4,3.007569,0.4375753,0.1454913,119.5675,248.5612,-9.33,0,-116.3797,25,
4,125.148,4,3.00656,0.4479865,0.149003,119.7275,248.7563,-9.33,0,-116.3794,25,
4,125.248,4,2.999074,0.448675,0.1496045,119.2875,248.9462,-9.33,0,-116.3793,25.1,
4,125.348,4,2.993497,0.4328698,0.1446034,119.3725,249.1363,-9.33,0,-116.3793,25.1,
4,125.448,4,3.011049,0.4554557,0.1512614,118.995,249.3737,-9.33,0,-116.3795,25.1,
4,125.548,4,3.007049,0.4399394,0.1463027,119.4575,249.5675,-9.33,0,-116.3796,25.1,
4,125.648,4,3.007142,0.4444306,0.1477917,119.6725,249.7575,-9.33,0,-116.3796,25.1,
4,125.748,4,3.000798,0.4470156,0.1489656,119.2762,249.9487,-9.33,0,-116.3795,25.1,
4,125.848,4,2.994061,0.4340421,0.1449677,119.2675,250.1375,-9.33,0,-116.3793,25.1,
4,125.948,4,3.010953,0.4524583,0.1502708,119.1425,250.33,-9.33,0,-116.3793,25.1,
4,126.048,4,3.004705,0.4364159,0.1452442,119.405,250.57,-9.33,0,-116.3793,25.1,
4,126.148,4,3.004216,0.4416833,0.1470211,119.8025,250.76,-9.33,0,-116.379,25.1,
4,126.248,4,2.99668,0.4443722,0.1482881,119.345,250.9512,-9.33,0,-116.379,25.1,
4,126.348,4,2.990708,0.4327171,0.1446872,119.3475,251.1387,-9.33,0,-116.3788,25,
4,126.448,4,3.007532,0.449357,0.1494105,119.2925,251.33,-9.33,0,-116.3788,25,
4,126.548,4,3.002807,0.4352631,0.1449521,119.5337,251.5212,-9.33,0,-116.3789,25,
4,126.648,4,3.003111,0.4422191,0.1472537,119.585,251.7612,-9.33,0,-116.379,25,
4,126.748,4,2.996077,0.4500649,0.1502181,119.37,251.9488,-9.33,0,-116.379,25,
4,126.848,4,2.989606,0.4264106,0.1426311,119.1012,252.14,-9.33,0,-116.3788,25,
4,126.948,4,3.006928,0.4468889,0.1486197,119.0375,252.3325,-9.33,0,-116.379,25,
4,127.048,4,3.003566,0.4328665,0.1441175,119.4738,252.5225,-9.33,0,-116.379,25,
4,127.148,4,3.003263,0.4412287,0.1469164,119.5938,252.7162,-9.33,0,-116.379,25,
4,127.248,4,2.995974,0.4495681,0.1500574,119.345,252.9538,-9.33,0,-116.3791,25,
4,127.348,4,2.989364,0.4277453,0.1430891,119.3587,253.15,-9.33,0,-116.3794,25,
4,127.448,4,3.006987,0.4470383,0.1486665,118.9987,253.3438,-9.33,0,-116.3795,25,
4,127.548,4,3.005207,0.4360392,0.1450946,119.805,253.5325,-9.33,0,-116.3795,25.1,
4,127.648,4,3.003746,0.4422321,0.1472269,119.745,253.72,-9.33,0,-116.3794,25.1,
4,127.748,4,2.996621,0.4488634,0.1497898,119.3363,253.9137,-9.33,0,-116.3794,25.1,
4,127.848,4,2.990779,0.4357178,0.145687,119.2012,254.1537,-9.33,0,-116.3796,25.1,
4,127.948,4,3.006999,0.4480418,0.1489996,118.8488,254.3425,-9.33,0,-116.3795,25.1,
4,128.048,4,3.005538,0.4416313,0.1469392,119.72,254.535,-9.33,0,-116.3795,25.1,
4,128.148,4,3.002674,0.44647,0.1486908,119.4238,254.7275,-9.33,0,-116.3794,25.1,
4,128.248,4,2.996507,0.4571118,0.1525482,119.3562,254.9187,-9.33,0,-116.3793,25.1,
4,128.348,4,2.988844,0.4351202,0.1455815,119.385,255.1087,-9.33,0,-116.3792,25.1,
4,128.448,4,3.005058,0.4516399,0.1502932,119.01,255.3025,-9.33,0,-116.3793,25.1,
4,128.548,4,3.003795,0.4450217,0.1481531,119.7787,255.5412,-9.33,0,-116.3792,25.1,
4,128.648,4,3.002427,0.4489738,0.149537,119.61,255.735,-9.33,0,-116.3792,25.1,
4,128.748,4,2.993959,0.455998,0.152306,119.23,255.9238,-9.33,0,-116.379,25.1,
4,128.848,4,2.987968,0.4360035,0.1459198,118.9137,256.115,-9.33,0,-116.3789,25.1,
4,128.948,4,3.004027,0.4563682,0.1519188,119.025,256.3075,-9.33,0,-116.3791,25.1,
4,129.048,4,3.003402,0.4481944,0.1492289,119.5088,256.5013,-9.33,0,-116.3792,25.1,
4,129.148,4,2.999318,0.4503182,0.1501402,119.4687,256.735,-9.33,0,-116.379,25.1,
4,129.248,4,2.994383,0.4569787,0.152612,119.4487,256.9275,-9.33,0,-116.379,25.1,
4,129.348,4,2.987129,0.4420145,0.147973,118.9487,257.1212,-9.33,0,-116.3792,25.1,
4,129.448,4,3.004476,0.4553322,0.1515513,119.545,257.3125,-9.33,0,-116.3794,25.1,
4,129.548,4,3.00469,0.4491199,0.149473,119.7838,257.5013,-9.33,0,-116.3793,25.1,
4,129.648,4,3.002708,0.4547607,0.1514502,119.4388,257.6975,-9.33,0,-116.3793,25.1,
4,129.748,4,2.994565,0.4567286,0.1525192,119.44,257.8912,-9.33,0,-116.3792,25.1,
4,129.848,4,2.989098,0.4357308,0.1457733,119.1125,258.1288,-9.33,0,-116.3792,25.1,
4,129.948,4,3.003854,0.4483048,0.1492432,119.2775,258.3188,-9.33,0,-116.3794,25.1,
4,130.048,4,3.00408,0.452796,0.150727,119.67,258.51,-9.33,0,-116.3796,25.1,
4,130.148,4,3.001978,0.4545431,0.1514146,119.2912,258.7012,-9.33,0,-116.3793,25.1,
4,130.248,4,2.993965,0.4593591,0.1534283,119.3338,258.8913,-9.33,0,-116.3793,25.1,
4,130.348,4,2.988426,0.4428134,0.1481761,119.0112,259.1263,-9.33,0,-116.3794,25.1,
4,130.448,4,3.00186,0.4544847,0.151401,119.4687,259.3175,-9.33,0,-116.3793,25.1,
4,130.548,4,3.001665,0.4587421,0.1528292,119.8075,259.5087,-9.33,0,-116.3794,25.1,
4,130.648,4,3.000807,0.4595214,0.1531326,119.5413,259.6988,-9.33,0,-116.3795,25.1,
4,130.748,4,2.993383,0.4648245,0.155284,119.1825,259.8937,-9.33,0,-116.3796,25.1,
4,130.848,4,2.989054,0.4452068,0.1489457,119.1687,260.0862,-9.33,0,-116.3795,25,
4,130.948,4,3.001659,0.4602554,0.1533337,119.4287,260.2775,-9.33,0,-116.3794,25,
4,131.048,4,3.001863,0.465474,0.1550617,119.4363,260.5112,-9.33,0,-116.3794,25,
4,131.148,4,2.999476,0.4625675,0.1542161,119.3213,260.705,-9.33,0,-116.3793,25,
4,131.248,4,2.992581,0.4732223,0.1581319,119.2575,260.8962,-9.33,0,-116.3793,25,
4,131.348,4,2.986903,0.4498051,0.1505925,118.8612,261.085,-9.33,0,-116.3795,25,
4,131.448,4,3.000838,0.4650291,0.1549664,119.3075,261.275,-9.33,0,-116.3796,25,
4,131.548,4,3.00238,0.4694001,0.1563427,119.665,261.47,-9.33,0,-116.3796,25,
4,131.648,4,3.001745,0.4605606,0.1534309,119.2925,261.7112,-9.33,0,-116.3798,25,
4,131.748,4,2.994392,0.4762717,0.1590545,119.4938,261.9012,-9.33,0,-116.3799,25,
4,131.848,4,2.989912,0.4535787,0.151703,119.09,262.0925,-9.33,0,-116.3799,25,
4,131.948,4,3.003067,0.4632755,0.1542674,119.71,262.2862,-9.33,0,-116.3799,25.1,
4,132.048,4,3.005291,0.4647596,0.1546471,119.2638,262.4788,-9.33,0,-116.38,25.1,
4,132.148,4,3.005414,0.4561181,0.1517655,119.3312,262.6687,-9.33,0,-116.3799,25.1,
4,132.248,4,3.000015,0.469293,0.1564302,119.3025,262.8625,-9.33,0,-116.3798,25.1,
4,132.348,4,2.995036,0.4405369,0.147089,118.62,263.1038,-9.33,0,-116.3797,25.1,
4,132.448,4,3.007055,0.4522991,0.1504126,119.815,263.2962,-9.33,0,-116.3798,25.1,
4,132.548,4,3.010433,0.4533188,0.1505826,119.5012,263.4813,-9.33,0,-116.3797,25.1,
4,132.648,4,3.007086,0.4410371,0.1466659,119.4637,263.6762,-9.33,0,-116.3796,25.1,
4,132.748,4,3.00052,0.4656493,0.1551896,119.2762,263.8812,-9.33,0,-116.3796,25.1,
4,132.848,4,2.994126,0.435695,0.1455166,119.4637,264.075,-9.33,0,-116.3792,25.1,
4,132.948,4,3.00338,0.4506137,0.1500355,119.365,264.265,-9.33,0,-116.3791,25.1,
4,133.048,4,3.005845,0.4501331,0.1497526,119.7525,264.5025,-9.33,0,-116.379,25.1,
4,133.148,4,3.002718,0.4425439,0.1473811,119.4987,264.6938,-9.33,0,-116.3791,25.1,
4,133.248,4,2.995219,0.465396,0.1553797,119.0413,264.885,-9.33,0,-116.3792,25.1,
4,133.348,4,2.992909,0.4394653,0.1468355,119.1775,265.0763,-9.33,0,-116.3794,25.1,
4,133.448,4,3.001878,0.4556668,0.1517939,119.625,265.2662,-9.33,0,-116.3796,25.1,
4,133.548,4,3.008699,0.4530428,0.1505776,119.52,265.4575,-9.33,0,-116.3796,25.1,
4,133.648,4,3.003396,0.4466746,0.1487232,119.4363,265.6475,-9.33,0,-116.3796,25.1,
4,133.748,4,2.996191,0.4707381,0.1571122,119.2762,265.845,-9.33,0,-116.3794,25.1,
4,133.848,4,2.992798,0.44811,0.1497295,119.0675,266.085,-9.33,0,-116.3794,25.1,
4,133.948,4,3.00047,0.4614926,0.1538068,119.9313,266.2787,-9.33,0,-116.3794,25.1,
4,134.048,4,3.007492,0.4566929,0.1518518,119.4238,266.4688,-9.33,0,-116.3794,25.1,
4,134.148,4,3.001179,0.4493667,0.1497301,119.2712,266.6625,-9.33,0,-116.3793,25.1,
4,134.248,4,2.993615,0.4731704,0.1580599,118.9425,266.8562,-9.33,0,-116.3792,25.1,
