Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_9N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.COF (),DAQ.Fx (N),DAQ.Fz (N),Rotary.Velocity (rpm),XYZ.Z Position (mm),XYZ.Y Position (mm),XYZ.X Position (mm),
7,27.898,7,0.1558623,1.40445,9.010838,159.3725,-115.3939,-12.33,0,
7,27.998,7,0.1665804,1.498837,8.997679,159.0275,-115.3938,-12.33,0,
7,28.098,7,0.1578348,1.421071,9.003533,159.07,-115.3941,-12.33,0,
7,28.198,7,0.1652102,1.48926,9.014336,158.8138,-115.3943,-12.33,0,
7,28.298,7,0.1564236,1.40899,9.00753,159.065,-115.3941,-12.33,0,
7,28.398,7,0.1663617,1.496843,8.997524,159.0987,-115.394,-12.33,0,
7,28.498,7,0.1591583,1.433346,9.005791,159.1325,-115.394,-12.33,0,
7,28.598,7,0.163364,1.47262,9.014352,158.995,-115.3943,-12.33,0,
7,28.698,7,0.1595697,1.436847,9.004509,158.9262,-115.3943,-12.33,0,
7,28.798,7,0.1631857,1.468422,8.998471,159.0512,-115.3943,-12.33,0,
7,28.898,7,0.1624338,1.464106,9.013553,159.095,-115.3944,-12.33,0,
7,28.998,7,0.1595311,1.438594,9.017639,159.4175,-115.3946,-12.33,0,
7,29.098,7,0.1633417,1.471094,9.006236,159.2038,-115.3945,-12.33,0,
7,29.198,7,0.1604442,1.444501,9.003138,159.3675,-115.3945,-12.33,0,
7,29.298,7,0.1647198,1.485022,9.015448,159.4063,-115.3945,-12.33,0,
7,29.398,7,0.1570303,1.415329,9.013098,159.18,-115.3944,-12.33,0,
7,29.498,7,0.1670634,1.504179,9.003642,159.18,-115.3943,-12.33,0,
7,29.598,7,0.1583786,1.425922,9.003252,159.4325,-115.3944,-12.33,0,
7,29.698,7,0.166034,1.496535,9.013423,159.125,-115.3942,-12.33,0,
7,29.798,7,0.1564483,1.409282,9.007974,159.05,-115.3941,-12.33,0,
7,29.898,7,0.1669974,1.502971,8.999967,159.0337,-115.3939,-12.33,0,
7,29.998,7,0.1589251,1.431196,9.005478,158.9962,-115.394,-12.33,0,
7,30.098,7,0.164023,1.478833,9.016011,159.0337,-115.3942,-12.33,0,
7,30.198,7,0.1589991,1.432024,9.006491,159.05,-115.3942,-12.33,0,
7,30.298,7,0.1652598,1.487221,8.999289,159.1888,-115.394,-12.33,0,
7,30.398,7,0.1604964,1.44642,9.012169,159.0512,-115.3942,-12.33,0,
7,30.498,7,0.1617633,1.458156,9.014134,159.0337,-115.3941,-12.33,0,
7,30.598,7,0.1634489,1.471065,9.00015,159.0825,-115.394,-12.33,0,
7,30.698,7,0.1624961,1.462157,8.998109,159.3037,-115.3941,-12.33,0,
7,30.798,7,0.1653704,1.490702,9.01432,159.435,-115.3941,-12.33,0,
7,30.898,7,0.1582598,1.426065,9.010912,159.3862,-115.3941,-12.33,0,
7,30.998,7,0.166106,1.495103,9.000896,159.3575,-115.394,-12.33,0,
7,31.098,7,0.1594374,1.435307,9.002323,159.3375,-115.3941,-12.33,0,
7,31.198,7,0.1671423,1.506631,9.01406,159.0887,-115.3941,-12.33,0,
7,31.298,7,0.156428,1.409253,9.008958,158.8925,-115.3941,-12.33,0,
7,31.398,7,0.1676919,1.508657,8.996601,159.025,-115.3938,-12.33,0,
7,31.498,7,0.1586391,1.428075,9.002038,158.875,-115.3938,-12.33,0,
7,31.598,7,0.1666138,1.501513,9.011933,159.0575,-115.3936,-12.33,0,
7,31.698,7,0.1578883,1.421295,9.001899,159.0575,-115.3937,-12.33,0,
7,31.798,7,0.1663944,1.49707,8.997118,159.0575,-115.3939,-12.33,0,
7,31.898,7,0.1603229,1.44415,9.00776,158.9487,-115.3939,-12.33,0,
7,31.998,7,0.1636833,1.475342,9.013391,158.8988,-115.3937,-12.33,0,
7,32.098,7,0.1614852,1.453435,9.000422,158.9275,-115.3937,-12.33,0,
7,32.198,7,0.1640788,1.476154,8.996616,159.12,-115.3938,-12.33,0,
7,32.298,7,0.1636766,1.474488,9.008546,159.4637,-115.3934,-12.33,0,
7,32.398,7,0.1590167,1.432781,9.010255,159.305,-115.3934,-12.33,0,
7,32.498,7,0.1662382,1.495564,8.996511,159.4212,-115.3935,-12.33,0,
7,32.598,7,0.160086,1.440412,8.997744,159.4713,-115.3936,-12.33,0,
7,32.698,7,0.1657732,1.493784,9.011011,159.15,-115.3934,-12.33,0,
7,32.798,7,0.1564383,1.409208,9.008073,159.06,-115.3935,-12.33,0,
7,32.898,7,0.1663115,1.496515,8.998267,159.0525,-115.3939,-12.33,0,
7,32.998,7,0.1585858,1.427845,9.003608,159.3662,-115.3939,-12.33,0,
7,33.098,7,0.1647694,1.486214,9.019968,159.05,-115.3938,-12.33,0,
7,33.198,7,0.1569593,1.414193,9.009933,158.8775,-115.3937,-12.33,0,
7,33.298,7,0.1645695,1.481973,9.00515,158.895,-115.3938,-12.33,0,
7,33.398,7,0.1558383,1.403694,9.007373,159.0612,-115.3937,-12.33,0,
7,33.498,7,0.1653126,1.490095,9.013801,159.0087,-115.3939,-12.33,0,
7,33.598,7,0.1603316,1.44304,9.000341,158.9837,-115.3938,-12.33,0,
7,33.698,7,0.1662015,1.495275,8.996757,159.4225,-115.3937,-12.33,0,
7,33.798,7,0.1639555,1.477144,9.009422,159.3775,-115.3938,-12.33,0,
7,33.898,7,0.1615269,1.455789,9.012673,159.3037,-115.3939,-12.33,0,
7,33.998,7,0.1651648,1.486188,8.998215,159.385,-115.3941,-12.33,0,
7,34.098,7,0.1621141,1.45917,9.000883,159.12,-115.3939,-12.33,0,
7,34.198,7,0.1646301,1.484003,9.014166,159.5037,-115.3939,-12.33,0,
7,34.298,7,0.1580079,1.423584,9.009574,159.2625,-115.3939,-12.33,0,
7,34.398,7,0.1676986,1.5088,8.997093,159.3537,-115.394,-12.33,0,
7,34.498,7,0.1590529,1.431219,8.998384,159.22,-115.394,-12.33,0,
7,34.598,7,0.1677948,1.512473,9.013825,159.0237,-115.3942,-12.33,0,
7,34.698,7,0.156894,1.413556,9.009626,159.085,-115.3945,-12.33,0,
7,34.798,7,0.1681801,1.513457,8.999025,158.9738,-115.3945,-12.33,0,
7,34.898,7,0.159421,1.435544,9.004738,159.1512,-115.3944,-12.33,0,
7,34.998,7,0.166677,1.502913,9.016915,158.9875,-115.3946,-12.33,0,
7,35.098,7,0.1591669,1.433502,9.00628,158.92,-115.3947,-12.33,0,
7,35.198,7,0.1663951,1.497437,8.999289,158.915,-115.3947,-12.33,0,
7,35.298,7,0.1614577,1.454341,9.007565,159.0562,-115.3946,-12.33,0,
7,35.398,7,0.1631934,1.471637,9.017745,159.1113,-115.3947,-12.33,0,
7,35.498,7,0.1635511,1.472812,9.005209,159.0887,-115.3949,-12.33,0,
7,35.598,7,0.1634927,1.471766,9.002028,159.4225,-115.395,-12.33,0,
7,35.698,7,0.1646466,1.484201,9.014466,159.4212,-115.395,-12.33,0,
7,35.798,7,0.1587891,1.431813,9.017076,159.2462,-115.395,-12.33,0,
7,35.898,7,0.1667687,1.501266,9.002088,159.215,-115.395,-12.33,0,
7,35.998,7,0.159591,1.437139,9.005137,159.2137,-115.3951,-12.33,0,
7,36.098,7,0.1671881,1.508044,9.020042,159.1,-115.3951,-12.33,0,
7,36.198,7,0.1575772,1.420652,9.015593,159.27,-115.3948,-12.33,0,
7,36.298,7,0.167911,1.511359,9.000955,159.0662,-115.3947,-12.33,0,
7,36.398,7,0.1592816,1.434466,9.00585,159.1162,-115.3947,-12.33,0,
7,36.498,7,0.1677843,1.513006,9.017565,158.9812,-115.3947,-12.33,0,
7,36.598,7,0.1587147,1.429634,9.007574,158.8913,-115.3943,-12.33,0,
7,36.698,7,0.1671748,1.504182,8.997663,158.9238,-115.3942,-12.33,0,
7,36.798,7,0.1602008,1.442923,9.006964,159.0675,-115.3941,-12.33,0,
7,36.898,7,0.1648956,1.487003,9.017847,159.0287,-115.394,-12.33,0,
7,36.998,7,0.1618311,1.456689,9.001288,158.9125,-115.3939,-12.33,0,
7,37.098,7,0.164512,1.480051,8.996614,159.1687,-115.3938,-12.33,0,
7,37.198,7,0.1647111,1.484168,9.010736,159.3438,-115.3939,-12.33,0,
7,37.298,7,0.1601023,1.442653,9.010822,159.2875,-115.394,-12.33,0,
7,37.398,7,0.1667351,1.500373,8.998543,159.3087,-115.3942,-12.33,0,
7,37.498,7,0.1610228,1.449414,9.001301,159.4525,-115.3945,-12.33,0,
7,37.598,7,0.1677253,1.511924,9.014286,159.3725,-115.3946,-12.33,0,
7,37.698,7,0.1571723,1.416342,9.011401,159.1138,-115.3944,-12.33,0,
7,37.798,7,0.1684619,1.51611,8.999722,159.0788,-115.3943,-12.33,0,
7,37.898,7,0.1585654,1.427403,9.001983,159.1425,-115.3945,-12.33,0,
7,37.998,7,0.1685102,1.519776,9.018897,159.0562,-115.3946,-12.33,0,
7,38.098,7,0.1578922,1.422383,9.008568,158.9287,-115.3945,-12.33,0,
7,38.198,7,0.1679751,1.511431,8.997942,159.0912,-115.3944,-12.33,0,
7,38.298,7,0.1589269,1.431579,9.007788,159.13,-115.3944,-12.33,0,
7,38.398,7,0.1664406,1.500776,9.016884,159.0063,-115.3944,-12.33,0,
7,38.498,7,0.1607301,1.447401,9.005165,158.9063,-115.3944,-12.33,0,
7,38.598,7,0.1651704,1.485838,8.995787,158.8625,-115.3942,-12.33,0,
7,38.698,7,0.1634522,1.472474,9.008593,159.285,-115.3943,-12.33,0,
7,38.798,7,0.1622801,1.463456,9.018088,159.0262,-115.3945,-12.33,0,
7,38.898,7,0.1649671,1.484337,8.997778,159.5375,-115.3942,-12.33,0,
7,38.998,7,0.1625765,1.462726,8.997155,159.3188,-115.3941,-12.33,0,
7,39.098,7,0.1661593,1.49808,9.015927,159.53,-115.3941,-12.33,0,
7,39.198,7,0.1569171,1.414368,9.013473,159.3262,-115.3938,-12.33,0,
7,39.298,7,0.1660946,1.494973,9.000729,159.1588,-115.3936,-12.33,0,
7,39.398,7,0.1578006,1.420717,9.00324,159.345,-115.3936,-12.33,0,
7,39.498,7,0.1641842,1.480642,9.018172,158.9863,-115.3939,-12.33,0,
7,39.598,7,0.156614,1.411221,9.010822,159.1312,-115.3939,-12.33,0,
7,39.698,7,0.1681463,1.513616,9.001781,158.96,-115.3939,-12.33,0,
7,39.798,7,0.1594774,1.436243,9.005933,159.1812,-115.3939,-12.33,0,
7,39.898,7,0.1634662,1.474718,9.021547,158.94,-115.3939,-12.33,0,
7,39.998,7,0.1590858,1.433076,9.008196,158.9863,-115.3938,-12.33,0,
7,40.098,7,0.1637175,1.47416,9.004289,159.025,-115.3936,-12.33,0,
7,40.198,7,0.1592072,1.434622,9.011039,159.085,-115.3935,-12.33,0,
7,40.298,7,0.1587122,1.431222,9.01772,159.0025,-115.3933,-12.33,0,
7,40.398,7,0.1575941,1.418382,9.000224,158.8663,-115.3934,-12.33,0,
7,40.498,7,0.1600527,1.440419,8.999654,159.1425,-115.3934,-12.33,0,
7,40.598,7,0.1611331,1.451895,9.010534,159.355,-115.3935,-12.33,0,
7,40.698,7,0.156273,1.408828,9.015169,159.2887,-115.3935,-12.33,0,
7,40.798,7,0.1608776,1.448609,9.004416,159.4987,-115.3935,-12.33,0,
7,40.898,7,0.1590177,1.432037,9.005522,159.2962,-115.3935,-12.33,0,
7,40.998,7,0.1666744,1.501935,9.01119,159.2188,-115.3935,-12.33,0,
7,41.098,7,0.157194,1.415358,9.003896,159.0375,-115.3935,-12.33,0,
7,41.198,7,0.1701374,1.530269,8.99431,158.9713,-115.3935,-12.33,0,
7,41.298,7,0.1601334,1.441195,8.999967,159.0788,-115.3934,-12.33,0,
7,41.398,7,0.1668951,1.504634,9.015448,159.0837,-115.3933,-12.33,0,
7,41.498,7,0.1589198,1.431056,9.004899,159.04,-115.3932,-12.33,0,
7,41.598,7,0.1686203,1.515685,8.988747,159.0713,-115.3929,-12.33,0,
7,41.698,7,0.1621519,1.45929,8.999521,159.1812,-115.3927,-12.33,0,
7,41.798,7,0.1656745,1.49191,9.005069,158.9225,-115.3927,-12.33,0,
7,41.898,7,0.1638138,1.473065,8.992316,158.865,-115.3927,-12.33,0,
7,41.998,7,0.1650376,1.483305,8.987679,159.2663,-115.3927,-12.33,0,
7,42.098,7,0.16448,1.48097,9.003948,159.2538,-115.3927,-12.33,0,
7,42.198,7,0.1602625,1.443033,9.004184,159.31,-115.3927,-12.33,0,
7,42.298,7,0.1677098,1.507664,8.989716,159.4225,-115.3927,-12.33,0,
7,42.398,7,0.1620313,1.456906,8.991511,159.4275,-115.3928,-12.33,0,
7,42.498,7,0.1685403,1.516971,9.000639,159.4175,-115.3928,-12.33,0,
7,42.598,7,0.1577071,1.419395,9.000196,159.1362,-115.3927,-12.33,0,
7,42.698,7,0.1695645,1.523972,8.987567,159.1413,-115.3925,-12.33,0,
7,42.798,7,0.1601257,1.439818,8.991799,159.17,-115.3928,-12.33,0,
7,42.898,7,0.1689223,1.52142,9.006626,159.2213,-115.3928,-12.33,0,
7,42.998,7,0.158247,1.423542,8.995697,159.025,-115.3928,-12.33,0,
7,43.098,7,0.1699652,1.528161,8.991025,159.0187,-115.393,-12.33,0,
7,43.198,7,0.1607279,1.445862,8.995709,159.115,-115.3929,-12.33,0,
7,43.298,7,0.1666334,1.50009,9.002338,158.945,-115.3929,-12.33,0,
7,43.398,7,0.1609212,1.447271,8.99366,159.0925,-115.3929,-12.33,0,
7,43.498,7,0.1671705,1.502792,8.989579,159.1387,-115.3928,-12.33,0,
7,43.598,7,0.1638224,1.474007,8.997592,159.33,-115.3928,-12.33,0,
7,43.698,7,0.1624469,1.46318,9.007132,159.0963,-115.3928,-12.33,0,
7,43.798,7,0.1653874,1.486731,8.989384,159.2475,-115.3928,-12.33,0,
7,43.898,7,0.1656659,1.490589,8.997558,159.37,-115.3928,-12.33,0,
7,43.998,7,0.1703912,1.535264,9.01023,159.2838,-115.3929,-12.33,0,
7,44.098,7,0.1589969,1.432112,9.007172,159.4175,-115.3928,-12.33,0,
7,44.198,7,0.1696568,1.525447,8.991369,159.14,-115.3929,-12.33,0,
7,44.298,7,0.1605024,1.443796,8.995478,159.4762,-115.3928,-12.33,0,
7,44.398,7,0.168178,1.514915,9.007806,159.295,-115.3927,-12.33,0,
7,44.498,7,0.159573,1.436188,9.00019,158.8338,-115.3927,-12.33,0,
7,44.598,7,0.1693406,1.523021,8.993831,159.0025,-115.3929,-12.33,0,
7,44.698,7,0.1615549,1.453776,8.998645,158.95,-115.393,-12.33,0,
7,44.798,7,0.1660236,1.495905,9.010193,159.1625,-115.393,-12.33,0,
7,44.898,7,0.162366,1.461063,8.998573,159.0975,-115.3928,-12.33,0,
7,44.998,7,0.1670056,1.502078,8.99418,159.2675,-115.3927,-12.33,0,
7,45.098,7,0.1586908,1.428689,9.002976,158.9912,-115.3927,-12.33,0,
7,45.198,7,0.1576139,1.420545,9.01281,158.9762,-115.3927,-12.33,0,
7,45.298,7,0.1675866,1.507043,8.992622,159.1975,-115.3925,-12.33,0,
7,45.398,7,0.1676159,1.506887,8.990124,159.15,-115.3925,-12.33,0,
7,45.498,7,0.1661626,1.495684,9.001329,159.385,-115.3927,-12.33,0,
7,45.598,7,0.1605801,1.445566,9.00215,159.3137,-115.3927,-12.33,0,
7,45.698,7,0.1701946,1.530321,8.991595,159.4275,-115.3927,-12.33,0,
7,45.798,7,0.1632733,1.468434,8.993719,159.3975,-115.3929,-12.33,0,
7,45.898,7,0.1672306,1.506676,9.009574,159.3425,-115.3929,-12.33,0,
7,45.998,7,0.1582398,1.424851,9.004379,159.3675,-115.3929,-12.33,0,
7,46.098,7,0.1688698,1.518406,8.991579,159.0237,-115.393,-12.33,0,
7,46.198,7,0.1592167,1.432683,8.998322,159.26,-115.3929,-12.33,0,
7,46.298,7,0.1618415,1.458855,9.014094,159.09,-115.3929,-12.33,0,
7,46.398,7,0.1546461,1.39273,9.00592,159.0638,-115.3932,-12.33,0,
7,46.498,7,0.1680821,1.51222,8.996911,158.9413,-115.3932,-12.33,0,
7,46.598,7,0.1640452,1.476163,8.998518,158.97,-115.3934,-12.33,0,
7,46.698,7,0.1672365,1.506559,9.008558,159.0775,-115.3936,-12.33,0,
7,46.798,7,0.1648835,1.483314,8.996137,159.0625,-115.3936,-12.33,0,
7,46.898,7,0.1681079,1.51209,8.994756,159.3262,-115.3935,-12.33,0,
7,46.998,7,0.1635248,1.473124,9.008565,158.8338,-115.3936,-12.33,0,
7,47.098,7,0.1574767,1.419265,9.01254,159.0788,-115.3937,-12.33,0,
7,47.198,7,0.1655642,1.489423,8.996044,159.255,-115.3941,-12.33,0,
7,47.298,7,0.1597765,1.438681,9.004338,159.5,-115.3941,-12.33,0,
7,47.398,7,0.1673163,1.507579,9.010351,159.5737,-115.3939,-12.33,0,
7,47.498,7,0.1589877,1.432053,9.007323,159.3725,-115.3938,-12.33,0,
7,47.598,7,0.1685192,1.515792,8.994772,159.1788,-115.3938,-12.33,0,
7,47.698,7,0.1595641,1.436191,9.000713,159.1812,-115.3938,-12.33,0,
7,47.798,7,0.1690445,1.523849,9.014484,159.0612,-115.3938,-12.33,0,
7,47.898,7,0.1542607,1.388872,9.003409,158.8537,-115.3935,-12.33,0,
7,47.998,7,0.1670474,1.50251,8.994512,159.015,-115.3933,-12.33,0,
7,48.098,7,0.1578364,1.421158,9.003995,159.1563,-115.3932,-12.33,0,
7,48.198,7,0.1568243,1.414849,9.021872,159.0225,-115.3932,-12.33,0,
7,48.298,7,0.1616306,1.455227,9.003416,158.9238,-115.3935,-12.33,0,
7,48.398,7,0.167328,1.506296,9.00206,158.9175,-115.3935,-12.33,0,
7,48.498,7,0.1670726,1.505634,9.011853,159.145,-115.3933,-12.33,0,
7,48.598,7,0.1623658,1.462005,9.004388,159.355,-115.3931,-12.33,0,
7,48.698,7,0.162115,1.457708,8.991815,159.2087,-115.393,-12.33,0,
7,48.798,7,0.1624795,1.461686,8.996127,159.4875,-115.393,-12.33,0,
7,48.898,7,0.166571,1.500396,9.007546,159.49,-115.3932,-12.33,0,
7,48.998,7,0.1552785,1.398137,9.004063,159.3225,-115.393,-12.33,0,
7,49.098,7,0.1671269,1.502432,8.989768,159.125,-115.393,-12.33,0,
7,49.198,7,0.1587043,1.427744,8.996251,159.255,-115.3931,-12.33,0,
7,49.298,7,0.1687625,1.520001,9.006744,159.1763,-115.3932,-12.33,0,
7,49.398,7,0.1600794,1.440789,9.000463,159.125,-115.3932,-12.33,0,
7,49.498,7,0.1717494,1.544201,8.99101,159.3387,-115.3932,-12.33,0,
7,49.598,7,0.1609245,1.447816,8.996867,159.0687,-115.3933,-12.33,0,
7,49.698,7,0.1707286,1.537543,9.005772,159.4588,-115.3932,-12.33,0,
7,49.798,7,0.1629112,1.465574,8.996152,158.9388,-115.3933,-12.33,0,
7,49.898,7,0.1719996,1.546448,8.990994,158.7125,-115.3935,-12.33,0,
7,49.998,7,0.1658707,1.492735,8.999391,159.0213,-115.3936,-12.33,0,
7,50.098,7,0.1660464,1.496382,9.011828,158.9975,-115.3938,-12.33,0,
7,50.198,7,0.1656304,1.48989,8.99527,159.5837,-115.3939,-12.33,0,
7,50.298,7,0.1665503,1.498678,8.998347,159.3025,-115.3941,-12.33,0,
7,50.398,7,0.1676005,1.510314,9.011389,159.4913,-115.3942,-12.33,0,
7,50.498,7,0.1604306,1.445758,9.011735,159.25,-115.3942,-12.33,0,
7,50.598,7,0.1694436,1.524495,8.997066,159.2937,-115.3941,-12.33,0,
7,50.698,7,0.1616288,1.455198,9.003332,159.455,-115.394,-12.33,0,
7,50.798,7,0.1702143,1.534562,9.015472,159.48,-115.3938,-12.33,0,
7,50.898,7,0.1597806,1.438522,9.003109,159.1825,-115.3937,-12.33,0,
7,50.998,7,0.1728634,1.553894,8.989142,159.0925,-115.3934,-12.33,0,
7,51.098,7,0.1621619,1.45877,8.995766,159.0612,-115.3934,-12.33,0,
7,51.198,7,0.1714231,1.54411,9.007592,158.9575,-115.3936,-12.33,0,
7,51.298,7,0.1607236,1.446371,8.999125,158.9413,-115.3936,-12.33,0,
7,51.398,7,0.1732291,1.557077,8.988539,158.8412,-115.3936,-12.33,0,
7,51.498,7,0.1647281,1.4826,9.000286,159.0388,-115.3937,-12.33,0,
7,51.598,7,0.1690914,1.523138,9.007775,159.0313,-115.3939,-12.33,0,
7,51.698,7,0.1650709,1.484905,8.995561,159.0925,-115.3939,-12.33,0,
7,51.798,7,0.1710534,1.538459,8.994028,158.98,-115.3939,-12.33,0,
7,51.898,7,0.1682005,1.514756,9.005657,159.25,-115.3942,-12.33,0,
7,51.998,7,0.1628253,1.467275,9.011345,159.12,-115.3944,-12.33,0,
7,52.098,7,0.1688914,1.518929,8.993524,159.3188,-115.3944,-12.33,0,
7,52.198,7,0.1644734,1.479911,8.997874,159.2887,-115.3942,-12.33,0,
7,52.298,7,0.1686253,1.518926,9.007698,159.3275,-115.3944,-12.33,0,
7,52.398,7,0.1591075,1.433171,9.007562,159.2737,-115.3942,-12.33,0,
7,52.498,7,0.1688093,1.518711,8.996611,158.8813,-115.3944,-12.33,0,
7,52.598,7,0.1600962,1.441124,9.001611,159.0987,-115.3945,-12.33,0,
7,52.698,7,0.1656856,1.493953,9.016791,158.845,-115.3947,-12.33,0,
7,52.798,7,0.1556239,1.402187,9.010098,159.2612,-115.3948,-12.33,0,
7,52.898,7,0.1699983,1.529662,8.9981,159.0862,-115.3947,-12.33,0,
7,52.998,7,0.1594478,1.435798,9.004815,159.0437,-115.3946,-12.33,0,
7,53.098,7,0.1665342,1.501464,9.015952,158.89,-115.3947,-12.33,0,
7,53.198,7,0.163807,1.474458,9.00119,158.9425,-115.3945,-12.33,0,
7,53.298,7,0.173429,1.560145,8.995873,159.2038,-115.3944,-12.33,0,
7,53.398,7,0.1675245,1.508462,9.004428,159.0788,-115.3943,-12.33,0,
7,53.498,7,0.1643148,1.481207,9.014444,159.0488,-115.3943,-12.33,0,
7,53.598,7,0.1676216,1.507521,8.993592,159.1575,-115.3942,-12.33,0,
7,53.698,7,0.1673805,1.505929,8.997041,159.03,-115.3942,-12.33,0,
7,53.798,7,0.1707222,1.537946,9.008469,159.2887,-115.3945,-12.33,0,
7,53.898,7,0.1594344,1.43699,9.013048,159.3587,-115.3945,-12.33,0,
7,53.998,7,0.166057,1.494447,8.999599,159.4125,-115.3943,-12.33,0,
7,54.098,7,0.1617894,1.456263,9.000979,159.425,-115.3942,-12.33,0,
7,54.198,7,0.1708383,1.539216,9.009782,159.1362,-115.3943,-12.33,0,
7,54.298,7,0.1610803,1.451194,9.009131,159.105,-115.3943,-12.33,0,
7,54.398,7,0.1739097,1.563968,8.992988,158.995,-115.3941,-12.33,0,
7,54.498,7,0.1621841,1.459767,9.000679,159.0512,-115.3944,-12.33,0,
7,54.598,7,0.170123,1.532718,9.009466,158.9863,-115.3945,-12.33,0,
7,54.698,7,0.1610905,1.450015,9.001243,159.045,-115.3944,-12.33,0,
7,54.798,7,0.1705031,1.533984,8.996809,159.0063,-115.3944,-12.33,0,
7,54.898,7,0.1630197,1.468418,9.007611,159.065,-115.3945,-12.33,0,
7,54.998,7,0.1663662,1.499834,9.015256,159.0038,-115.3947,-12.33,0,
7,55.098,7,0.1674694,1.507034,8.998861,159.2787,-115.3946,-12.33,0,
7,55.198,7,0.1668296,1.501997,9.003181,159.0887,-115.3946,-12.33,0,
7,55.298,7,0.1691578,1.52445,9.011998,159.215,-115.3943,-12.33,0,
7,55.398,7,0.1603854,1.444926,9.009091,159.5587,-115.3942,-12.33,0,
7,55.498,7,0.1681323,1.512343,8.99496,159.485,-115.3942,-12.33,0,
7,55.598,7,0.1614407,1.453516,9.003401,159.5313,-115.3941,-12.33,0,
7,55.698,7,0.1678668,1.512989,9.013036,159.27,-115.394,-12.33,0,
7,55.798,7,0.156184,1.406967,9.008394,158.7838,-115.3939,-12.33,0,
7,55.898,7,0.1702083,1.530909,8.994323,158.9762,-115.3937,-12.33,0,
7,55.998,7,0.1567253,1.410861,9.002125,158.9762,-115.3938,-12.33,0,
7,56.098,7,0.1649582,1.486575,9.011825,159.2737,-115.3937,-12.33,0,
7,56.198,7,0.1543359,1.389632,9.003948,159.0625,-115.3936,-12.33,0,
7,56.298,7,0.1705557,1.534143,8.994969,159.1125,-115.394,-12.33,0,
7,56.398,7,0.1617894,1.456039,8.999596,158.92,-115.3941,-12.33,0,
7,56.498,7,0.1672533,1.506218,9.005611,158.8675,-115.3942,-12.33,0,
7,56.598,7,0.1616546,1.454078,8.994964,158.9975,-115.3944,-12.33,0,
7,56.698,7,0.1674908,1.506517,8.994626,159.095,-115.3943,-12.33,0,
7,56.798,7,0.1653067,1.488734,9.00589,159.4512,-115.3943,-12.33,0,
7,56.898,7,0.1595003,1.436983,9.009283,159.4212,-115.3941,-12.33,0,
7,56.998,7,0.1676704,1.507982,8.993725,159.27,-115.3941,-12.33,0,
7,57.098,7,0.1612622,1.451194,8.998973,159.465,-115.3941,-12.33,0,
7,57.198,7,0.1657738,1.49319,9.007395,159.445,-115.3941,-12.33,0,
7,57.298,7,0.1552243,1.398157,9.007333,159.305,-115.394,-12.33,0,
7,57.398,7,0.1694804,1.523868,8.991412,159.26,-115.3937,-12.33,0,
7,57.498,7,0.1605276,1.444199,8.996579,159.125,-115.3938,-12.33,0,
7,57.598,7,0.1660957,1.496194,9.008023,159.0725,-115.394,-12.33,0,
7,57.698,7,0.1545643,1.391506,9.002766,159.045,-115.3941,-12.33,0,
7,57.798,7,0.1679947,1.511213,8.995598,158.9812,-115.394,-12.33,0,
7,57.898,7,0.1599012,1.439126,9.000097,158.9475,-115.394,-12.33,0,
7,57.998,7,0.1633385,1.471909,9.011407,159.1625,-115.3941,-12.33,0,
7,58.098,7,0.1574055,1.416164,8.996914,159.1275,-115.3941,-12.33,0,
7,58.198,7,0.1652182,1.486078,8.994636,158.9912,-115.394,-12.33,0,
7,58.298,7,0.1623881,1.461933,9.00271,158.9625,-115.394,-12.33,0,
7,58.398,7,0.1595077,1.437879,9.014482,158.9487,-115.3941,-12.33,0,
7,58.498,7,0.16215,1.458228,8.993081,159.1675,-115.3941,-12.33,0,
7,58.598,7,0.1596273,1.437418,9.004837,159.2675,-115.3941,-12.33,0,
7,58.698,7,0.1640446,1.478732,9.014206,159.5512,-115.394,-12.33,0,
7,58.798,7,0.1570377,1.414689,9.008599,159.3037,-115.3939,-12.33,0,
7,58.898,7,0.1672713,1.504062,8.991755,159.3587,-115.3935,-12.33,0,
7,58.998,7,0.160684,1.44541,8.995359,159.0625,-115.3935,-12.33,0,
7,59.098,7,0.1676714,1.509583,9.003221,158.9137,-115.3936,-12.33,0,
7,59.198,7,0.1595261,1.435609,8.999214,158.9637,-115.3934,-12.33,0,
7,59.298,7,0.1695137,1.52366,8.988421,158.9975,-115.3933,-12.33,0,
7,59.398,7,0.1569182,1.411997,8.998302,159.2525,-115.393,-12.33,0,
7,59.498,7,0.1654856,1.4899,9.003202,159.08,-115.3928,-12.33,0,
7,59.598,7,0.1579529,1.421106,8.997025,159.0762,-115.3929,-12.33,0,
7,59.698,7,0.1707828,1.534974,8.987873,158.8675,-115.393,-12.33,0,
7,59.798,7,0.1624427,1.461154,8.994889,159.0887,-115.393,-12.33,0,
7,59.898,7,0.1588053,1.43031,9.006688,159.0725,-115.3931,-12.33,0,
7,59.998,7,0.1570581,1.412614,8.994217,159.08,-115.3932,-12.33,0,
7,60.098,7,0.1652541,1.485769,8.990818,159.2912,-115.393,-12.33,0,
7,60.198,7,0.1654719,1.490033,9.00475,159.1875,-115.393,-12.33,0,
