Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius Rotary_9N_4tests_75-300mm-s_6-15mm-radius_3min-each.Rx,,,,100,1000,Rotary,1,
Step, Timestamp, RecipeStep, DAQ.COF (),DAQ.Fx (N),DAQ.Fz (N),Rotary.Velocity (rpm),XYZ.Z Position (mm),XYZ.Y Position (mm),XYZ.X Position (mm),
13,7.262,13,0.1589037,1.430362,9.001437,191.1463,-115.4005,-18.33,0,
13,7.362,13,0.1539664,1.386099,9.002607,190.8913,-115.4006,-18.33,0,
13,7.462,13,0.1591631,1.430612,8.988335,190.8737,-115.4007,-18.33,0,
13,7.562,13,0.1568807,1.411802,8.999211,190.67,-115.4006,-18.33,0,
13,7.662,13,0.1559553,1.404061,9.00297,191.02,-115.4008,-18.33,0,
13,7.762,13,0.1595943,1.434677,8.989527,190.9038,-115.4008,-18.33,0,
13,7.862,13,0.1555283,1.399258,8.996805,190.8363,-115.4008,-18.33,0,
13,7.962,13,0.1578472,1.42199,9.008648,190.9038,-115.4007,-18.33,0,
13,8.062,13,0.1593498,1.432047,8.986812,191.1838,-115.4007,-18.33,0,
13,8.162,13,0.1547232,1.391594,8.994087,190.86,-115.4009,-18.33,0,
13,8.262,13,0.1597659,1.439847,9.012234,190.82,-115.4011,-18.33,0,
13,8.362,13,0.1579932,1.42033,8.989818,191.0425,-115.4011,-18.33,0,
13,8.462,13,0.1550314,1.394299,8.993653,191.1362,-115.4008,-18.33,0,
13,8.562,13,0.1609869,1.450499,9.010045,190.8287,-115.4008,-18.33,0,
13,8.662,13,0.155986,1.40282,8.993242,191.0188,-115.401,-18.33,0,
13,8.762,13,0.1568808,1.410653,8.991877,191.2525,-115.401,-18.33,0,
13,8.862,13,0.1612346,1.452684,9.009757,191.045,-115.4009,-18.33,0,
13,8.962,13,0.1541443,1.386635,8.995694,190.7663,-115.401,-18.33,0,
13,9.062,13,0.1587684,1.427234,8.989412,190.9925,-115.4012,-18.33,0,
13,9.162,13,0.1608428,1.448995,9.008766,191.3175,-115.4012,-18.33,0,
13,9.262,13,0.1548239,1.393389,8.999837,190.8825,-115.401,-18.33,0,
13,9.362,13,0.1593128,1.431953,8.988313,190.9325,-115.401,-18.33,0,
13,9.462,13,0.1601512,1.442046,9.00428,191.2775,-115.4009,-18.33,0,
13,9.562,13,0.1549414,1.394468,8.999969,191.235,-115.4007,-18.33,0,
13,9.662,13,0.1602158,1.439786,8.986539,190.8175,-115.4004,-18.33,0,
13,9.762,13,0.1580786,1.42234,8.997676,191.2487,-115.4006,-18.33,0,
13,9.862,13,0.1568629,1.412299,9.003401,191.0088,-115.4006,-18.33,0,
13,9.962,13,0.160687,1.444092,8.986984,190.92,-115.4006,-18.33,0,
13,10.062,13,0.156609,1.408555,8.99409,190.9538,-115.4007,-18.33,0,
13,10.162,13,0.1586188,1.428864,9.008168,191.1412,-115.4007,-18.33,0,
13,10.262,13,0.1605045,1.441974,8.984013,191.18,-115.4004,-18.33,0,
13,10.362,13,0.155551,1.39841,8.990044,191.05,-115.4003,-18.33,0,
13,10.462,13,0.1608684,1.448677,9.005357,190.8312,-115.4003,-18.33,0,
13,10.562,13,0.158869,1.427936,8.988131,191.2387,-115.4006,-18.33,0,
13,10.662,13,0.1560384,1.402791,8.990038,191.0012,-115.4007,-18.33,0,
13,10.762,13,0.1617983,1.457228,9.006447,191.0638,-115.4009,-18.33,0,
13,10.862,13,0.1569,1.410539,8.990049,190.7688,-115.401,-18.33,0,
13,10.962,13,0.1579116,1.419541,8.989468,191.3563,-115.4011,-18.33,0,
13,11.062,13,0.1620798,1.460462,9.01076,191.02,-115.4013,-18.33,0,
13,11.162,13,0.1553321,1.397332,8.995771,190.8587,-115.4012,-18.33,0,
13,11.262,13,0.1598711,1.436925,8.988022,191.0562,-115.4011,-18.33,0,
13,11.362,13,0.1617728,1.457078,9.006943,191.0075,-115.4009,-18.33,0,
13,11.462,13,0.1556177,1.399875,8.995598,190.755,-115.4009,-18.33,0,
13,11.562,13,0.1603942,1.441318,8.986102,190.9187,-115.4009,-18.33,0,
13,11.662,13,0.1611056,1.450369,9.002599,191.3075,-115.4009,-18.33,0,
13,11.762,13,0.155878,1.403103,9.001286,191.1362,-115.401,-18.33,0,
13,11.862,13,0.1608534,1.445901,8.988935,190.7363,-115.4014,-18.33,0,
13,11.962,13,0.1595493,1.435846,8.999391,191.0887,-115.4015,-18.33,0,
13,12.062,13,0.1574415,1.418236,9.008017,190.9575,-115.4018,-18.33,0,
13,12.162,13,0.1617499,1.454246,8.990709,190.8587,-115.4018,-18.33,0,
13,12.262,13,0.157833,1.420389,8.999316,190.7287,-115.4016,-18.33,0,
13,12.362,13,0.1594996,1.437197,9.010664,191.245,-115.4015,-18.33,0,
13,12.462,13,0.1615997,1.452782,8.990006,190.84,-115.4016,-18.33,0,
13,12.562,13,0.1568189,1.410851,8.996691,191.0037,-115.4016,-18.33,0,
13,12.662,13,0.1613874,1.453948,9.009051,190.7462,-115.4016,-18.33,0,
13,12.762,13,0.1599387,1.43822,8.992322,191.14,-115.4014,-18.33,0,
13,12.862,13,0.1571563,1.413248,8.992622,190.985,-115.4014,-18.33,0,
13,12.962,13,0.1624656,1.464148,9.012048,190.7275,-115.4014,-18.33,0,
13,13.062,13,0.1581936,1.422487,8.992063,190.9962,-115.4013,-18.33,0,
13,13.162,13,0.1590242,1.429722,8.990592,191.0525,-115.4014,-18.33,0,
13,13.262,13,0.1630042,1.469016,9.012137,190.8237,-115.4016,-18.33,0,
13,13.362,13,0.1568814,1.411176,8.995174,190.7462,-115.4015,-18.33,0,
13,13.462,13,0.1604822,1.44253,8.988719,190.94,-115.4014,-18.33,0,
13,13.562,13,0.1628771,1.467246,9.008302,191.3575,-115.4016,-18.33,0,
13,13.662,13,0.1566378,1.409757,9.000106,190.735,-115.4016,-18.33,0,
13,13.762,13,0.1611476,1.448485,8.988564,190.8112,-115.4013,-18.33,0,
13,13.862,13,0.162342,1.461251,9.001066,191.1787,-115.401,-18.33,0,
13,13.962,13,0.1565501,1.408993,9.00027,191.08,-115.401,-18.33,0,
13,14.062,13,0.1619431,1.45524,8.986121,190.775,-115.4013,-18.33,0,
13,14.162,13,0.1605281,1.444822,9.000434,191.1037,-115.4014,-18.33,0,
13,14.262,13,0.158305,1.425711,9.006106,191.0125,-115.4015,-18.33,0,
13,14.362,13,0.1625507,1.461034,8.988173,190.8125,-115.4017,-18.33,0,
13,14.462,13,0.1586625,1.427913,8.999688,190.9987,-115.4016,-18.33,0,
13,14.562,13,0.1605491,1.445969,9.006397,191.0488,-115.4016,-18.33,0,
13,14.662,13,0.1625044,1.4608,8.989294,191.1163,-115.4017,-18.33,0,
13,14.762,13,0.1576664,1.418252,8.995273,190.9612,-115.4017,-18.33,0,
13,14.862,13,0.1620393,1.46002,9.010286,190.9337,-115.4017,-18.33,0,
13,14.962,13,0.1610906,1.44857,8.99227,191.0538,-115.4018,-18.33,0,
13,15.062,13,0.1578151,1.419018,8.991653,191.1375,-115.4018,-18.33,0,
13,15.162,13,0.1632921,1.471948,9.014203,190.7725,-115.4021,-18.33,0,
13,15.262,13,0.15912,1.431336,8.995322,191.2263,-115.4023,-18.33,0,
13,15.362,13,0.1595614,1.435132,8.994229,191.2563,-115.4023,-18.33,0,
13,15.462,13,0.1638995,1.47743,9.01424,191.1375,-115.402,-18.33,0,
13,15.562,13,0.1580018,1.421671,8.997818,190.7838,-115.402,-18.33,0,
13,15.662,13,0.1611046,1.448943,8.993806,191.1362,-115.4022,-18.33,0,
13,15.762,13,0.1636446,1.474361,9.009531,190.875,-115.4025,-18.33,0,
13,15.862,13,0.1576023,1.41883,9.002599,191.0925,-115.4026,-18.33,0,
13,15.962,13,0.1615209,1.452675,8.993725,191.0875,-115.4026,-18.33,0,
13,16.062,13,0.1632469,1.471107,9.011549,191.3587,-115.4026,-18.33,0,
13,16.162,13,0.1574537,1.418443,9.008636,190.9587,-115.4026,-18.33,0,
13,16.262,13,0.1626843,1.462641,8.990669,190.9763,-115.4025,-18.33,0,
13,16.362,13,0.1614396,1.454321,9.008453,190.9863,-115.4026,-18.33,0,
13,16.462,13,0.1588398,1.431219,9.010453,191.2175,-115.4026,-18.33,0,
13,16.562,13,0.1636169,1.471643,8.994443,190.9113,-115.4026,-18.33,0,
13,16.662,13,0.1593003,1.434421,9.004509,190.9738,-115.4027,-18.33,0,
13,16.762,13,0.1610662,1.452077,9.015404,191.1138,-115.4029,-18.33,0,
13,16.862,13,0.1629594,1.466281,8.99783,190.9675,-115.4028,-18.33,0,
13,16.962,13,0.1586814,1.428127,8.999967,190.9075,-115.4029,-18.33,0,
13,17.062,13,0.1627274,1.46748,9.018026,191.0237,-115.403,-18.33,0,
13,17.162,13,0.1619743,1.457676,8.999428,191.12,-115.4031,-18.33,0,
13,17.262,13,0.1585084,1.426708,9.000834,191.025,-115.403,-18.33,0,
13,17.362,13,0.1640965,1.480388,9.021451,190.795,-115.4032,-18.33,0,
13,17.462,13,0.1607126,1.446644,9.001437,191.085,-115.4031,-18.33,0,
13,17.562,13,0.1597116,1.437535,9.000821,190.9962,-115.403,-18.33,0,
13,17.662,13,0.1645029,1.483483,9.017974,190.8713,-115.4031,-18.33,0,
13,17.762,13,0.1591403,1.432622,9.002254,190.6062,-115.4027,-18.33,0,
13,17.862,13,0.1614247,1.45247,8.997818,191.02,-115.4027,-18.33,0,
13,17.962,13,0.1645183,1.483571,9.017664,191.1775,-115.4029,-18.33,0,
13,18.062,13,0.1580693,1.423581,9.006054,190.8837,-115.4029,-18.33,0,
13,18.162,13,0.1623396,1.460352,8.995657,190.7713,-115.403,-18.33,0,
13,18.262,13,0.1643669,1.481489,9.013305,191.0712,-115.4029,-18.33,0,
13,18.362,13,0.158354,1.426549,9.008605,190.9138,-115.4027,-18.33,0,
13,18.462,13,0.1632472,1.468334,8.994545,190.7612,-115.4025,-18.33,0,
13,18.562,13,0.1621667,1.460894,9.008595,191.0175,-115.4025,-18.33,0,
13,18.662,13,0.1597941,1.439639,9.009342,191.0612,-115.4025,-18.33,0,
13,18.762,13,0.1640516,1.476017,8.997273,190.8825,-115.4025,-18.33,0,
13,18.862,13,0.1601289,1.441572,9.002571,190.7513,-115.4025,-18.33,0,
13,18.962,13,0.1618429,1.458734,9.013274,191.0475,-115.4024,-18.33,0,
13,19.062,13,0.163675,1.471987,8.993357,191.1737,-115.4025,-18.33,0,
13,19.162,13,0.1591962,1.43306,9.001852,190.8713,-115.4025,-18.33,0,
13,19.262,13,0.1632307,1.471711,9.016141,190.7937,-115.4025,-18.33,0,
13,19.362,13,0.1630007,1.466106,8.994477,191.035,-115.4025,-18.33,0,
13,19.462,13,0.1592131,1.432648,8.998304,191.1025,-115.4024,-18.33,0,
13,19.562,13,0.1643824,1.481622,9.013265,190.9287,-115.4023,-18.33,0,
13,19.662,13,0.1614495,1.452266,8.995168,191.115,-115.4019,-18.33,0,
13,19.762,13,0.1600585,1.439617,8.994316,191.16,-115.402,-18.33,0,
13,19.862,13,0.1652431,1.4894,9.013389,190.935,-115.4022,-18.33,0,
13,19.962,13,0.1597131,1.437324,8.99941,190.8138,-115.4022,-18.33,0,
13,20.062,13,0.1619281,1.456231,8.993069,191.0912,-115.4022,-18.33,0,
13,20.162,13,0.1654524,1.491173,9.012701,190.99,-115.4022,-18.33,0,
13,20.262,13,0.1584227,1.42587,9.000416,190.8937,-115.4021,-18.33,0,
13,20.362,13,0.163141,1.466983,8.992115,191.16,-115.4022,-18.33,0,
13,20.462,13,0.1649863,1.486477,9.009704,191.2487,-115.4025,-18.33,0,
13,20.562,13,0.1590255,1.432258,9.006469,191.0337,-115.4025,-18.33,0,
13,20.662,13,0.1640155,1.474991,8.993,190.9463,-115.4025,-18.33,0,
13,20.762,13,0.163122,1.469051,9.005843,191.2975,-115.4025,-18.33,0,
13,20.862,13,0.1604754,1.445436,9.007215,191.1813,-115.4025,-18.33,0,
13,20.962,13,0.1646283,1.480629,8.993769,191.235,-115.4027,-18.33,0,
13,21.062,13,0.1611635,1.451181,9.0044,191.01,-115.4027,-18.33,0,
13,21.162,13,0.1621422,1.46167,9.014742,191.1025,-115.4026,-18.33,0,
13,21.262,13,0.1645474,1.479567,8.991737,190.9788,-115.4025,-18.33,0,
13,21.362,13,0.1602876,1.442601,9.000081,190.995,-115.4025,-18.33,0,
13,21.462,13,0.1636173,1.474741,9.013357,190.9775,-115.4025,-18.33,0,
13,21.562,13,0.1640403,1.475553,8.995066,191.215,-115.4023,-18.33,0,
13,21.662,13,0.1597861,1.437467,8.996196,190.8662,-115.4023,-18.33,0,
13,21.762,13,0.1649847,1.486899,9.012345,191.1125,-115.4022,-18.33,0,
13,21.862,13,0.1622416,1.459449,8.99553,191.04,-115.4021,-18.33,0,
13,21.962,13,0.1601945,1.440766,8.993858,191.2663,-115.4021,-18.33,0,
13,22.062,13,0.166123,1.497204,9.012618,190.9738,-115.402,-18.33,0,
13,22.162,13,0.1603034,1.441838,8.994434,190.865,-115.4018,-18.33,0,
13,22.262,13,0.1621937,1.458293,8.991056,191.0712,-115.4018,-18.33,0,
13,22.362,13,0.1662555,1.498132,9.011026,191.2375,-115.4017,-18.33,0,
13,22.462,13,0.1592748,1.4327,8.995143,190.9138,-115.4016,-18.33,0,
13,22.562,13,0.1638713,1.472929,8.988328,190.8775,-115.4017,-18.33,0,
13,22.662,13,0.1657695,1.492774,9.005118,191.0762,-115.4017,-18.33,0,
13,22.762,13,0.15954,1.435924,9.000406,190.8025,-115.4016,-18.33,0,
13,22.862,13,0.1647629,1.480807,8.987502,190.7675,-115.4015,-18.33,0,
13,22.962,13,0.1634692,1.471328,9.000645,191.155,-115.4016,-18.33,0,
13,23.062,13,0.1608198,1.447787,9.002542,190.7825,-115.4014,-18.33,0,
13,23.162,13,0.1651032,1.483655,8.986229,190.97,-115.4012,-18.33,0,
13,23.262,13,0.1617707,1.455081,8.994713,190.8312,-115.4012,-18.33,0,
13,23.362,13,0.1628519,1.466389,9.004428,191.0762,-115.4012,-18.33,0,
13,23.462,13,0.1648477,1.481337,8.986093,190.975,-115.4012,-18.33,0,
13,23.562,13,0.1607394,1.445238,8.991186,190.94,-115.4012,-18.33,0,
13,23.662,13,0.1639016,1.475673,9.003407,190.71,-115.401,-18.33,0,
13,23.762,13,0.1650075,1.482821,8.986381,191.165,-115.4009,-18.33,0,
13,23.862,13,0.1602844,1.440286,8.985811,190.9475,-115.4006,-18.33,0,
13,23.962,13,0.1652961,1.488172,9.003072,190.7912,-115.4006,-18.33,0,
13,24.062,13,0.163271,1.466639,8.982848,191.0275,-115.4004,-18.33,0,
13,24.162,13,0.1607186,1.443916,8.984124,191.1175,-115.4004,-18.33,0,
13,24.262,13,0.1667345,1.501243,9.003794,190.9362,-115.4004,-18.33,0,
13,24.362,13,0.1611014,1.447554,8.985356,190.7575,-115.4004,-18.33,0,
13,24.462,13,0.162925,1.463167,8.980616,191.05,-115.4004,-18.33,0,
13,24.562,13,0.1662227,1.495719,8.998288,191.2137,-115.4004,-18.33,0,
13,24.662,13,0.1602004,1.440094,8.989328,190.97,-115.4004,-18.33,0,
13,24.762,13,0.1646682,1.478885,8.981,190.8675,-115.4004,-18.33,0,
13,24.862,13,0.1659738,1.493264,8.996991,191.175,-115.4005,-18.33,0,
13,24.962,13,0.1601415,1.440305,8.993954,190.7975,-115.401,-18.33,0,
13,25.062,13,0.1651189,1.483071,8.981833,190.74,-115.4011,-18.33,0,
13,25.162,13,0.1644791,1.479739,8.996518,191.1675,-115.4011,-18.33,0,
13,25.262,13,0.1614329,1.452256,8.996035,191.105,-115.4012,-18.33,0,
13,25.362,13,0.1658118,1.489585,8.983588,191.0137,-115.4012,-18.33,0,
13,25.462,13,0.1625958,1.462498,8.994688,190.9187,-115.4011,-18.33,0,
13,25.562,13,0.1633428,1.47048,9.002419,191.115,-115.4011,-18.33,0,
13,25.662,13,0.1656855,1.48851,8.983951,191.165,-115.4011,-18.33,0,
13,25.762,13,0.1616437,1.45297,8.988725,191.0237,-115.4013,-18.33,0,
13,25.862,13,0.1642493,1.478547,9.001849,190.8987,-115.4011,-18.33,0,
13,25.962,13,0.1659786,1.491128,8.983857,191.165,-115.401,-18.33,0,
13,26.062,13,0.1605999,1.443182,8.986196,191.155,-115.4011,-18.33,0,
13,26.162,13,0.1660064,1.495018,9.005788,191.0213,-115.4011,-18.33,0,
13,26.262,13,0.1639328,1.473013,8.985471,191.1725,-115.401,-18.33,0,
13,26.362,13,0.1616346,1.452369,8.985511,191.0062,-115.4011,-18.33,0,
13,26.462,13,0.1670951,1.504565,9.004249,190.9825,-115.4011,-18.33,0,
13,26.562,13,0.1624228,1.459942,8.988529,190.7762,-115.401,-18.33,0,
13,26.662,13,0.1632453,1.466207,8.981619,191.32,-115.4007,-18.33,0,
13,26.762,13,0.1673271,1.505923,8.999877,191.0262,-115.4004,-18.33,0,
13,26.862,13,0.1610916,1.447463,8.985337,190.955,-115.4003,-18.33,0,
13,26.962,13,0.1651641,1.482658,8.976882,190.8063,-115.4001,-18.33,0,
13,27.062,13,0.1667406,1.499915,8.995502,190.9512,-115.4,-18.33,0,
13,27.162,13,0.161281,1.449651,8.988357,191.08,-115.4001,-18.33,0,
13,27.262,13,0.1654138,1.484733,8.975873,190.7537,-115.4002,-18.33,0,
13,27.362,13,0.1653159,1.486857,8.994035,191.0062,-115.4002,-18.33,0,
13,27.462,13,0.1615784,1.452594,8.990025,191.1625,-115.4001,-18.33,0,
13,27.562,13,0.1664157,1.493976,8.977371,190.8087,-115.4002,-18.33,0,
13,27.662,13,0.1637382,1.47149,8.986849,190.9612,-115.4002,-18.33,0,
13,27.762,13,0.1633556,1.469357,8.994837,190.9788,-115.4002,-18.33,0,
13,27.862,13,0.1665396,1.49543,8.97943,190.9238,-115.4003,-18.33,0,
13,27.962,13,0.1622086,1.457312,8.984182,190.8163,-115.4003,-18.33,0,
13,28.062,13,0.1647279,1.482035,8.996864,190.8775,-115.4002,-18.33,0,
13,28.162,13,0.166476,1.494482,8.977163,191.0788,-115.4002,-18.33,0,
13,28.262,13,0.1612608,1.448336,8.981331,191.1425,-115.4001,-18.33,0,
13,28.362,13,0.1665144,1.498421,8.998747,190.7537,-115.4003,-18.33,0,
13,28.462,13,0.1644503,1.477099,8.982038,190.9612,-115.4006,-18.33,0,
13,28.562,13,0.1620485,1.455575,8.982337,190.955,-115.4008,-18.33,0,
13,28.662,13,0.1676678,1.509528,9.003088,190.8675,-115.4011,-18.33,0,
13,28.762,13,0.1622492,1.457981,8.986059,191.0675,-115.4014,-18.33,0,
13,28.862,13,0.1642102,1.475069,8.982808,191.0387,-115.4014,-18.33,0,
13,28.962,13,0.1676654,1.50993,9.005617,190.9212,-115.4016,-18.33,0,
13,29.062,13,0.1615669,1.452642,8.990966,190.9937,-115.4019,-18.33,0,
13,29.162,13,0.1651303,1.483863,8.986012,190.7188,-115.4019,-18.33,0,
13,29.262,13,0.1674143,1.507375,9.003856,191.0987,-115.4018,-18.33,0,
13,29.362,13,0.1618785,1.45625,8.995948,190.8575,-115.4016,-18.33,0,
13,29.462,13,0.1656371,1.487961,8.98326,190.715,-115.4016,-18.33,0,
13,29.562,13,0.1661452,1.494813,8.997028,191.0337,-115.4016,-18.33,0,
13,29.662,13,0.1618888,1.456302,8.995691,190.9512,-115.4014,-18.33,0,
13,29.762,13,0.1669836,1.500292,8.984666,190.9187,-115.401,-18.33,0,
13,29.862,13,0.1643181,1.477287,8.990409,190.7675,-115.4009,-18.33,0,
13,29.962,13,0.1635646,1.471994,8.999465,190.8163,-115.4009,-18.33,0,
13,30.062,13,0.1672852,1.502244,8.980136,190.9863,-115.4009,-18.33,0,
13,30.162,13,0.1626438,1.461979,8.988839,191.2412,-115.4006,-18.33,0,
13,30.262,13,0.165158,1.486201,8.998663,190.88,-115.4006,-18.33,0,
13,30.362,13,0.1671858,1.501107,8.978678,191.0987,-115.4006,-18.33,0,
13,30.462,13,0.1617032,1.452405,8.981922,191.0575,-115.4005,-18.33,0,
13,30.562,13,0.1669938,1.502536,8.997555,190.9038,-115.4001,-18.33,0,
13,30.662,13,0.1652356,1.483759,8.979659,190.9225,-115.3999,-18.33,0,
13,30.762,13,0.1628249,1.461527,8.976068,191.015,-115.3998,-18.33,0,
13,30.862,13,0.1680287,1.511275,8.994146,191.0037,-115.3997,-18.33,0,
13,30.962,13,0.1633192,1.466551,8.979659,191.2637,-115.3998,-18.33,0,
13,31.062,13,0.1641691,1.4735,8.975504,190.9212,-115.3995,-18.33,0,
13,31.162,13,0.1679042,1.509969,8.993041,191.1325,-115.3995,-18.33,0,
13,31.262,13,0.1626799,1.460621,8.978498,190.9,-115.3995,-18.33,0,
13,31.362,13,0.1652472,1.482496,8.971383,190.8875,-115.3995,-18.33,0,
13,31.462,13,0.1683069,1.512648,8.98744,191.1225,-115.3995,-18.33,0,
13,31.562,13,0.1617464,1.453077,8.983675,191.0375,-115.3995,-18.33,0,
13,31.662,13,0.1659597,1.488949,8.971745,190.9038,-115.3995,-18.33,0,
13,31.762,13,0.1670683,1.501292,8.986099,191.275,-115.3996,-18.33,0,
13,31.862,13,0.1621164,1.456624,8.985049,191.1475,-115.3996,-18.33,0,
13,31.962,13,0.167523,1.502802,8.97072,190.9775,-115.3994,-18.33,0,
13,32.062,13,0.165016,1.48222,8.982279,190.8388,-115.3994,-18.33,0,
13,32.162,13,0.1640408,1.474585,8.989134,191.2137,-115.3997,-18.33,0,
13,32.262,13,0.167715,1.50476,8.972126,190.7225,-115.3998,-18.33,0,
13,32.362,13,0.1629694,1.46345,8.979904,190.9788,-115.3996,-18.33,0,
13,32.462,13,0.1656554,1.489179,8.989622,190.935,-115.3995,-18.33,0,
13,32.562,13,0.1675593,1.503487,8.972866,191.2888,-115.3994,-18.33,0,
13,32.662,13,0.1621592,1.454837,8.971659,191.1025,-115.3993,-18.33,0,
13,32.762,13,0.1675705,1.506514,8.990332,190.8875,-115.3994,-18.33,0,
13,32.862,13,0.1660172,1.490072,8.975409,190.9088,-115.3992,-18.33,0,
13,32.962,13,0.1627356,1.460313,8.973532,191.0612,-115.3994,-18.33,0,
13,33.062,13,0.168078,1.511086,8.990387,190.5875,-115.3992,-18.33,0,
13,33.162,13,0.1642705,1.473786,8.971705,190.9075,-115.3992,-18.33,0,
13,33.262,13,0.1642105,1.472978,8.970058,190.9538,-115.3993,-18.33,0,
13,33.362,13,0.1684227,1.514295,8.991037,191.1362,-115.3994,-18.33,0,
13,33.462,13,0.1629668,1.462605,8.97487,190.6975,-115.3993,-18.33,0,
13,33.562,13,0.1651164,1.481125,8.970191,190.8562,-115.3995,-18.33,0,
13,33.662,13,0.1685409,1.514866,8.988124,191.085,-115.3995,-18.33,0,
13,33.762,13,0.1618894,1.45386,8.980578,190.9487,-115.3994,-18.33,0,
13,33.862,13,0.1660302,1.488874,8.967488,190.6963,-115.3992,-18.33,0,
13,33.962,13,0.167558,1.505036,8.98218,191.11,-115.3992,-18.33,0,
13,34.062,13,0.1626652,1.461102,8.982263,191.0425,-115.3994,-18.33,0,
13,34.162,13,0.1676926,1.504497,8.971755,190.8987,-115.3992,-18.33,0,
13,34.262,13,0.1649145,1.480866,8.979597,190.66,-115.3992,-18.33,0,
13,34.362,13,0.1646468,1.479502,8.985913,191.0387,-115.3994,-18.33,0,
13,34.462,13,0.1683736,1.51057,8.971538,190.9287,-115.3995,-18.33,0,
13,34.562,13,0.1634768,1.467473,8.976644,190.9863,-115.3996,-18.33,0,
13,34.662,13,0.1658299,1.490725,8.98948,190.94,-115.3997,-18.33,0,
13,34.762,13,0.1679981,1.507576,8.973767,191.1525,-115.3998,-18.33,0,
13,34.862,13,0.1623837,1.457393,8.974997,190.885,-115.3998,-18.33,0,
13,34.962,13,0.1676057,1.507459,8.994078,190.7,-115.4,-18.33,0,
13,35.062,13,0.1669397,1.498311,8.975163,190.8937,-115.4001,-18.33,0,
13,35.162,13,0.1629782,1.463187,8.977804,191.1488,-115.4004,-18.33,0,
13,35.262,13,0.1685504,1.516383,8.996616,190.9875,-115.4006,-18.33,0,
13,35.362,13,0.1652602,1.484051,8.980089,190.7575,-115.4007,-18.33,0,
13,35.462,13,0.1637207,1.469656,8.976604,191.1288,-115.4008,-18.33,0,
13,35.562,13,0.1689792,1.520095,8.995753,191.03,-115.4009,-18.33,0,
13,35.662,13,0.1632347,1.466772,8.98566,190.8775,-115.4009,-18.33,0,
13,35.762,13,0.1652523,1.483873,8.979436,190.9162,-115.4011,-18.33,0,
13,35.862,13,0.1690647,1.520747,8.995059,190.99,-115.401,-18.33,0,
13,35.962,13,0.1631197,1.466139,8.988114,190.9625,-115.4009,-18.33,0,
13,36.062,13,0.1662776,1.49307,8.979381,190.97,-115.4009,-18.33,0,
13,36.162,13,0.1680165,1.511005,8.993196,191.02,-115.4008,-18.33,0,
13,36.262,13,0.162536,1.460806,8.987585,190.99,-115.4006,-18.33,0,
13,36.362,13,0.1684176,1.511583,8.97521,190.9925,-115.4003,-18.33,0,
13,36.462,13,0.1657116,1.489186,8.986613,191.23,-115.4003,-18.33,0,
13,36.562,13,0.1649594,1.483168,8.991109,191.1212,-115.4004,-18.33,0,
13,36.662,13,0.1682196,1.510385,8.978653,190.945,-115.4005,-18.33,0,
13,36.762,13,0.1647685,1.479833,8.981285,191.0675,-115.4004,-18.33,0,
13,36.862,13,0.1661788,1.49458,8.993806,191.0475,-115.4005,-18.33,0,
13,36.962,13,0.1686964,1.514532,8.977858,190.7188,-115.4008,-18.33,0,
13,37.062,13,0.1635347,1.468704,8.980993,191.2312,-115.4008,-18.33,0,
13,37.162,13,0.1678332,1.510076,8.997483,190.9,-115.4008,-18.33,0,
13,37.262,13,0.1671033,1.500915,8.981959,191.2038,-115.4009,-18.33,0,
13,37.362,13,0.1641685,1.474027,8.978743,191.115,-115.4008,-18.33,0,
13,37.462,13,0.1684509,1.515753,8.99819,191.1037,-115.401,-18.33,0,
13,37.562,13,0.1660156,1.491572,8.984535,190.7388,-115.401,-18.33,0,
13,37.662,13,0.1646007,1.477589,8.97681,191.3275,-115.4009,-18.33,0,
13,37.762,13,0.1702146,1.531558,8.997806,191.1175,-115.4008,-18.33,0,
13,37.862,13,0.1641344,1.474527,8.983653,190.9038,-115.4007,-18.33,0,
13,37.962,13,0.166737,1.496619,8.975928,190.9113,-115.4007,-18.33,0,
13,38.062,13,0.1698375,1.528051,8.997137,191.2125,-115.4008,-18.33,0,
13,38.162,13,0.1634241,1.468042,8.983019,190.775,-115.4012,-18.33,0,
13,38.262,13,0.1677241,1.505819,8.97795,190.8675,-115.4013,-18.33,0,
13,38.362,13,0.1682366,1.513408,8.995716,191.1737,-115.4013,-18.33,0,
13,38.462,13,0.1635236,1.470201,8.990756,191.2125,-115.4013,-18.33,0,
13,38.562,13,0.1692899,1.520543,8.981889,190.585,-115.4015,-18.33,0,
13,38.662,13,0.1657176,1.489923,8.990734,190.9088,-115.4014,-18.33,0,
13,38.762,13,0.1648439,1.482847,8.995459,190.92,-115.4014,-18.33,0,
13,38.862,13,0.1700414,1.526963,8.97995,191.0675,-115.4011,-18.33,0,
13,38.962,13,0.165374,1.486234,8.987108,190.8475,-115.401,-18.33,0,
13,39.062,13,0.1659333,1.492953,8.997307,191.0525,-115.4012,-18.33,0,
13,39.162,13,0.1696537,1.523378,8.979341,191.0225,-115.4011,-18.33,0,
13,39.262,13,0.163792,1.471308,8.982786,190.8512,-115.401,-18.33,0,
13,39.362,13,0.167624,1.508076,8.99678,190.6175,-115.4012,-18.33,0,
13,39.462,13,0.1681604,1.510515,8.982585,191.0188,-115.4012,-18.33,0,
13,39.562,13,0.1639326,1.472146,8.980192,190.99,-115.4012,-18.33,0,
